signer,volume,volume_category
Cv9QHuoJbDXbkko4VfUFHM5DqgiZueaaYuozA75eyQCt,41764,$10K-$100K
4u8Esq6gFNGgiAaj2EGTTwW2GFr1LAYTMyj4Nbmvpx4F,41763,$10K-$100K
DXwY5Riri4dUe7QbfcUAASbW2s2xQGasf5ARi4ekV2mo,41753,$10K-$100K
HFWnEZ4jHmxCivVdBsJBUuwjTwLkYs61pqdS4z5WmpU4,41746,$10K-$100K
55vGBG7YWQZsbV37rnyjN9LDgbTYDJDqsjnE1nhrkJFf,41739,$10K-$100K
BiRjHc9Xf1PsBp1bM2EJQhN81UfvAEEerpBwiSxZa7Xh,41734,$10K-$100K
6Sx9vm3qxEFiYSLznUEdBCYnLuoWALtrcmyCZDXrV7Bd,41681,$10K-$100K
4WNSGJGM69MbKnjpW1Y6KkrJmHb9NpTwgmXrqBR25Kx8,41672,$10K-$100K
57VF8sGxZuWT36WCZ8vbqoP4NwcL3TvR6pvcegReYp3P,41659,$10K-$100K
5xP5VVkRi8fdVgSJxJ6CPDNoLWtJ6rSb8k9TEjyWuGZN,41659,$10K-$100K
ExvwsXKfae5NyJMwBJzZNVCGZuA3UeaMSDw3wtvmKtSb,41653,$10K-$100K
HBeNupRoFXGLo6bs3BDXWcM2nN4NVimbbs4REwWmpMsy,41649,$10K-$100K
4exUGRKF4z8XJQ3uDz3oMW59RRRjJRZP3LFPQYKB2TXj,41648,$10K-$100K
41NLaVPyTRccLb81VRq9vh7ePzw3yNaZ9PtAgryEhd6g,41645,$10K-$100K
Df3nefaWGNPiyjnNkzU5Ft9Rqz5Lt3HpBXQrsXXrD7iy,41645,$10K-$100K
FwNUfSSjjGuNrSe8neuYbFFNkZn6QMGyeSJdjbYJJq1e,41645,$10K-$100K
H79wAhB9ywadCjCzhuRNu9oYbE24qvCxXCVnUVWT7Q6d,41645,$10K-$100K
5bNahLBP7pNwwmyyVi4sB5sL5sLaqcB43buxZCv6vk9w,41643,$10K-$100K
6fshNwuFz3QpdGurNNSjmQB2k6sakrdNY6ytBAq9urXU,41642,$10K-$100K
2t3sSKQwibkLm2HvjxnpAycH8SjztNFuhhqQi6SpAgL3,41631,$10K-$100K
EH1U2A32A9YY3DxKk6dhbrPYwwmWuBNfkWTrPJWr1HXC,41627,$10K-$100K
6guBf8Q7CUU6p6MfGqiqxLBfgYkrCZToheuf4wxG7TJN,41624,$10K-$100K
8FXM84hmeN12QBNwGhdmbYikA1bfGfGqr5f3zcHhWVr2,41620,$10K-$100K
EuCb5jFXdFTqYoFYu5bEG2PdGtiDJ31NARmCoCQTFWZS,41607,$10K-$100K
9ABriivD8ARCQoer1syZEUKxquC6CPQRW5E5BHujyzoK,41597,$10K-$100K
5YC2pP1KdfbEFcyqG8n8uothv6RM1Epjp8yzTPYi1LXH,41593,$10K-$100K
6WJN7jeWueEQWEfiNbTAfo6TGBRBX8NiBUjNgZAxF5ma,41573,$10K-$100K
E6pV9YtQJyCs9xBqDjxo7WQ1Ls6Qw1hfD9qJEd5BmaTJ,41571,$10K-$100K
27mtvrM3yTTAjjNkaXQrWKZfXS1dAvT5hbk7YeqAiv9a,41565,$10K-$100K
FnZnHPZgEocvg5eyJCyTeNW3vZPrnNQ9CnHnCk86eBHj,41558,$10K-$100K
5F9Fk6iddXNw1G1KUSNAVjTP2ZeKGjtBKSmQ8ei9iSiL,41543,$10K-$100K
51WnjeeNeBEWfvUeN7kGdxf6cGGdhKxcZyP8dc4iKTSy,41538,$10K-$100K
DbscA62pBxieHDZfcnec42yDcwvsSqZ3c7uMnUaTXWh,41535,$10K-$100K
3v5Giq876Abp1jPUeqkcHA2GREiPkghXFtSSC35LgfY2,41533,$10K-$100K
4CV14JZNGQYHj9mnVDdpPEnnRncUKZomSmybaedRt3zD,41529,$10K-$100K
GNbYaC767rTqVpgohscRM1pfiMvb9btaVQfCF9d4ec1Y,41528,$10K-$100K
3gDkUC7gncxuxvK2EmEpUkanETGSxHhsxmrZzFVJmHjt,41522,$10K-$100K
Moo1CgqSxMC7noKzkBNhAa41a51LUsugJFYD1uZPmYg,41518,$10K-$100K
8Butj4sgB8WsMHgephndwfP4QRPjTkK6oT8BxHfYkopi,41503,$10K-$100K
AxX8ASGStwMifKNo1Lns465LtiKPkrFLE88BFnFSE62S,41496,$10K-$100K
3sEAjg11UGRxNd8ZZcwrXVNv9NmwjdfYu8hBtAybgPCu,41493,$10K-$100K
3wXLUCzUv4hgmbYVYZyqLtk1oixoGFSa5Ty2FNiZkXv4,41493,$10K-$100K
