signer,volume,volume_category
BRgERoGM93k8kXchfwzf3sDrzDP1JKrFDqp3UHKVqNqy,600,Other
CGA4ggMHiP6DCgEXXa6fwymB4eznzpEqqGuPKv4dKqST,600,Other
DCTATk79kAgCszuR2CyyddGh95265qsWsJD9SStyYogq,600,Other
DJZT3fPryX113uZ1bkKB35KJAPhViG8dQM7zrGs57ka5,600,Other
E26rnPXNdAo4BFh9sTbuexcppQzPZ7bTixmwsigNp8KZ,600,Other
FMkMTLYnvrf574zQr1GKeNj7zWLjFfMsE5x8K6Y3RDeF,600,Other
3qLT2XpywBJGmqtCVUCkDasRDfzJ1iQZitnEVFxvVowq,599,Other
6BguCLHnC5BNQaCTjiAMi1JPBfyu2QkWCRoRHeAM29zj,599,Other
6difQX8SVDVVpoJoK2at2ZK5nU9pkdtTyjGwyqKwVEpy,599,Other
AnfyNePqF78ubVh3YY6EEU4wCeJ6n5KVvuTeFnaECgFN,599,Other
FMDRvuWor6d4n6PaZybuwMn8XaqJtqheaYk7J2oJFYiy,599,Other
HppXbgLw83a8d88EJgqPdkbSyD4HTLYcU7SmpUSg6fey,599,Other
126ru5cF53ovm8VxCGL9cqBJwRdYEEg8Qs4FEW3brUQL,598,Other
13qTFtGB52pYTefFdVorX7jHFftRB2pR5x3qaZ9gMuqu,598,Other
5raxBjxMWdxz2vqKND2vDAJiXrK2PxdTfpzThPp7DwMS,598,Other
6AkFbuHo97GD11VZSK31GSUCQBt3pDT7JNere8y2BuAs,598,Other
6uHDZXnm5vxJLfs7623q31ikVZnHryJh7vL9N12diTx7,598,Other
A2iyjiUKpm6WYHxtnu55RkoAR8qmD9d1nRNHFF9yDELE,598,Other
AdyWGjh1NzFGGfChZHdDr3C9TwLbrsZSKRJ1AzAsHFqC,598,Other
BSvwWjH3BbmfiNe35j9WBBoGbuvJaECsJCrbAWnS2weN,598,Other
BzAqwZJvgfmcj5xb8TQnJczWFx11aocCQonaMjUnTfJF,598,Other
CWtnjPfnZM1vny1kXkDQaXgbJJFLX6xYmFmB6BvJbvvB,598,Other
DRupxUrcs4zeXB1nzhRo5L5tf5ffJVmXKJ9W3nz4RMB4,598,Other
HZQj9zoAf1HbkkatRsaBSGct3Da6aMv8jDGwnWWoTeDL,598,Other
2Nx6BBsCnevVQjmJ18tLG6jKKmFEuYsphjBQb81eY3L7,597,Other
2UqUDGJJrwYJVbem9mNLgQKfj8QiBfShAAfUAaYU5UGm,597,Other
2fcdv1oUiQTvozdeHcL2pAowcdhmQWgGCCjb42Vueoqj,597,Other
4eUZyuFy4VKcHo7Rf9RdUDi15mt92Px8oLHPbs4ymDGS,597,Other
5k1bYidtpTRcd6yztLfKhXdYYLpbQJ2jwuq8rAzgcbn7,597,Other
6j4fP69mCDhJCAVStgqHCNHXVRT8Q597gKChAyffzxa2,597,Other
7opCjRcEQhaF4drZ3PZgu5tSXspfhnHobUnnR6FCcmLE,597,Other
9K4qdWcHKuS2r9i48S27uaDc6586AWdeiPyKHijqgeLq,597,Other
E1fYSSbLygp5D6hYGBaG8K9NsnSZJ1zQMPL2CTVWF9Rf,597,Other
Edd15Xn899KpjQH2vgH5Jy3zNE1Du8DxHsCENSwUgJBS,597,Other
FWANLFBVNPuarThczSAcrsasv9RA7w3HruzSfnMKKS3t,597,Other
FcvyXhy3VwzgYrf7KBhNkFQQ2CFd1woogAMr78idR1Tn,597,Other
4RKKnME1X6yprWGyMbjBPqyRckP7eyz8adiyfb1Nw7Wr,596,Other
4Wgfn2D1qKbrk7cazRqKy1nDkAHKhqAfgFtgnPsabSwR,596,Other
56FRKdazg2Yrd7SnaQUxbginuHmAhHGicCcKwGnqrEv2,596,Other
5rt7t8ws3JYzss2fy6UqcqrRx9vv9o9a2yJRPSZNnUcs,596,Other
76gps7gx6kVSNTjq8VA9bfCGJqNLwaDzWtpq5idfaNRZ,596,Other
8ArL1kRkQ5XNk2SXDbcoCHeJyEuCaZLmZhcRJPCxJE82,596,Other
BSHWeVkihjoxP38ZazafBJTHDrK5uTKgHRXgKf5FAfMC,596,Other
BgixA9aq3PjVDwRmsKQeeFRkENTejAVFto9gXh51t6fa,596,Other
BksiJAoYG3c8zqmqb5AZsXUXjcioVsTmTc1azzcbtqLY,596,Other
Cv5ryrcsVyRgGbyp7ViCv58aVhBhwrMP9JCSkCB2HAtc,596,Other
DbaGNReJR4ezijKguB9pshrofVa2BGpFUmdMYP774E12,596,Other
Dx912yE4KnqvjgQjt1c5xK4dRBMPcJCdtDBZnyzVZi78,596,Other
E63kJU4Z4kLorbRGghHv2xSEFRFD1kfkFwgDEgSncPqw,596,Other
EefFDTHgVV4drVaiNwP8jvX266jmNy2q3PBgqorF9YCh,596,Other
EwXeAmRKgu5HyKBXRSUsUgjVrxSqHawzPb8YpCc1y7op,596,Other
FQ25YS9s1Z2rqYP9nvDXDCezer5yQknLAQL8sGVT2rx7,596,Other
H6pDkjn4exdmbkwYi3No1iMbY1pWYQraspgnd5Cm1sdD,596,Other
3JPVZJ7LuHjWQpYjw2pJM6PV92QWzSLou5g8iJ2doYsU,595,Other
3v3R6uQPpNvktQTEU8LjacrAhoV4k8VARJVKJ6kud8he,595,Other
6GkXUTEoAbS9HPidmC7vtX4ksbn81kkbfnK17iTmcmbj,595,Other
9pd5J7TCghKc7teSUFnFJu9LTHGtoYd2bbMoVTrJheVy,595,Other
9vrJBD8ufNKJYTr4sUr6WctcDtmvb8rVb2GoYinkyEx1,595,Other
FRYUmqdNAVnomdY3txX2RQ9juSb8JZSENBieAWhQQgCT,595,Other
JCKELAyo8dmgVg6iwpWUXM7MiJJBQhZRx9gE7bqLHJsF,595,Other
5fs11DusRzu6BjJdgojTdNRvDtPqoEWJ1noSp6FSjjUv,594,Other
7jWdF84gqfHVuKnkf6cV4DSvPVwJdTm4FwYUSSyCmM1F,594,Other
9WxtnaW6e71EY5PqAuxCb4u82tzyhJNVupYqcTLTYU57,594,Other
BbGxgxbsgf3jQmkzWxHpHDNU68zqnwFGKKDZ7PPb1npz,594,Other
CSxnHrN7EhAS3SWf1uk5ZumHk8rpW82vWJD2RFAadKgt,594,Other
DZE1gwDZpS6gqGbiotVNvt1qd8sLCXccitJbQb6w6fCg,594,Other
Hv9QdEAjYoME3J9xk7NFzgkGRpqZ57PZ2wEhUjrWeMkm,594,Other
2Z9eBVQXansXK1RWvWidXErGmDcnbrynpyJMbXRsJLhd,593,Other
5iXYMREYQada1drmt5iNWuo38ejogqy6GeuKnDXiy5SN,593,Other
8zJbkHReHLRzCmApEmusmWPygHZ1PjuSjtLmWwknVgbX,593,Other
GeQ8EHLxaTMJVEsHLu7AeyZVsr1GDmppRtexenDfwb4e,593,Other
HUzpjiwqHpuJcxQra7SpYb6TU74RVMtGuwebQz823d8h,593,Other
HyvbZskZsc9J2p2p4soHKJYB1Pap7Tgc21j7G4NDNAAe,593,Other
ijKQkUT9FZevD8fu2CSFYzTdzDmhCHKCrXuS6tdMg6W,593,Other
7HiMuiWnf9GKnB8xXa7Mb4y3S3x2iM7byH5afC6QnhBE,592,Other
8J9uwGdUW1WmXcekwmh4tsUVbPMSjx6escNpmziyn716,592,Other
9KEx5TH7UVM9W1N76yVi4qf3GqbBaFi28QJsxEU7AWit,592,Other
9iaQFCRvbhpjPGcpjb4cfkEBWrLWo7ATxJmmU6xLwPma,592,Other
BX5QD9Pn8DHc7x45wWhvQNN3aEQgdtSr6TJMqerbQSkS,592,Other
E2fjfeoD1X7WrrddtkPNis473GkTYZqJS9h4Uh44bCWi,592,Other
E9xMykjaZwNaXt9qXg4Djpk2PzgkyFjLpgzJVutHD9Ak,592,Other
EW8wyaeownB5DHEstr55VvAXoYRAfy5gSCQpojUWo2J3,592,Other
Gb5zWfwe4WQ6rQegqo2ZmcNZ7fzYjj6akTm2gv3kxw9Z,592,Other
GrTBScEx4HPiPUQwhcwYNStw1MNY3z3poQJ9TJDXH91G,592,Other
2AiTqY3J6CGWbARKrWT6aBFbjQLZEJmttZJSkHrpaQs3,591,Other
2XQ8dpjchZbLoziCdBAunuitzgo3qTEdUb23ddu2R6vq,591,Other
4GGzDtyGkvG6HkM8rmuaFStLG7VVfcMWS5LSHjxQeWz3,591,Other
6FQWY23UE7kBKGKQyHTkh5Zq29vGQwLvrMmVhm1TKJ57,591,Other
Be8DeUc82Cmr1fTwC4kRb8G1GYM7dBvL22ybcnbWBN44,591,Other
CqqGJ7ytNmbfcV6yHRnPHUfh8AenJzHFkPjvzLPEtvGb,591,Other
DWRD772C2MvDoY3gLeKZNTPwXgfcnmEPa4ttZHSFEXFh,591,Other
