signer,volume,volume_category
D2YFoNtfq4HyUQj6g5Ax7vwv7wv1DoKm7LHXmQSBQ3e6,21986647832635,>$10M
9p6VAUesvfEAAqq6RRSrWHn8cYekCzfoj3maKPC4j4t1,8992623651966,>$10M
4azXRZLEWC4kCFpZJDRQJpkQ3TzMm8TYvvDftLskRYRz,7664393416999,>$10M
null,6273602590514,>$10M
HAsgeyZBP8pyvjpr1BYbePgecqni6fWtASt25JrhznZ5,6015697936047,>$10M
HK7aLFrSXgUhaTPCJpEBDS6kgfwG9kJUBUqThFhX5PMG,5851165278914,>$10M
BCqNmxVTENAFcJXysTCg3VDyhossDCGS9eM4jXZV13rB,5000001149855,>$10M
6jZ6eKGZLm8EijRC6Q1gk58x9apfQhdLXnbRm5nwHrLc,4014548327334,>$10M
9cJnYU8t9L8APiozadrRPAesczMyU7NS3q6RcsK1e71J,4013416503811,>$10M
FdrbT7HBx5eeiYuMHV194yiZLBsvrq2TxYM5nCNQ6q3V,3254016376589,>$10M
5Wk8tEJTAEDzd3CFGK51eBFrdRP61z5iS7gUiTaSVTZQ,3233553721780,>$10M
FQs7UzNXtiuRGwEH9xAUWLRVDTtRBSfQAqnX86eXM9aj,3112607590127,>$10M
5XCVDWVSXwtWutoQza2HS4aBXwUnFGZj8eVYh5veY664,3060559053046,>$10M
NxoBLFSE8XwNr3fohCtDWE386PcNKhsnVGMkZxZ7WXU,2563235248321,>$10M
7L2SQ3Efmy9XfdZmPdGhL61K8NgHcZk3ZFaLowBqsQPy,2490178155912,>$10M
6qXNuByKjVYnsvLHmfnJHt2QMbnZVrsnPcNtejFKUfwe,2420171274060,>$10M
836one7goxia2TnreSzvoNArsq5juCjDtY3eqtfyLNsJ,2406732438568,>$10M
8i2pt8RKdimnWrmYowB6FL2WNW689uyvMuHV3EnUZLqJ,2307983457360,>$10M
9KE1FJhaEmuDfbnKAfTudEQu8VbLmnkKu1cwkFniNCv9,2235701598232,>$10M
B97WYiSwVJHuin98cTFerWx2uthDjcpoZnptP21JeCCc,2168731486693,>$10M
DZk955eGjTwNvjZxpDwcmVmdW3awe8idpHxAinzoQPcE,1818034101540,>$10M
E9MYFmJp8EiBnF5AWnEd5PMUfSxnvgD6gJ9TA7LBhWdH,1806501875193,>$10M
BMsGCP4vkibkTU1SvCR6HboPgzRbUjiVmbESEgRQMYax,1773411504185,>$10M
EVYo2v8W1BB2Sp7te2o5WogGrKcjsuT1D3KvfH56rdUd,1674796051622,>$10M
4VSqUzsRNwQVvKj4mhKwRrP9ubJ7DKrhYTtECY8A28t5,1620170253926,>$10M
Aw82tVByYwpueGUsQkkY4RLnKHhUX28UfFf7Uyijdr1L,1612699682027,>$10M
FBkhZWdg1d3iebt3icXr9K4j2AocWvEJm1Dzaz8aifSf,1599400556055,>$10M
3yM36721by7WQUbWv4myM73dJazsCE2sjyUu4oCitbaB,1516785044744,>$10M
HKkNvUnhrBqz3Lq9Td9TxUj7Qhj4zx8LNoe5k5aTht4P,1490965207134,>$10M
2PdteXG7FFmGZHwfYVHeMBiH671HzeKyH7NbDtACc7Yf,1484938559262,>$10M
RENEa9QnqDLL41voZAXraJJ47B2eJrKmudHJPmSLaUg,1467887826503,>$10M
uQwNuRLUYxbc3VAgzF9g5rDpTZAfdLDW4afPJfU2Qti,1465846269361,>$10M
CNUuuAu9KJk9cfdCkPCBtbdg591uzVE94FjuxUe7QXsA,1442392464817,>$10M
5tGGS5BAZpj6Gvv5md38TZMzPzQwizg7kLLYkr9hMhEi,1397126924055,>$10M
GGnuJFKeMWiX1B7SuAF4NBDtsKcj76DCzvR8xsPtzQ7G,1357670475271,>$10M
AC9653VH72pKem4i3iDQLDVHfwtZ5uTK8K24a2g1bUcE,1331255139849,>$10M
Hv9Ui7B2nVSLHBdZR36Jwb9gnPWjv8Jag1rywnXZuPNU,1329467875372,>$10M
EhEYVJVfJt4BbeSGhDqGmyNFd5uanWYMzbYE44oeq9GC,1316535114010,>$10M
GivSNJnzyFuPS84TALTQUc8pt5CjybAakK9eChWSMH2a,1285964168808,>$10M
EYRda9uVqFb5UMtooEt7Nb7j17yDWzL913nAbUP3uCGV,1255284790899,>$10M
E7chnv4ma78jmarWjR5T7vDLThL1Ff2XQzfrGwLMwAqW,1236003032237,>$10M
3fzHtWCBE6CtvHAQhfTeBgmXwrHg8Ngg9C3wv3afKe9a,1221974904171,>$10M
7q9ZwMDrBUjhsMPdvN5QbzwAJxamNVxjJ5NTBEnhjawN,1214275606958,>$10M
7nYMKgQkP23fpqxcTmw9i48vCjX525oStScb9jLVBmCt,1207729338720,>$10M
HU7Zhs5kEibkxnZZbfKkmGNJ3GeyuhQkrr1WDV4uBbn2,1200320382469,>$10M
3e7jSnrufyd9Qb3XdxnBWGezhsTEfgvTqukfZ9c8DAfs,1139830564425,>$10M
96DEZyGGN75wnYkniQe6d7pjNuNK6fz8zu3JGaWazj8n,1123883903524,>$10M
2o2rTRDjQadAZioqt5NjYfCe9pe7RCc19EEkQCJvntvD,1121966037813,>$10M
BksGqot4iGBCnuPdSzrTm1ejuNaj9vVJp4YhZi3jHk4b,1121337488692,>$10M
ABoeffMkZCBtQtX6GWwKbZZ2GbTWmHrcww1G4EgsJdFa,1120134555668,>$10M
6HY3oq5mmtDM7YqcGNcZm5FWsUFK9JrdvTfLfsv2Ydjw,1116645815036,>$10M
CJj2HNrTpM38eJTmBwyCeBktinaa9PPpyhZaaBD9K4un,1085857750737,>$10M
CeRke7Y9mwcc1W6vue9TNJkG2R9kG9t7kDBsAn2YuxFH,1064282244742,>$10M
RENNmbydf2WHVhvVkXyGh72BKBAYaBr9xQpkQwJRoJu,1033080762508,>$10M
t3te3Y1kEuvcU5znEY7BcAFtiiVCASRKj2yzHVSMae5,1015158846296,>$10M
LGzjisY7hZbDpbhTJ9trbuTQGo6q4pFgEW349xp16gQ,988948661271,>$10M
6gDNDV9VnsSGnYruvLnL54Qv45y2vPaa6x6abJBjzqV8,985524664209,>$10M
HdTcoYi6Y8mUaWP8Dpg1KStssb2UkUFGaDz4UMXevgxW,968046442981,>$10M
5gpRSCysCPMUVxgKUccPKeZgSN9vAQdswbT2mWcV8bvB,956355741065,>$10M
dCRykXKigjkXHbN9zoqKGaKbCjqN6QcmhtztM5qM7Gj,929506140481,>$10M
DtdZLHuPfLYCyMDPB2YYkCYhum2vZSiipuA9B6W2rLBr,925093613158,>$10M
2hVnqzHnN54jxzv8qDYjwmgN8AznvKTp6QtdfA7yAsQz,915127465662,>$10M
6s3QvCB2zJkhFQsorPaxVTW65szHgmxbapkmxcxRYmtm,908874241128,>$10M
37DBx3Kxj8T4oajBz6HHusTyrSypfGb9sbxMMJFAKj2u,890852461556,>$10M
5GtptUpEnrPFN6yxwwJd7e2NgeXak11HkN1LQuMDgEAT,879160563668,>$10M
GJ6nJScLSK2QYmiMdjfdo83WiAUtosYh3RR6rQuQdipY,865922347334,>$10M
H8SLmmwP3sszc9VrNPwjVHZDkVQMmgt5djmZKToNEQns,863095293686,>$10M
AAYJnbUWw5wx9ri2dr2jMEpRZpZB61ypf6ULEkwSApe8,856046016885,>$10M
69psDrePFiMuJdyxLQRXD4x3r4chzhv5hSXbcNKMRCga,830657804304,>$10M
8k4DSCwHhpHywC4Lpa8fPirTz6wtHwztcVUP58BB5cqE,815727223672,>$10M
EKQJJEJffdqt1Fp22q7txNYYchuF1zmJgkBHVsceJayM,812610909436,>$10M
HWf7c3evXY3gghjPxvCmBGhuPaWkE5MVau7EnrJADYck,777925854612,>$10M
BMcnBC1HDGzSmQpA5gCNJFirbJXdUhhHrDTnUPUey7ky,771682766979,>$10M
388bua6dhdJPXhTeMAoVAfPZi2Qcfn9LcZHiW24MZXLm,763545247516,>$10M
FDLa7fLeEBQLaCCpnat6rdibweMfXYaosJavmnnFKY6F,759779185544,>$10M
CmGbrfEc8p2XtZT9TqH5xggQ8BFyEGMqVGQDqNfxTN46,754028464290,>$10M
HH5XPxppCeUcq9E94Ba2AMWLBTHmKatRcJpc3fP8qTSw,743647900761,>$10M
FQPN6DppxYzFGC92SPdmuLAqamUTjRsava57RtRoLNXv,742928699169,>$10M
2xGPFzU3MnvsKCvhFWnafv2KAPpKvtmoDkvgUHPDddjH,727578198825,>$10M
DsdrfEXe42YKBm2ECNrCpc1BaMDNyShHSfK2fc56TtJR,727151349739,>$10M
6s4fLNfs5cX4n4iMhD9HdexEAAyWaMiXQZzUVgWdyLuk,703834334679,>$10M
CnJScdpBnp5fZ5ZeTB9S3g5enshYJyy8V6w761HyomiU,701099225471,>$10M
9wS573eckEvcfTgkfJCQ6GdbZxhszeXznMF1QvucSVEc,698858676733,>$10M
Bqd5B8kTMxmmDXdHMWyRojdJUoMLzPVTpYiwQ5K12iME,684061547573,>$10M
HNFHAAGD3K59KN9A5TfBZX75Q4vZpfNY7tmLxFcdpyDV,683850043413,>$10M
FoCrwvrhjkQi8kuLwAfmMyJNibSnpJfrwZhnLd8gtGKj,681911304218,>$10M
56pKZaY8tMeQirZR3neka9udHubtDarb5Qqdx7FUKs8x,669606269544,>$10M
GTWmZU1esY8Uo42mSHBHRcih1R6ZrdTJwFfj8BjLL8Th,665663138072,>$10M
8Un3u2dctqPtfvSRRWHWsTNYkATLmEurGdxgBp7P9DQb,654043502107,>$10M
ySZZPTT1KTnhpgc7i2vUm7yXfCauar9WqjxGbSBDoVb,651801091275,>$10M
DbgaqgR4pTzs1euLQkqSy53BiBYGK81E7EcyM3Lou4nF,649537869034,>$10M
EqWY6TYyHr3Zv5bS8CEryGjRttwoswuCgbJpyTzoaxRH,646651248691,>$10M
F9MraJpvSJJPhgfBCEUZy7QNNnRofQVGwvZk78vPTE7N,645793761057,>$10M
D6k6fET4WdejV2A2c6V2dkdezomGQmdqi3wmKuaPECJX,640004136287,>$10M
GZNNbYhaAm6cMFyKncdnsrkMzwyiGrVPXkoXAD3VYrde,635876305709,>$10M
4w97tpcjrMYwnxaep1BpaCfKxzPqo8gAhQjjtcxgnerE,631502722226,>$10M
Bd6vN2xRAk5BeNPzftybNTCpbXWCBFfyEa8mPx2yJkXa,628415600815,>$10M
4LXxZGdTa1cDmyFvz7EcoFaTpZgnxgaRJkL1XtuGwoHo,628117806197,>$10M
ApTXzuesCttoooGq4Bvg28CqDbywTJ5nHEEqvhpjjsZr,621139862252,>$10M
GfLEzbREs2nsXPN7MYaN13Nj1xJVh3a8JvuJvqNp8eU,619411402738,>$10M
3stmH4GRq5fDjpQsYvxMHQp5GoqJXxbKNpqcAX3jCuC2,614313279777,>$10M
CiZVtiYKg9ZTydBF5jbfKJYCQZaA2jW8Q11m6wTWzLVY,610206778098,>$10M
7jyFH29UkeHvQcVuC4Rc1mMkqKfxbpyAApoDWj6EYKig,608843047465,>$10M
FdyBtYt8MBXKuMc34ZJZmJVR7WQawBbcsnCZaVTqKcNK,597728752375,>$10M
6TG5pZdyohYZP2ouJS83omjS9N5rrjiu1TjCyXBAfx5q,590345860917,>$10M
FmrB8XVCZYARhqfGDy69cbFwSgRaEgeePL9nnV3P9meV,580012653208,>$10M
66EW6fJvkvEoiXxsfVvrPjAkpSHe9LTmADNJzYndXgVH,579548737444,>$10M
7uu3iJLAs9TMBUPMJ3qPuUPNNNuooD9FnbR9Jdht8fko,577987507961,>$10M
AudwoLw3YHfY4EyxmuUBUAEfC9teHFxcE7PSE8uZKmAu,565959176452,>$10M
CLERxPWyBrgonQS5kzcAZ7Fa73bPgzM5x83PjqGCw4M9,562539060843,>$10M
8XafBVvua9gus2qdfMPqXc6x4LybGJiJbAde2aQ17Qws,560314220978,>$10M
AWNYs34RkTYW4fKiF1YmV4VmL52249n2JAb7NPyizoMg,555249339540,>$10M
ZBdSrsaXZnD7nc3FZCaWNQV7XZo7LN6dAhzFQtrXbNT,552247170915,>$10M
JKgS3DFG1kYpG76791D7CR5fn4KTT4kf44NAqX7uf5w,552229998734,>$10M
CnYRmt77VnNuwmSJECNm1vrGEPwEVic8iUEr7ezWm1GY,551788061228,>$10M
BUYNp4u9mQaYa8JihsE5Y5rZYGTN8bwnD3bDyQWB51Wk,542686238039,>$10M
424r5E1qX39psCzGdZHHKY17C3Nj1HsGhLB68YCscWiS,539315318069,>$10M
J9ex7DhNzcQJqHyJycLu42n5RUBqgjHRVeSsSxgy4Wvb,538651728256,>$10M
Aewex6VjFUDqskocJQ42Tqcn3pJ6ypikw7f1aJJQZnn4,537296233891,>$10M
FhL3ZNNHWKDu8zgu2BGNZFWv6iWwWzU6oMvcpFyh1xVz,529251729422,>$10M
4Aei95efmBGXrYwSf7VuVpepFDHakb9oYFdvUhDwGVCs,520739211061,>$10M
5a4Fs9hG4m8x4fwdsxqY4uWBR7ck7hXSPsGuTwDzxgKU,519378558282,>$10M
FUiAsa3YkVHwK91fRNW95nxpA9n1raEn2LjFrLCBRdTJ,517065583666,>$10M
AKZrUMX4zVqdNq9dasawZkJyYBTekMSkrPy1cEVSWjrt,516364031967,>$10M
FkkhP5ubVftUeRrxBDfxJPjXfFNdFb4vnf39PQiz4r3X,511299479766,>$10M
JD5omtNuXhRTh8fMvkowfptNhmvXxLmswFoTjN2p2wog,510425669753,>$10M
BJiJjKhvFo4nLVrRx3wxW5dcQ4UmSQgk82xCGdGTrkir,510219330347,>$10M
5GjUyKYpUk3LjGXkFviPxNLmXcB4vJUdiLcT12b9d613,507492177893,>$10M
6D7UzmnzjQC1aP5qnL3iEv7ne7rHrLvmbQJpHXD2uSNE,501690263812,>$10M
3QQJ6eS2Jz4Vrokk2X3pdSDgPQfbpC2MwmgLLdGKJw9H,498185218869,>$10M
9tXrveLKtt7Exk6Dj6beNhk1prvvUVbzFhypEt4azTU6,497494171144,>$10M
896rXmNx6TP7Zt3rRPMAhLLGiBNCjDJd2hqREUip6huY,496806462140,>$10M
BpbQi8MwaohDzV43jp6yzRZrbyEFgFtNWis5e3MyEcD9,487543541801,>$10M
FhtHjuWi88nhSiPDn9w9qAGTLE2Hs68YeTGHLkZr8Lp4,483912334509,>$10M
EDvT2wHmGRfypb1ESnWVyoiUxCFCAmTTHKAW9H3eWAUu,482740397295,>$10M
9G497oWbygaw8x5XGwLdP4CJ1pnarG7ULnk9x644fajW,481430077437,>$10M
F1tTs38838ter7U91QrGZvULtPAckeuKSb96zLpnimEJ,479642703018,>$10M
6nbekTYcVeM3uykP5Mh11GQjn8wdYj3gzh5Tbu6MQAa,475152319275,>$10M
28aYsA1LfnDUHupCdJ6m3ZQZZCyQiPWs2f7FTRnXWMG1,474744522474,>$10M
2Z9eW3nwa2GZUM1JzXdfBK1MN57RPA2PrhuTREEZ31VY,472226467507,>$10M
F7Ru7NiqXLEPLLoEYKhHhhYxA3vD3xaTPLWrbDx8vgWJ,472133250900,>$10M
8RDnLbzHN6eoLYYzFVPizY5RgvkXcPfG82y91LQtpawA,465931330963,>$10M
4vcGDgungdyror8woPpt1waXAypCaggEpWqTxLyi72Yw,465441032468,>$10M
8R5cy377Kx99HZXzGBQ3Cxg7iwjyczsVcRAfCffgC4HY,458693991489,>$10M
7DRbLkLn76QYqDVYFnEZdvYuVqEVC8Te4pDvWpj2Tu46,457622440228,>$10M
KE3bxjMXyw44YEjFWfV8eFD7TsuTF1wbpc7haSHJBHp,452460514690,>$10M
GeJbXqUQakQHQxpnuqSt1TCSmtii9tFTX4BHiCWZtsEG,452180692264,>$10M
GqSyagn3EbsAB2kMibwpiEuc9G4DdAAVekgxSgiaJjyt,451752553598,>$10M
5D2RcjaqEbhLz4rVvBhTZS55cqbdNKjwJx6xGBDFnPuZ,447906288101,>$10M
9jxXRYiAojmRoRBk4JBCRE44aYHmu1rrKSVjrz9suEra,447896021699,>$10M
DVMnHHwq9SNxj4Bhd8mim1AacXfPemu6WsK8ox7Vexhg,447811774971,>$10M
HcaDg3eSqa2qUVgeGCSZiZzSJijXk3sLcDiGYEPCnsZq,446787741543,>$10M
FQgEVGVyzig9Q99pPNfyvngcu8MeeJWgrYUK7q44c8Zk,444464972771,>$10M
Go7v2h4caEDtVSVybh4TJirBCohGtVF6QbzREAshJXW1,444332909119,>$10M
FWudPoUMwVqXd2FamCXSp3y6Rq9eKrnM16wrZRxAbAf1,443319831268,>$10M
EfixMV4qZLx7DRdQf8xADMLe5bsKzRZfumf2SfAkZusH,441783849774,>$10M
6dycbQwQx6jinTa5BKNajRGEYT87QimSw6fyC3cDsNpc,433857813469,>$10M
3MBW4yucp3x3sVsqc67SBf5HUkGkeNrxiWa2tMPnX8SZ,430989443958,>$10M
2NXzKmk9JmVqfpKCYWxMcZUdSq2ELz547yXyndue3ttS,429023648311,>$10M
J5GywijGUUQuK7U6sdXEsh44TYbk4TkV7nQixc4T35b7,427200493598,>$10M
AsUHpM8vyB2LM4fk5n15BoyjR6s9ZWuv1oppaYnhqjrn,425930628443,>$10M
CiYiPEGVr3n2tuvmffALn5MrTACND6fLisZ1hecaGpkZ,424800521764,>$10M
