signer,volume,volume_category
GikLeZAayGyQ36EdUjGQHkpjsP9FgkupcFJnsKjgzHju,5166,$1000-$10K
HsURdXHr33P6jEmoqgXW9b8h6YWQPbhR3cCUyh29UUyJ,5166,$1000-$10K
4wKGk95p8HJ8YLZQRKyM8WsTRkGnVuwVUeB1viwkBoNJ,5165,$1000-$10K
EcJrNsiW8bw7iXNtxBBAArzrYLsesRAdqVzye6UWPqeL,5165,$1000-$10K
9TPkYxXpZquqiPH9YMGNhEUdkETo8XHGRBczaKJWwPqa,5164,$1000-$10K
CauGNeJAaiPWeqUSTUWpGDUKtd3biBKzLPDHMpp6nHV5,5164,$1000-$10K
2S19GQ7aUouaYkcsQ339MRtz4FPRDfr2x3jWxC7Br33S,5163,$1000-$10K
H8nbW7oxSiAkSvwNnGCWx1n6vgXSrveyftM4guujRZyk,5163,$1000-$10K
KgomCDTsCPeRX3D46YuYGZZwErwkH6gcEHoLmkrVojr,5163,$1000-$10K
F4oywWb87BP2KeQUjWsqHmqeH8NYesvPGgs8wNXF2yNV,5160,$1000-$10K
HyHg3PdoLLyN6yC5uTgYaYswVkPeAeyE95oeZ4VBXido,5160,$1000-$10K
57bzWeDqZQLfMYfypkbnJaM7kzrdYk1VvDYx71Usrjsm,5159,$1000-$10K
7WnzrA8BeVh3EmBwJjVN7fvqDPHqW7UWbTaDGc5Xhtg9,5158,$1000-$10K
J5fR2Y5FvexvkF8PAei2DXqY9cLwZ5Hwv6PSzupL8ETo,5158,$1000-$10K
9U8363q9P6Dqh6L84wGvuvAR9XNU4Uk3gHbMwszfFqyo,5156,$1000-$10K
9zngqzkWzR2QKmgn7y8DCQyvcfg6Y4JD67bBGcEfrptk,5156,$1000-$10K
E1HL5rd6pTmUJoes3A6ktKg7TDmqSQGuW1gi7veGdJ27,5156,$1000-$10K
DQAcz66usgVVesyPXgAWz8LrGHSruUGAinE1zNjKcft5,5155,$1000-$10K
9nFPP4egpPDVvw7E4yprqWwhQJUGnasvCAgD6x6YKGRu,5153,$1000-$10K
FnGy9Ws297Wdjrchuf1mJR2t26WWpa3CPKuEz9LAPJt4,5153,$1000-$10K
J8yUjrMSunALKoXwfxqM11zUXabSnCFXLBLu5c7XJrjm,5153,$1000-$10K
3yncHAX3qiuHByw5zcCfhmPqYL64MbbfUmHQATQD4yD3,5149,$1000-$10K
6UHDJpWs1Uum7LL8vAg8GpP3DieoYxQVq4rdUZk2bunj,5149,$1000-$10K
Byv58K5LLPxdNZ2oFncazKo1mnwvddxE1bmsVCNojpab,5149,$1000-$10K
EvyXewxWnJp26SsTw6sTb6cQfYm3dsbScDYPeQU1UpjF,5149,$1000-$10K
E2pviR9v6GYzRuWRyFaiZogNtStWsW1dtdHVDLjQLGhk,5148,$1000-$10K
p9BNwjQH6BvoEpppDR3ezA4GJCZRwGFyfrAKzCbE4zq,5148,$1000-$10K
2671BjDnJe8Y6e52w9hH5DHqNbx26ZguHsXCqXT829nA,5147,$1000-$10K
5APHVyapkAkyL3gEhQU9A1AZFddXXd4kXrMXVfm3jw56,5147,$1000-$10K
AY7v2GSyruATZsG1BP885KgGh3NRL51yKhXJ5pLTfQdn,5147,$1000-$10K
HQ9X2Qd6a5pW5MyTJ4T35swb6SNNps4paYbsQqYuCPeB,5147,$1000-$10K
8ASx2n7DHJ8oj2X587tLPYJptiZEuCMoBEMCYPqdZWZm,5146,$1000-$10K
FTC8XWFLQvJYPvdL5FmmPczcVERd7SLduobehcgD62SF,5145,$1000-$10K
AuDKMGJ52NQ6SGbuZm1RYTR87QjusDWmCvyjwKLK3WX9,5144,$1000-$10K
AzZG1Y1vDiM6sEpZZwTZQihpqbf5PdWen5G1S4WLaBdP,5144,$1000-$10K
E2KLBceKYngCqJaue7ugULZwz6ZeDRbTg1KAHTKhvctq,5144,$1000-$10K
341GfuSoZDp9R2YNZoqwqhe4JU4975PMHJHypyQ6MQrK,5143,$1000-$10K
CVqEPbT1bwDubwbc3trbpAKiMtBv7pYjXkuq6c9yagRw,5143,$1000-$10K
DmNTtTXYCCVpGxVXzDF6pGkBGBZuG75HpGSTZbfr1WPL,5143,$1000-$10K
2ACqDKGufkVaHEDnbAEXWdYVhunqgtSA2zSMHvKF6HAX,5142,$1000-$10K
2KUeeX3uGqxB4yhL76xndpBvLtwpTUHaFvSxKYH1Tqr1,5142,$1000-$10K
38RCpqkwisAyjcJ9vkwbqYadgdnrTbSk3Ymij3vj4bYz,5142,$1000-$10K
FXkTpFKVjooqMMMGxi1zZahA6SJfkJhh5rwoEQbNki5F,5142,$1000-$10K
5UCiCL4hCsZcTdRpBVfKAkRhbohuwkEXvoeALzWee3j5,5141,$1000-$10K
