signer,volume,volume_category
EWwT7r3rYcDioprUpycLQzYUV9A3JYCTKZZpgAK6eDXg,1018160,$1M-$10M
4N2KJsfSHgqLaMzvk5HofAqpjVbLutpVF4YzJY8RKAdu,1018032,$1M-$10M
C8kVfawCbgbsUEUhWx54rGPgq8kRNH93JBA88EJceaEB,1017993,$1M-$10M
5UkT1PiYHYaHSXY2WrPy2hwxboGroiPg5sKyZqmAYhAP,1017811,$1M-$10M
CpupkwDjchN1J2aGQ3GnAUzMbXU34g2DQ7EjzGqhWMgz,1017790,$1M-$10M
Boipcre4YrQbBUgev8RRqrGA1UMLdn2EMHCyBgU4Zmhj,1017562,$1M-$10M
QcYkiLMryofHdBKVFo35ybuV8e7XQym17BH8TD9WGVt,1017430,$1M-$10M
D18CnqeLE5wz6zBLJqTPHqwgHWPgjJcF4DRu5QFfHcAA,1017139,$1M-$10M
7dq7EnbBnMrAAKLuRfx32gsp7wnf4zrF3bdwwsAM3KMZ,1016835,$1M-$10M
J8xYC8PxW7P9duoL7XreaVsiaJwjRn4BkD5DEPYrauvm,1016744,$1M-$10M
DeNb2z8Ekodck3HFzjYcqmjq4vpchFG7E79weuLYMu1p,1016630,$1M-$10M
2pCskZoLsBQEMLiwgMJi1bREF49M44PtuohZGUwLi2g4,1016419,$1M-$10M
5NqpWcY9d5aADXNN6rpr6YTXiGghZ9s9qecWrrj5Db98,1016144,$1M-$10M
2JNoUyxj4K7ZGLCxfyERnZoLJjFjnvQfm4xwt6EfqQZT,1016127,$1M-$10M
HNU6X5vhWWxEp19jsQe1nxXs1EGnxJs24LqY12QdS2Gz,1016112,$1M-$10M
BjkzS94h3hRoPDvKNSveq1tTBhaxAiKoNYmnEM9stBcY,1016022,$1M-$10M
CkRzpNm4odutuxcUmPheTpoYCD3jW3kqGERkYzgHzN9T,1015992,$1M-$10M
96cgEDngN6JiV5Njn9JHURBq7f3xedZyjEmaxcp23kCY,1015895,$1M-$10M
HQJK1zPcMxHTxzRz1yKf2fyUdNMgc6T6hjo8A8taHJuD,1015665,$1M-$10M
3Xegxf79xipCayswdbuSzpFRcwdUam8CHMAz5VazGNgx,1015641,$1M-$10M
2zCTp9pqE2wfxZEk6hWsXKzgtR8se4BCsf4MPTGtmayv,1015481,$1M-$10M
GJzwc2Wx556QH8Wj2UDpTKzRUarhdLNjjEFKQAAomjoR,1015437,$1M-$10M
CEYR1iQZwunxEZudXjKkx85x9DhJneUo8eKHjCiySrnt,1015265,$1M-$10M
E5gKDJ3PkiaEKd39iaUL6KDHkpcmjQcNWvwBLiuLX85W,1015178,$1M-$10M
EaSvrUznexzGfSQb9j1vbR5cD3mF5i3epZ7Ashm6WiSW,1015128,$1M-$10M
EHg8R5LxpLPfPNaobv7GXwSXk5dTXsmoqFUSMLNM4LW6,1015083,$1M-$10M
5gG8JbVZwxJYgRZyw7aj2rsYxGq1AjztHRaQTNPx8KsN,1014908,$1M-$10M
978ogKSzv3ifhadw4fdWbzuvGWy5kNFazBcZMkuaHihW,1014748,$1M-$10M
9kf12duHR5QYqrQMSLg9wQvKKcZQ434hBGUqdwt8uFbx,1014567,$1M-$10M
47ZkQsMkCbExTTQgwyPi2HctPuiP9nHzg2LPM1APfh78,1013983,$1M-$10M
