signer,volume,swaps,transaction_count,volume_category
E4A5FbWjZPDJDosJnnYV6wjQZPMoGcwEaPBJhbq3JQ4p,0.0029274568699999997,1,5,Other
F5EHh2uZ1QiHStzCmaPsZiygBvgpucznDwwmnYpLjyFa,0.0029274568699999997,1,4,Other
J2hqKbP1pyjz4VF4ToGXxephyjB7viZQELKKopL641Mz,0.0029274568699999997,1,3,Other
7Ry5NNSa88GQ5nVjMDD7yEqSzUM1pWjrBZ5gcTEAAM1p,0.0029274267,1,3,Other
9sejVUaGpnmWr9vT1Ss9DMPtbokqTyDBV5rJukUzQnU6,0.0029272587,1,2,Other
DsGtx3uEoCoTNzH33QZW9AqZ1v57mUaMcdToZJVqdETn,0.0029272362800000003,1,5,Other
4Nz1fo9Q4YE4gCM4tWEu5yApjQZVZeCLN1wGpz9RFiWX,0.0029272017200000005,1,4,Other
G5KP2eFm9bgNZEV7i5cAJN2LwqMWZjRvXXxPe9972Y39,0.0029271836,1,3,Other
DDw7erGXwoahnmzGPre2pd6xJ7FNL96hbiW93QX5ZEmE,0.00292717274,1,4,Other
HZYk9HmwmdBdtaQSADbXubpVmAYBYXSVh75BHWejAii5,0.00292717274,1,2,Other
47NnPP85MJnFTW6JXDiVPbtxpgP5KyxdG12ehFUjiLmD,0.00292715286,1,6,Other
C7iNkaMZUFhe1xsANEG5QNQAtaf6ANRdxv3Rm5wybqdp,0.00292711543,1,5,Other
8cuaimFpjd3oSKQ1xcBBXtb2Fj1x1NGwEMFodSx4pmnD,0.0029271112800000002,2,3,Other
3EN9n3W2W87eAEkby2VuKMDkx3eT5sGwtnznPiv9FgUp,0.00292709502,1,2,Other
5xgj5vvbG17MTzCJRHJcLN1a9zfFkexaboH3ZimSEZMu,0.00292709502,1,5,Other
9CThvs8Bhfps3nCJ8W6MAmGiamNtMxjShsbPAccPJDvM,0.00292709502,1,2,Other
5VPyiLGuF9pUGvD5c56bJ4mfMuVEHMLeLmzbLuKoKZvq,0.002927,2,5,Other
7rnZDdZ257J6CYY93ZtRW2USkTC3SscTUkNfWwm61nmx,0.002927,2,3,Other
8C8wduWb1UGzteBpKZ798Dyh1NfS8ner4gaUZizP9bj7,0.002927,2,4,Other
Fj3k1jzZrCMkL5n2JCarJs4ZipGqmATvD7ZyFuSiGv8v,0.002927,2,5,Other
4p7N3qjjCYyJXJqZETR7ipiuWvFjYN5S8wFPGtRmKsEm,0.0029268943000000003,1,4,Other
AhJA34NUMTwT3U23BdnPnLCmcdcM24ffZuYvjNv6bsFb,0.0029268943000000003,1,2,Other
EdsYRW1ePJFCNWibbSoK3jYXFuqqXv8YgaFYeGpm8TLw,0.0029268943000000003,1,4,Other
6nC4L5PNbLA7NJLY2C9FVgiYgLees6zU5grnntNdgzFJ,0.00292686231,1,3,Other
E75guycVSrLD1LpCEiNdaFe2XH6bogUphU4W4EKHxnE9,0.0029268426,1,3,Other
6n11FjZXjvu96r6uBXcMWFCTpMbTNXPvx4p6WgNfoJca,0.00292679392,1,4,Other
BC1rN4PEVqS611R35VCfDv78eNFySSeEhtwDkVX6tmwk,0.0029267903999999996,1,2,Other
7BWcZdH8zLNXTH5jtm6im3xX3zsid3WkKUF6M2Um7QHi,0.00292678659,1,2,Other
7nEXC2irZDxRagz1rmYCtPanQGj3UWmAk3HVCGpwNfv,0.00292678659,1,4,Other
882ZTUsLEdrFrzTYHtovEemAURmsnUJ7xfJ5ZznG13vG,0.00292678659,1,4,Other
DxEZRD8wp2cpuvXU8kNv934d5gsDaXbC7nREcrh3gVYK,0.00292678659,1,2,Other
BrXg8LNkBACNqxRMmhsK2q7uuztxwXkkvWutdvYqWaDy,0.0029267770399999996,1,2,Other
J6pMWhn5bFZeyqMS5F3mcj1r7eKaiMQuwf8tCpqJVQKv,0.0029267770399999996,1,2,Other
4dwr3N6AvBvym7bnoYqiywzbWzDeXvGoLtC1oXZbHaKd,0.00292676184,1,5,Other
7nMMcR9WkENrBWbMmPmJZPxiwsz2z61s4ghCw7k2r2X8,0.0029267094899999998,1,3,Other
HepE48XLR2G9uzDYvSFz2B1eKk1LoqBnRWaXdMbhqWV4,0.0029267089499999998,1,4,Other
GE6yGqnVeMUrBJfUNSU9yx74S62aDPFeBwLttP3FKZb7,0.002926638,1,2,Other
3PnfjwcFTk49nqdVVQ6AJRe8gM2RzYdVTgD47hzUUK7D,0.00292655342,1,2,Other
CuMmt78TTQJ2QceJNYMZ3UbCeAc1SFrfXkVsMNUBK3ug,0.0029265490799999998,1,2,Other
BTUYjuq9Sg81VfDUpyGfYq6z3VmNoQRUiAZFVAVXNM8z,0.00292652688,1,3,Other
6KBsvhZVftft9T9tCCYDv8qwojZZGyV4TUmiTN2CWLhi,0.00292644496,1,2,Other
7WaAgeCSX51hcUywqkKetKtp65JW1w5irVnEAvaJmgNR,0.0029263872599999997,2,5,Other
7PW4otkDhqEBFVYSYPxJh3MiGyLuC7LJZRqgARWP887s,0.0029263760799999997,1,5,Other
BvyujrdagTT9fpvvoc59LgiPRaewXDquxihmYBjAV2KH,0.0029263760799999997,1,5,Other
CHPVWMqxvFH1ABcmuhHDm8FhS38jeVz5tHyWH8U1tai8,0.0029263760799999997,1,6,Other
F7H3LLDFUt66dhisVmx3LRZUeJ67rhu6SXZXsnyBeyM2,0.0029263760799999997,1,6,Other
7EEscpnDFfPd26gzEbyaQ125tc7Uf2p4uMftxwthBzxo,0.00292629708,2,3,Other
HuNrVhgmDsNLiY9soNjB8EyWye8Y4hoEMcUXGKUnXa97,0.00292629252,3,6,Other
9uzd18Y1nyrbDFrVuqCsnPFB5kBsANqWiU1tiELi7uap,0.0029262618,1,3,Other
3XeFagzRLDiG4fW1JKyFxUo3scFKqssWdmLsyiKLarpQ,0.0029262352800000003,1,2,Other
4k5hvDc4AuxNtCDF1M8SURe1cJQnpvCsAE32oWwWTes6,0.0029261566199999998,1,4,Other
6BAv7KeiAJnyW7kjA5tKg1wSgo1pB41rT4QY3Q36FXx5,0.0029261566199999998,1,4,Other
888H2GpkABYWH18nrjCEirdT2o4vNpBZSuypu6fqfPYm,0.0029261566199999998,1,2,Other
8PYsm4Lc34yJ1g55YE5NS4Vba4EoKKwzmYnkoMZTnaML,0.0029261566199999998,1,3,Other
EcZQhvt1iR2y5EuxdhzygWG2jph25XwRFC9zCbH5hCy7,0.0029261566199999998,1,6,Other
HQFX1gwnoAFT815hqsFmZSaUPUmNA69tThJdZufGH9NX,0.0029261566199999998,1,3,Other
oppeteKhmVNTov7wVqAJXUFsbsQeobJzZsywT5gdgCD,0.0029261566199999998,1,3,Other
7Qf6j1SGZkaVZtEAqePWCPTrnGS9grHyWrhHXHLfwwFm,0.00292615481,1,3,Other
AvnFsHuU11J9tRTTdsBx4udRzdhPpmYL9kbBbyBZFduF,0.00292615481,1,2,Other
Hay3b982yDL5ELAXmBzva8UBcYymGbdaMMDh8Lw3mfWK,0.0029261198699999996,1,2,Other
3N8sVwXVYzak2QnWiYYw28bDDrvVYBc3wFSCZBGtnvJe,0.0029260722,1,3,Other
8qsz1PAHx4LT5f3eFhCnP1Dtx44ixoZnbDmPtyABXvHG,0.00292605711,1,6,Other
4zgRxTD1Bfq952CnZgdn1Z3nMrfZJWbNhVRLqPXvVy9g,0.0029260528200000004,1,3,Other
4Dc28YpkaU1Fybeh8M3W7ew6aSq4mFUohMDBJtLVFJ2L,0.00292600152,1,3,Other
BBUaaR2LY9FH76kmHvAaUweJbx66crWSrTtft8WbLUND,0.00292598075,1,4,Other
GC6SyQkhqnu2n926MA84MFwfbTkkAeQWSskRfyuxmsfC,0.00292598075,1,5,Other
HoUtuPccxmnhYMQ8XEHrM4BUZnt57h8m9GoApDZJ32gJ,0.00292598075,1,3,Other
5nLHj1g7KmaPvdFsCEu1U3Lm8mbn2GJbTsanTGrMUf8a,0.0029259640799999998,1,6,Other
FNJQMYffpDXrW16BXFtPBi8ocWroPSNa2WYG6rkxwPZr,0.00292593225,1,2,Other
CtXdXQToBjuPRQoZ38vLGFoGuhbChuirXRSqHK8k66NU,0.00292592542,1,5,Other
j4Bxp3PeD6fU5xdbNvtw3ijU9W64X9MCax7Y9DmwXj8,0.00292589388,1,3,Other
34JyeaNxxopPzWMdTmb1Jx2AyJGRpqwMRhNixkqzLBHy,0.0029258,2,3,Other
3Qq8fyGrivZPTWRL3cEfSJdqXPL2mvy2UaSwkHGx6gva,0.0029258,2,5,Other
