signer,volume,swaps,transaction_count,volume_category
A8Mj2uFw5bfzVttm2GZgFuFdwkoVvDBQPRTgL48r1ozA,0.0069625,1,13,Other
DS6MvK4EvNwsrFkdsy3KSKVtpDmLYp2ACfUZ9EAwXHRS,0.006962066719999999,3,7,Other
4v6dXv65MDxZNxcYNczoryu4SZ99puUiy8ugpjJM43P8,0.006962000000000001,5,8,Other
59scbuuy4wfBJLQQdhXeLKq14YYzexpoFAimAsHfhp5f,0.006962000000000001,5,8,Other
64SksyXsFY43TnzJ7zLDfuSkfsvhXyRxe3W4ABXXDotv,0.006962000000000001,5,8,Other
7246tDJZFLanrbfs8W4JewA6spciH2cbCE1p2P3Mksfr,0.006962000000000001,5,8,Other
BK9ZZq8sRSu3NgDFhUBhJDzDmUAz8j79gVndw4eBcoZg,0.006962000000000001,5,8,Other
CTNbWKMePQbfxHAmhAuGKsN9NwmJUo4Eo78WaWmQWrwd,0.006962000000000001,5,8,Other
DfRDB9cdDrDWHKRvK3Wxe6WBQcpTzmVYbfpBuHqQ14nD,0.006962000000000001,5,8,Other
E92uaiTCbnE2Ai5K3YJ6wpfU4FxryRVXxcysLJihkkhq,0.006962000000000001,5,7,Other
HKqKgfb6Bpb8xY7k1k7DfR4xDk5QtQkSa6BqK8hhY6e2,0.006962000000000001,5,7,Other
2DX2bXNWuFprt37dAkjapHVGRB9XZcvKDRfaBiYbvAmy,0.006962000000000001,4,7,Other
2vEffS8aHtZVkMDW2Z6MXKV7rJGjv6bd885Lg8AhQwQm,0.0069616,4,7,Other
DpkR8SHE2mteNff7L76jzeFuQtREu67ZLqQtGziM2SY3,0.0069616,4,6,Other
E6epfH52L97Lj1ERdsmYAWRbhbxj2GUQuYtQMYBE9aeZ,0.0069616,4,6,Other
GgVE4k6cxekp84rmqbZQSkBZdG9sPZYsfqbDAc7u6Dga,0.0069616,4,6,Other
SpjxFQi489dSNewDeFzQz2yxrpddHLRUCrA6suMFE4q,0.006961200000000001,4,6,Other
ySbC3RKxh1saE4NQoosNxR19XXVxckKEJPRKJN7edt7,0.006961200000000001,4,6,Other
22SD4KbotbaAZPLPDLayK1ZhVoDQz244WzcUkVamZygV,0.006961,5,8,Other
2vzWiNitzwpjcfS5q8nPiqVfrQqt6aPjSYEuhAhxDwJM,0.006961,5,8,Other
3e8QCizx9xpwtScVYiSfmGXUNCJTmhNwAAzizsqJucqd,0.006961,5,7,Other
5cDXAssxdDvsHXL11v3UDznpYv5rEPmqqJXYugaitafG,0.006961,5,8,Other
5vNq7qRt4rVKb6zaPnVpGDuP2GuYgmdn43ujwk1qyVgZ,0.006961,5,8,Other
6N178JzwHacDgpPMqXy54fy4RkUTT1MeBf1dp4dXBpCP,0.006961,5,8,Other
6Z5sNUfDVTZZQfWKm1WMq448pntxx52xSJxUcsrA1r5i,0.006961,5,7,Other
8acWhEZfx9Jh3bwwTPBUja1uzZz5iuwyUF6ZAiTnfRqV,0.006961,5,8,Other
96PvNxJzDfMDzjBxk425BsA6ZJrZddbTu59gGcoffBAh,0.006961,5,8,Other
9L7iNJ5XYPQihpATC6hYH6h7Y3ttLeNczEdUSNMotWNd,0.006961,5,8,Other
AKEBqMWKCH3KvxWwnCL6h5WSEPqt6zH6MHzEBJY5gjCo,0.006961,5,8,Other
AMFSAy3jmf7MsaRH56MXZ5GcSiNzi3CZQf8o1rKaT6Zi,0.006961,5,8,Other
B6bNx9otB84RrJupNG8ufYwzE7852fu51TiMynvHjct8,0.006961,5,7,Other
BSNhnPFmyW1VRGCidv7yr9YxW6XKpEdk38iUysRZXQdt,0.006961,5,8,Other
BVwRXUiGgfgALoy6GGyDFKoEuXscdfJy8RAqBnQM2QN5,0.006961,5,8,Other
BWFuixSyystYu4D9DBsqfGbeyac2uscxCPLpn4L4dPdQ,0.006961,5,8,Other
BzRwEpuRNMaY9pJrsp2khkRPLy9FCG5HTkHMMPePz2TL,0.006961,5,8,Other
CYWFArjYwFAMrzHZBosAjUzXUYhj7iahL43E8Jf1VRa5,0.006961,5,8,Other
CbD9xCyxef9hC8AY4LayPRZWQhaoVjtKgSg3EyTzEhjP,0.006961,5,8,Other
DunRwcdTCAGj7gAnGtC11wrawnso1DbM5r9VgLtBwYh2,0.006961,5,7,Other
Dx9Zrutdd2YbDgbffx7qj1cvqPXWXAyFLR1HigK58Ji9,0.006961,5,8,Other
EQ71CMfYY8z6FJG2YGDsiF2hmURjhUNhb8w8ctBxrTv4,0.006961,5,8,Other
EiKjC3Pi7SpPkort7DQQxkeYgjSFqiwbhHmTrBn5L2YF,0.006961,5,8,Other
FiB8mue9qBDAvk4wCiTowbraLxmzS99esHEufTr4g6hK,0.006961,5,8,Other
FqgJn81BDVYjJqUXB5ipLGaFjWsH5FVSEby8ctrtLbyy,0.006961,5,8,Other
GsjAGY1aEguUuz9nGAviYqpfeMjtzWRKi48dXJWwszRv,0.006961,5,8,Other
HJUkWHVSAgBVuYbdMxaZg1GAvoum7Yoae9xX6Lk1NNnC,0.006961,5,8,Other
HURHdDPaHv3fWaCULKGsD23DwVUUXcoKH7XuNxnkRLMB,0.006961,5,8,Other
HVmnhPzUAWLu2iVasTUhRz1NNLAzq3e7c9mSnwiJjkFp,0.006961,5,8,Other
Tak3svyJRVcs7VJFtxwAFpHFF7KkUnWh9BQGhqZwBoZ,0.006961,5,7,Other
DLt1pzkM4j48qzQRdybjqzj9yHRaYUbpPvTeay8T6EjJ,0.006961,1,3,Other
BJUUYSRGMQ5WAQvymUyBkYZWKBoMLm4HRjFiyidupNLV,0.006960800000000001,5,7,Other
42WysbT6dpFh16rmHyfWBU9qMUxV8NpFjkaxq5r7RJQ3,0.006960800000000001,4,6,Other
9WUHEEwR2kesjcEV72L2dGSJYkstX6ozA4ziroJECJXX,0.006960800000000001,4,6,Other
HR5McwPGhYmZwbU5agfcam832XpWKNN2k1ENpJWRSeuu,0.006960800000000001,4,6,Other
8XaMaaY34vJSXW4LkuvrM35pp3ArDZ5qBkSb24sviriF,0.0069604,5,7,Other
H51U8gvfPbh2KyqBiUw687nq6YFXHSFjPU3qPPS4BbS8,0.0069604,5,7,Other
d5uuQMB83haDrBBHKwymtzWbFwsCVT1RQzuY5E5u7xx,0.0069604,5,7,Other
5MDmBvm2s2Ei4R8MC8duHHK6oCBokXTSpUiwmeeg3EqK,0.0069604,4,7,Other
66CJ9M4rHa6AFdS4j5y9jxrWcxLXps82HC1GB8fmvP9h,0.0069604,4,6,Other
9KX54xmvbxPudtPSC9KCeEkrEdPezwEfmpEvokKCQYcV,0.0069604,4,6,Other
9uKKT1d42yxtLEN8tbRaxa7GxiGVnAtzr4H9a3jW1y9n,0.0069604,4,6,Other
AFbCwykcAfS1S9dSYgErcyt8W3nuCkEZrhtdCqSYZ8f,0.0069604,4,7,Other
BxrSsdGCLjhxM49sS9Pc1wohKCPyYhomh25z77asWyE7,0.0069604,4,7,Other
FN6rEHNXW152ky1JbNUGFx1TqNoBUNs3CkEiJEV3QL3f,0.0069604,4,7,Other
