signer,volume,swaps,transaction_count,volume_category
5J7xymmHw6aUT2j1JENuHdMCFSUwDg1Unq7GNyrgG452,5.298674550416,1,110,Other
J7bcnJqwUELRM73HNBy8pKPkELESZr3F4qJcVWxHSWP4,5.29865,1,9,Other
7VnMyVeZYsGPJLC7NqAXuU3xgnor9ZsgVCN9RgGGTe5k,5.29855564975,1,7,Other
4mDWZY4dC5cZ5WBqkKrGHWP7ZfLwJWZwqJ5PXkGwPSi6,5.2985457261699995,8,29,Other
AyM5Bp3bpV47wU3qacDq5brJUTJ5KgFDwUeuZmvdsBBy,5.2985280608816,2,6,Other
98s7uE6zCNzyxPqnUo27QJdKiNdLcTobm83P9pRDuYyu,5.298365054563,1,13,Other
cjLPNxSSavAhwYurSzToH3CUffFroiF7nvReuLvSrvB,5.2983400000000005,1,6,Other
5prKmNZ4JhcWATFg71mi2L63TrnHfJBvypjhKn4AzHsf,5.298010579934,1,6,Other
Fm3Jht8rrjiMYgdcG2nKPgWhr5avb1bYN5FjVTf78HPo,5.297926139990001,7,24,Other
6R4jUw8Vfs6ybSZZrL59E4tT7eLEgycFuFifDGDqYz3n,5.297924382518,1,11,Other
8FdFMN2rrCt4QFPoqM749SzobQvYvgNUqn5JZweahQwT,5.2978,3,7,Other
7Q3SruNunCHxdmkQ5TuwsrGYvmsz5JKBCYN7C6fUQ69Y,5.297700000000001,6,17,Other
2VhGt1Xv5Gn3E5hx4JBoL77gFbHUZdQmJKQUrsJmFc4J,5.297696585160001,3,33,Other
EhPUt6VirdkxZiummm1gF3hdPGGdDssN4TGDMwCw9Awv,5.297693606000001,214,448,Other
8XqRFAqagpPf9L8NdVMvxYYNrKKeZBGggDt2svfFuyFB,5.2976521,1,5,Other
2DkqKR71zsStoDLH4i7HvdShWY61QiL31umbwJo1McLW,5.2975859509911,1,9,Other
ASEibhK99sdhNZPRv9pj7jkueLt1HfzYxU9P56BjQ1Gw,5.29748,10,19,Other
H5R5daTA8MQ8ZKLmGYKThAXHtbCWMwUDP2mikaJZgQ5A,5.2974642721950005,1,1045,Other
E4ZG8ZNRfvbR9SfuX8fM93sSM9S4bq6CKVo6zzWLfWsq,5.297463595703112,1,5,Other
Hju4s9JH4T29WkHPNEmocDrmYkq8duMbV9VeDbDPEm5X,5.29738475148,2,5,Other
4Z6Xgicpuqz9S9CjUPUg2toZdEKNtpDXerJoiZvMBE1J,5.297305144800999,2,23,Other
CRPtQUkYbYCtQyLk851xvrvqHNfJSKsy8k2mjX6UMCpk,5.297283605437922,1,21,Other
2SRXAhant9vcunLcEEFUZJ2zcGZMexa2B2oGowi58W7r,5.2972,1,1,Other
HH6v7L1WYfPP3sAhTsnSRVGS4wqtfLeQNPgRNycqn3ng,5.29713847026,2,5,Other
9MqUp9xFpp2XHxq85NsurLdiwFeWUYEQtGGzeSUQfqVB,5.2970999999999995,2,11,Other
7u35mnraYQdSWqWWSLxFm9nCi9bMyWxP9Cdk62t7TLSy,5.29697347968,2,8,Other
