signer,volume,swaps,transaction_count,volume_category
AFxogZMqxo9wcCdabNk8Xn7cR5X3rnUE4ZUoBsNeVSqZ,585.3138401659838,78,193,Other
3ggHskz4LVE6inJ9PX1nWhKjLm2TmEZLxjiNvb8YrUp3,585.31027379618,11,90,Other
8TPuuXhkYxvrK7i7biGaXanKGB2C1eh1L5mMhRBhE8jc,585.2983495309759,4,31,Other
4X1skLSAVrg2zZcrXiHc9G9YUdqnaUffqayz4PPAzuUV,585.2934482394801,1,2,Other
4D9mcprPnqjN829gCDCVuZJVthSgWcwZj5CmzVFXpYiZ,585.2923143523378,29,74,Other
GxHrD2PTuRtva8kGuJ4vUgmcUnmi4SeRZNfiRRXzka1J,585.2887372426399,14,41,Other
4tivcYiJSNXfdAJcJVxBEDeHFN1986LDXMRq2XPqGqkS,585.279045,1,61,Other
EQtnbBACjPmczannXHc82Ff7ohRy61cwK1DJyfMCBY4Y,585.27835634326,8,26,Other
9HcQvdtizj5yhGJAU2ejn6z3zL5dcJLRz4qe925ad8Z7,585.2770869639186,8,16,Other
8BMsNd5FDHRQGbEQKdg9ivNh6GL5qVEyFb8cw1HsgjLS,585.2768119814281,17,176,Other
2EYJPqVa8LC27dZJN6PwM5nBuuZ8ZX3vkEoSHcskpxcN,585.2618763959958,27,60,Other
AD5NGs4scpM6UwVSCqWQmmhfHRWxGQsTicYN3ESjfR5P,585.25524796257,10,30,Other
7i365edEmqLxcvNr9RPk7JrZKoXRFErqeGk2y9AnMG2x,585.253893655094,5,12,Other
5mC27PzTFEdrt26oMXKBxro42VvqxUZZg1RESrSQx6Px,585.249,14,404,Other
81KWgzCvdD1uz9gqv1Fd265y21bx4FVZJq3QArCnHZLC,585.245,6,13,Other
GV8BAtdZC9m7LM7temZPePZaxRXiLE9584VfZL8sifQ8,585.2417896174751,14,39,Other
GUkAM4zWi7gk8QTc1cf2456zRh6Ar5xJQqE7ogCqwKUD,585.2272047711249,22,56,Other
H9w12CEtcvW7v5HeTFJ96pBUKHBL45njbjkvMKb3sjtB,585.225904030123,21,145,Other
9mywPf3ke4Ysuo9HcZqiXhfWdVADcQbAE4bNW4BE3yfz,585.2211054335847,72,248,Other
2p3i9M2AGsdvvCFsxkjGXFUndApN5AYJMPMgB7cJ8eWo,585.19778235234,5,111629,Other
5xs4fDCFBLJKC8Ri5hBBGEsPYMSjx1XQXUa2ZBj4PZRq,585.1800000000001,3,14,Other
79JeETuL7y3m1ifLiBYQ8sEVci6dCFT8gyuhmk4eZkNf,585.1552147010202,12,23,Other
BgwbBQ8GQfFmBwyY5jVkpMcdQcVYLmBNtEmaYX7xiBaL,585.1536206244059,13,142,Other
DRHZvgpsBkag4U3omBiy6qUkUAW1D8SVPHyjXQ36J5Vx,585.1419999999999,10,24,Other
2SV39UzFQSp9ftS8kDqVjwFXGq1quJheejjhL3NHx4V2,585.1406098468709,5,17,Other
5D6gpcHrWbuw7SQoQ4ExTrn56CKrw6SLiYKR518Azto4,585.1291989075719,343,594,Other
BEpFtViHCJtrXMfeX9AKLoqjnj4tWiR2kWD6Ti6FZKLg,585.12848443133,5,26,Other
DaxNoP87C6syuCVaX3CiGWD2abE4j6LR87AENXwvGcKB,585.123366376902,5,9,Other
GudaSZMnJSkc6HYHbzovYaKfUqxGtkY1mDwDYLscHRD4,585.12155415405,15,33,Other
AMv7zUzNcAduopLVoxJr19GKwzyY7gCSjnsMsbvuCJo8,585.0986863155288,7,11,Other
58z7oFfBUCmnyXYbNcmV8SXr1u53KFqCWoMWo5ZG9jCS,585.0741849187241,2,7,Other
FzuBbrLoixhUNzdf1TxiLJrdxu8qWd4UKWZ5dPuguZTk,585.0640494901044,2,26,Other
FdAzyweN6ehHXhStTtQq4iD53pNmeDP55mZ5ZtaRmUjz,585.0563171791828,8,48,Other
2ZwjPJTYyU9Vrw1dxYJZ2xxaSSJJksoCPdKYZxXWHwZs,585.0556154494479,2,12,Other
9mMRKU2QziTQpZMzBy23AEhTiFnNyJChaY37HJawun1X,585.04771767215,10,16,Other
7UD4wRWc5ZsCdXMazCUAgozC3aC4GNHMnhmVj244sVNd,585.03682949823,7,13,Other
Gsxd62TeHGtrz63HNbH9s3ZbYx6NntxGRkycXjxuP8Tz,585.032342527212,1,763,Other
BzJyfD3f8EQ1oGDA6XXaNteF3RvUzLHkcA2pqcUWqkjW,585.0319213418214,23,38,Other
5Qwz1Pzgv5N5KVZqxXMW2ym1vtvrRshuKp8FYqoSrJZ1,585.0318647518988,348,916,Other
7LG4PoG3wzRagSLgfomAwKnT6dbANSC4vQ66SihcXnjS,585.02881755,3,12,Other
H2X8ArGYzd89H4K3PAHXCYHKKnotYsFFN86p4V3JosdD,585.024270024573,34,98,Other
EmX4txWGN8QzjFFZ5hY3GjJ8wuqdhkuiriqFk3V2PRpS,585.0234748916321,5,30,Other
2dkZ5qgJ1krUWH2ieMC6MWuRMwxVQCt7WKDn1yZ3f5Fq,585.0140642742318,15,354,Other
G7eBWTT9BE6TwX56JDdDmhPstrESdTX1oAhanKWnbAGy,585.0130901656725,36,2106,Other
RyMZZkN3W9EcRUaxQnucgbM9EBQzWZND9jJsxtPcAmD,585,4,18,Other
EEabbptJhHHKYgrfbBLwcUrLQmGpcWPCNvZaVvjeRUEm,584.9825135413599,1,25,Other
Ha7QZDpiU2a41yBiVgCwJgVYdpW9mbD23F4DVpVnUwRR,584.9823505087434,30,54,Other
4kWcoWN5ebwAmCLond3RbtwAADvK2KyKDuUBFqqUs5s7,584.9696907274522,10,52,Other
BQU7sQsHtbTYk1gcbrBsZac4HzoYTu3GXPfexqfGrzex,584.9649096087401,1,4,Other
ArRg2zdUKmj8Ly4b17NU1yZoBo9LrAVd6eEWV3bkUodZ,584.95077492306,3,8,Other
2rHBRwr1jZnHSMDJwqss9CWgY8d8RTzgyV1KcfduuRM5,584.9453016542041,9,70,Other
FaTnJqYCQPAazV7rzgSAk3RMKUjF547rpvnpT4rrQ13Q,584.9265104493251,35,76,Other
58rjXB98PueXqXXTz8p9xk8VMVuCqYeSzVdnRc9C56JK,584.9229,3,8,Other
6LN1EYippA2mCY5MKeZ8Km3XhdEcoz8zpcLuo4JjQKY3,584.914079994507,2,6,Other
ENwb8zCb9H4Dii9MD66obMtWtJrfwZYKdBDeU4kwyYFj,584.8918670697034,117,193,Other
AtpGL9eNWQRwfJQLhNsRegHVuicyNELMeYuZQVE7fUKB,584.8810205065289,19,72,Other
GYb17yUcXWUv2vMAqwfAYN9KVVHv6Vya3psWUoy4vZRv,584.87264842473,19,36,Other
6ufzto4fqaxxQMmZGzhnAERGg5A2CccmZ69p6qrzeUUc,584.869228935772,14,39,Other
6zuLfLgYWSafnF6SxqiRq2ctBJq2JrFvPDN9Xg425ALi,584.85258585606,4,10,Other
BBzfUFVL2qRZVqJDHpgJiUsuZNQD4R3x3XqMHvyLbPCV,584.8509372861996,41,122,Other
66CC54JHDcRQotHQ1cxJ8BnMhFm97dvE87oEdhnQ6MLR,584.85,1,6,Other
CgzG4FenUoDB7Pch2MCKY9dtauz6dnuXeHWrBALy9ivE,584.840805315675,8,16,Other
7XTXnBbgQ5kUas2eMJqebpWcnVwXT6RZ8n1vSyJgL8xm,584.84,1,64,Other
HkETs3Dd5PeJRKeHyMjqDGhP9UtqUCfPtqmwkyRYhcRJ,584.83812324723,6,11,Other
AcqQezifZhHJcDDNiyfFHUEL89z7K6TDazsiLzNY1fZf,584.835401045586,4,8,Other
DNFnpXp57hQfxszBF5PbH2QmTVmWvgbMDpRVo59wmgZ7,584.82776223795,3,10,Other
2Xhr2mm2oaZzinduRpmBUs8nKpfSDeyFimS5Ezaqg1io,584.8170580390561,7,14,Other
GGWBvMdYuZFxsJGFnk82LaZyLLJj8inUtzdj9gq3UUCg,584.81669616152,1,2,Other
31qWqxFecV3iXQKQ5xZgRGKzLJGppPwzp9giiHx6YRbD,584.8139281863291,25,13043,Other
6d4pSWk5NKazFn62AcmrSZbrXFttHGBBtQzbhWJCTF3K,584.798432768384,2,16,Other
C48t24SHXfK3CPaRh93ipoe2QFR563mBJ4PUK2uUFYZr,584.7959967399099,8,15,Other
55A98gyAnVhKturhs4f8RLjwJcPrqUs5VEUL3Rs5VpRm,584.7915604028301,6,21,Other
9HFXRXWmSZAKu9FcthGth89TrPYvi69a92Myn5RdW5Cb,584.789403028562,14,27,Other
GrcPjsMxVYaCriH66kQDatHGiQt4KoSM5gECPm6WppjW,584.7839240044367,55,105,Other
Ge5jdkSv9CHztyfvvPiMzioA1xQotZNdH63CvYY3ji3C,584.7815424435775,40,76,Other
6KradPE8LWoL3aUN4cLnmT7m2Lb74u2eVwMTZysQT7GV,584.7801158646799,5,30,Other
9jEqExzJniDRwaZhHTBdiMQWu7RNXEuhE3U5wM9HGrYY,584.778174695685,9,72,Other
4KaEgRXkPcDeu4DKYLsXfc3QNaHqNF1KmjY3ZHYQBRWg,584.766,1,3,Other
FVEarQouAgVrP2c18VGLeXacajAyGuDXaVmRZPTX9XkN,584.7617228250721,7,15,Other
4sEHfhoyT3TiqVRrCJvR45N8LQ7fdgpAfhC3gBxyYquL,584.7596880594999,2,4,Other
6N3suSuqhZ1R6rayNK2tqVKmKKqgB9BmopBjmvqUjhv5,584.758867335555,23,36,Other
Gnm2MeSJ6N4HLa66x6oVrBpTy3o82TzrcBVEKLJquuXs,584.748875940974,81,162,Other
FNhWuBfBmacXXVgzcYgRxDMcuBBUAvuDi8y29Me99DAi,584.745387036312,4,22,Other
4LLDxnQ3qZbGLUfRVPwZcLPQPvUFThwFowEV2VZzAEnA,584.7412273914779,14,45,Other
D65h4oD6S2wrmATcCeMWFRJsHhTBWgaou5Q6xXMxXUHz,584.73725876327,26,44,Other
7nGMgomFqg5fQQ6S5VKGYMW5BxqcSadi9gjgfi33Bc7g,584.7372021592801,3,5,Other
3uh6gEK3Kmu1myXBnMLsotgbNKotTQ3Dy9o18semRukY,584.733144828464,1,15,Other
57sRPh6PQEn4iR7XJsfmv4eCBuL1iNvPzPcy4XC1hg8r,584.7256278342036,83,187,Other
9bLyxy6R3pbA9wEaKYAzGNFKvPHaQWWU8eQMHzv7H8pt,584.72236432,3,3,Other
Cpyrmph3eaVGK35daBACy3wiaxo73NvZcejYvX2zn8aT,584.7184383596771,18,73,Other
3L7Kf982wYz8kbokbyYA8dFrRjvALuuEUc1BqCHCkX75,584.7153304400521,2,17,Other
2EycQfjN2X6mxpUXag3mhq6RT3cKARJXK3KqB7QrcpXB,584.7101829659777,11,17,Other
EFKQY32BUYMKQZnbaN6ZpREBfporxgLfqmfzgNDh2ujf,584.6935247035125,9,17,Other
HUD1Wdypw6d2YnB4hVhxaqHJpZ3Qm5LugNNu1vHukWJq,584.6902429024731,4,14,Other
4s8td2FnE4ynX5LFRZbLAUEMzAKGCAjqMhNg6oZU7JZu,584.6860007164499,10,87149,Other
2F2xS4VmyjJaxsSq9k99w4kcaeUyCGB5RGiWYFRSz52N,584.68153580944,2,4,Other
8V8Yw67TfLW5hK2JXvhCpBpHRz7a2YR7izXkUBkWpdCw,584.6811729756384,15,28,Other
H3rvuzSVuq44zyZwNhAVLFvUeg889UW6W9xC57vZQH4p,584.667156223768,14,53,Other
8tWp9iwNELm49vrBJKWFH53cZe6VPA8aQxyikQCJvTRT,584.66292053502,8,150,Other
ESPaCad4uFCZJa2n5LFuHpxGfjK9NJi8pq1xr7i3xw3Q,584.66174334624,6,13,Other
HYD7xgo2GPkPMNXXX2Mb5K64Dzvk6PHAdkoV6eaKozwG,584.65932811124,29,43,Other
EzZ5UqiBsyEiJLm1N8pn6FD8VmnkJeYUxpxsqGDNgybq,584.6275553482267,4,15,Other
HFcXTipLN5ji1usxga8zgvpouy4rU6aZJYj464rhu5ko,584.6219204464096,39,72,Other
7eyQoNyh1MFnuvDoke75uVWAyj1X5yNi2x3p7F8mfrt9,584.6124855895446,24,57,Other
FWbiRb1QdpkeyNUgRb6qNmTDQ5KufyYVyMapAaQoPWv8,584.6122234737276,14,53,Other
F3JhekcBDNGugNdSGSEQz74zy9XNCg9YNCdFMRkuf54b,584.6022513564,5,48,Other
7bdFJmE63CuvSsCQontkoSk6hW4nGJYQZKVk9EbQpgri,584.602165175007,7,15,Other
BcDRWDR3fskpJmuqmM7dhLEAZeCK6cgtBtfWtzg6Pf2w,584.5965027396,14,115,Other
Fbq4kV7jCakmh5RrMFNqXULKqmWHQU3TpdDeqkHV6Gvh,584.5950155354869,166,373,Other
GznAcdoYvBPpv6kJ5dnhiUw8T9R1fSwUg3HGekDDBbQ,584.5936684824719,6,18,Other
8pmcYHeX1WvQUckBynVfA1NxNkPh38EMUsxUSwwpeb55,584.591146570616,8,34,Other
F2qJ11SYnxwULqxjSbtmDJzgPgCD9xUGN5nQYsrPhL76,584.5886206176585,21,61,Other
tn67AYGw4jGwTmTF2BjFDypkei21urxaeJmd3BuWU6g,584.580320523,6,10,Other
BPW3RwQZtHNmQzXRfZrwH1puZYuzbmtXb6iLKgkyK87M,584.57802768,2,9,Other
CbSomXSJBGKAbX3LK6sEao7D345mqRvrhdXXxX8RpKy8,584.5749,2,6,Other
GRWFZ5wb5joYXf7mtNsMuuaAPp1ybFbrjbDKiRJTp9KW,584.5740275272776,3,6,Other
AwoVT7ahmeF3h89ri4XmwSE1khYXhSnUNiqo4GPKN2GU,584.5706149681794,8,33,Other
5a2WnuPaMykPHmEbGnDJ4RcB6qZYmJXuQygbdm6hbncq,584.5701312440681,2,20,Other
Br6iW8spHi78wrhnbemqHbzMwieXmwithNpJLhVf2yVQ,584.5662146161778,18,101,Other
5rGSEqyfc24wZ9fS14tj65LbfGGUxafAvz3368dutpeL,584.56,2,8,Other
G8PnSYfWE8uM82Wsdfs8b1GR3zRxoxzuJ5cxgJEormFS,584.56,2,136,Other
96ewY9dCcioDDQhHieLX68cVgqgHwj7cFPeU1faUdqMn,584.54964097406,6,21,Other
GD9E9Ecvcc8eM4FhpprgK216bBJoDm5rJ7ETkV7JLygC,584.546741521685,2,18,Other
4Rqk2TfgV6jhGvt7PUDV6H7TGE6jPnD6XSM2dJiAbKfU,584.538802065021,22,152,Other
EcSg5FYMfnqbqKipXxuACKZxU8ZAdNnWP6i6wzJemVsE,584.5376376809199,3,9,Other
4EGk4aeoCvSy52UTPQwL1pVgst9hTLEbs4qfy2JVLaF6,584.5057614467107,22,43,Other
E1j8RpqKSJFBzmsJ31uYDyUPyMmbsoKHcH9cezv9TMpo,584.5026113566979,3,12,Other
2u46UBWiyuKcQDUBySY1wemyQ7DwJSUWERpNrCzFwnHR,584.497,5,11,Other
E3Lzt7pXPEhHkWKTyWGswL1NVrb9e8SYuFtFFYazAPHW,584.4798021608023,29,53,Other
9S7993rDX4sXksZ6HmBXdegEojboCqG77Nf2ZfVpk5ZL,584.466296092589,3,4,Other
Bu71AwpQvGBMvEKgrbHuJKNSVxfKmTi2b8CK5cXJiVZ5,584.4428465147475,25,60,Other
R6Fa8zF8q3ZuyUY5yWy3z4eQi1BWAvHnW45vSXyvase,584.4314,4,8,Other
FMA6RDFurVGnpHd6uueGJbPoK4u6HwZqDVnZ1mobJAi3,584.4252191954279,196,315,Other
AHKtg2MBtWtfatvceqVoBaJM8DPThDifBh4jDbJRHfzQ,584.424053064002,1,7,Other
HyA7WxbUbQLT736N8xU1jSHWMTmKqpAFhMXQqPfvbgkF,584.4224999999999,1,6,Other
36nFkMMYrCiKbtUQiYm6J28Q6yJckcDBRVV4CFD1PRKL,584.413869320467,22,39,Other
7BNXLvP5z1SXTqLjQqDYnnaUsMzXR682PdL29UN4Re6s,584.4129975691261,9,20,Other
DDuh2Cq1oALpSkBKiLBDJDcAVhEMyyh3BBsn1X4HS5se,584.409331903296,11,50,Other
61nUoq2sW186iJA2u1yKRfMYaJ1mBTHFSTzrQmVvqzuR,584.4056151255445,7,14,Other
FqNv4z3by8KvqCKXDVKVq5mAFuLZg8qRPNxbdrEyBN2D,584.4037423470301,35,50,Other
9ZL82xhb8hsS6mH1BV1mStAMw95EcSoNZews6LmCwTGN,584.3837066468276,81,147,Other
FeGaZJg9XvmVvHQswz8sHHJ7wXx4oMW1WYp7nSCrR4cZ,584.3817321296771,8,23,Other
2Yz3GkJdH6WxoAsFNT1bvAkiA3X5cVdPAq2vPkJ3MzUa,584.38,5,21,Other
BLdLQkQmBtvtYzyuDWcsPTWtreN1nSa9zUAbQXg8fmNF,584.377969821867,2,9,Other
3oAJcmu3areW4TQUVxLmtcki4J8e5Ymo4vuTS9ZUn4uv,584.365893081328,21,42,Other
4LQGzWV1LpC4zCLVS5vGHShPaeRssV4HNQzbyqD7W7F5,584.3589999999999,19,164,Other
FsuS8eE7SzdZWNd7Z4qm1BpR5yV6cz71Ee1DaX35BC1F,584.3299799335489,45,83,Other
5T7TRZYk8XqYBJBEvicti1DYVWjtBKLPQae6P3zqFwhf,584.3204319338465,9,23,Other
2476Y5KGiPfso7BR7k5KBUYELoRu3PWrfkdV8kKXsaky,584.3188188652498,45,110,Other
DNUtUJ487mZY7F35RtjTh91Ws5sDvY6Uf6KYX6J2R8y9,584.307,1,69,Other
42rmGNFTP9jrCjXiz6gkEuWWGRSquutzCVzwMMTetd1F,584.2984510527982,20,33,Other
DctBscLijZXW7mC1QUzBUdBzDmWBMGi2EXfGzmanBRkg,584.2972434441222,10,156,Other
HTxCprwCErv68CC5SASJuEmAjmL1Q2vvv7K3R8eRFYNo,584.2920914084528,50,170,Other
Dpw2Arr5r67BaGMgg2LkfjcmiJiQD46azoMmFbercvau,584.285059218135,2,14826,Other
4yXE7T27abHRK1Zr3QadvYDKfvP3Zywcy5rKHFc8qV6D,584.281612752,9,25,Other
EzTvu6i8zHRHmhJqX8XK6Sf85wFBXKaBhQf9os4kaZSR,584.275683788347,2,29,Other
Bj9TPAptvnnNNuLtZ3kLSf9kkS336WcFDczyeW4ofHS7,584.2755915494889,56,659,Other
CmT3Si48wRUQMSUEw6pR74QJ4eT6vVeWgpgJaXRwmWhK,584.2709649728619,3,7,Other
EvoL8wwkULut7vWduDNDtNpebgCt1Cp5wA63AW6cmq2C,584.2650061351004,2,100,Other
DDgNZ5okM6Dsyb6MBMts4tebzvfZYYW9KviMrR5nBJRj,584.2592907681801,28,51,Other
DnfZFMgg1542GwXbQevdL4a67v3dGH4FeW31F5A1bBPM,584.2480904,13,33,Other
HENpBRp7ZyeFCxZa3tCtMQSvtTDi1SjRFUFpTdKzrDU3,584.2419139123599,1,21,Other
AVkLd43E8mpQBDkht9nwvUmR9fLqyzaQhXK34YB211sj,584.2200000000001,2,6,Other
FciW6ZDudCraxUNcm5423UyqALeuFXX8Hy1PmrmSAWCH,584.2171330679421,6,29,Other
CZkAxr5UkNYkcZ72QQJGHbEf58qARW2ZZdSP3Kg531r4,584.2081850118329,11,79,Other
7anm25qvhhUPUSM9jnPcfZJfDFdNUnHqvfztFBFf3wmm,584.1850832873,4,33,Other
DGSuHdPn33U3P1XTKcCRU2ca4coeRVDPCVZsuw7fBRX,584.183627633637,6,14,Other
7zeTn2NhUyR5RPhFrbPbjrKv53cvvZTZMr1KPDwSuEmd,584.161080666099,16,35,Other
DBsWvJj821MRzzyJvmwercSWguP38uepUd3ea6oqRP6D,584.1607761818599,25,40,Other
ApwLAcDUehsLdnGVKHKx6RTkhw97RKvQWwQh6Qn4Pqc2,584.15047465238,2,10,Other
95ESr7La6zX6QAbWWF3PabgL4772LXLjKSe8CcVFSibD,584.1256955538598,33,63,Other
E7b6rPufwUK7DWy7iZm2LptpfXGBKTTqAyBxb8dUUbbA,584.1207333289219,46,72,Other
61M7dg7Vm12FDKvbCaEvk9DeVnJ8cEJtz9u91Ys12QmK,584.1091615588559,12,22,Other
