signer,volume,swaps,volume_category
Ami1oFn2eHXwiaiUmcW8u1cied9Gc7JXXhvejQwCRqDF,40.743896025982,6,Other
7XAcm9UWycYBCD729jHMAtKQTLqfWuKuHeCxYfbpKJ46,40.74387889947221,15,Other
HfJDfwfeP3rCtL3jRtcw8vxaZwYdNTfJg4C24KLCdoG3,40.743817461438,1,Other
BQXcfQBWZMpkaAXXdwq6BhtSV7Jr2uBqbMnNbebwGyyv,40.743811218882996,2,Other
CyB1VHoM4hAs1sa6nJg2akyvx6heV1QyCme5ozMu9xYD,40.743709793281,4,Other
9TQud1byBJFWFj9bnB5NREyrqZys77oiRb52gHaaT2y1,40.743660379999994,1,Other
BE9iBkAeZqCTCFpg32YDFzEMx2AJtNSRgf4t8cfaNU6b,40.74358672876,3,Other
2m5nJetqMbFfpgmkoGGdo1aNyK5jBUVSrtayC5ZFiSsk,40.74336977621323,5,Other
YnB6seTVKfkwEM5Q3mkRedybd7EoJDm1UbArFk4ChdW,40.74323515934,2,Other
9Ew7RzHdkvhSRJCLtZWmUEB39FryoqM1tkxAgEBu83t,40.7432,13,Other
3eTvZRMdzuP1dk8ZXQRDTcNUzcE8gWiPbwQsnS4wVv3V,40.743086015475996,1,Other
A6gwGwHx3BvcrPoBCdvCU1TSq25Js74A7Q2VnGaWUeVm,40.743,1,Other
3LzNSD1PvP4W25Gx1TxXYVxSb6LvtZzC5JRSCyhmHcfz,40.74298202196,1,Other
F5c3edNpq4GrMp8Yp3DCiNrKy2fMd5tDhmF2qMKRjZBU,40.74294979611001,7,Other
9Jt8XpXvG8X3zYDSHvFW4hVjP3SqzMjy43tLLYS7XwcR,40.742943337455,1,Other
dX3rZ7QxSDFGTxQFRtTVruCQrfUvoUTaJMFBNw4fRrn,40.7428583944,1,Other
Rhrmo6qtWuUGxKSJ6e4ooiTFMT2P67eJEr1fwevR2Fj,40.7428471952923,3,Other
65JoGatMtRd2E49LSwvFdxsuUB1ftvmiDPFKTHTfZ8cP,40.742817834027136,2,Other
v7wB6CgdHDmMrzXmc92nsNp4S2QE3BFF1xvU5mhETyk,40.742783397824,1,Other
5kDLD7Me3bwJ2h5waMEq98SP4vBKkWKx89JaY62Gn9ho,40.74277073234419,9,Other
8vHUX4jMfuGdtRAAkbs5qA5W7axFJdfzkhQeaY8hcPr1,40.7427601766,9,Other
ByyfMKevXTyhXgzFaVYMEKXn2VSSsw2U4DG6MLMQTDGc,40.742684998128,2,Other
EasKKxPcpk6J4Kb6mbER7zEVsS6HkRLWaxUvjK3jzfGu,40.742666296853,4,Other
5iTuVW6mTUiTQpuE2yc7K3MDgEtHycYKmwnuHvDvZ8bY,40.742636716736,9,Other
J5CexyxU15BfL3ovWWju6jvdkrpjXDtjJaqfC2vdXpwj,40.742633192732406,1,Other
DTnLb8MrDfqwwLNgD4UUy9CNzqfS7x3yinJeQuSpDBgW,40.742563478412,34,Other
8Nx85AmixXj4wx8vrwsgPcPptinsz7WT364JJbuM2ezF,40.74254459666,39,Other
8LLEq25PvTtM2AXuE3jivQWPsBxm7LTpVTgwZNacmNLc,40.742495659465,2,Other
2mLkNxbF7ZdKoCKMdfi5ZM62zUHVJwm597a3b8PzUjPY,40.74249264943,26,Other
E22kQmBc89HTbjq4WJbvgCgb8xhfQ9zLRcfH1xB324DA,40.742489726354,6,Other
3SQ8jcXZRRzx3JpLqJ49aHdewP7NWVUV6qaMbBmaDhTW,40.74239519077,2,Other
782mLueFCiGKibxQc2hAvFniXGcwiA2vUAqJADoGRmzE,40.742369207555996,8,Other
GW68vmr9yYFSDCeyYCx7hs4W6KvwS1UK37cNVnMLJqX8,40.742345585760006,3,Other
2BQgSGu335FwETFU9Vj3tg3UKgVWKVMDnrugGxr3eYpq,40.74234,12,Other
6rjuPWBGPKcv3PDKdhrnZeA8NAZT4upTVx4gBYWRtPKZ,40.7422887461494,5,Other
