signer,volume,swaps,volume_category
6nDbGVzhqNDDVyN2ii3prymuFnFBQX9VbVnRLtfzzbVv,2092.4241813638005,56,$1000-$10K
5yjDqxDuLQF8tkY8gjUcsVAhgovraP6PBwiUF6T3fD9P,2092.4240518304905,39,$1000-$10K
CP8mezjZNLHoky3B3W8qX3RaHrmyaBA4jtNywmZnScaU,2092.422076571024,33,$1000-$10K
4Gq2zYKegE5kg7peECvNZD2PGZvQwc8FECwUoJJtUf9B,2092.4169350760867,1,$1000-$10K
6ZUoDnzv9UAvpVaZ7cVzSTpkCCRUMJoRXNFEVzit82gR,2092.414089721563,20,$1000-$10K
7phFC6LUhXGnf8H7LqomBwqKGezHvvYTdwbtEYrUY21r,2092.41118197508,4,$1000-$10K
ASVBUmYhUrDKjkNu6d53JWNMD7hUCupRzJSZDd8QzCbg,2092.408,6,$1000-$10K
9dy1nognyJBDiXZowazskoUQEPUwh2mmRBptMgCQbirA,2092.40779609531,43,$1000-$10K
5c2AV8v1fzNFNS3oRsMHa39MPEDtWaMHfNiK23a8Ngc3,2092.407470136255,3,$1000-$10K
FH7AjZK5jeWn9zYvX6jBY2ohJYmPmg79Cd59Ct8dTuEF,2092.4062698026614,5,$1000-$10K
BHq4DuqsycpJk7Y6Vt8cRZdCGck7dn96NQgwpQZqohwh,2092.4050127845817,6,$1000-$10K
GLQTQm3SUL1yGqSXXs9psXXAAkq4bAVwqLkUfj2Fq4zT,2092.40325200328,20,$1000-$10K
2JkdNLpFFKZBQDm7ixNeA7ZpmywwCXeYQMZFxJ5Eih32,2092.399727492999,82,$1000-$10K
36anmHAyizp3EYifTVk7NkyzAWNnn61bbgHa7P9sGG9r,2092.3928289796877,2,$1000-$10K
54fkMr8gXxB5czjr4SLvedPP9hMkLw7PrAHYdGDzyCoD,2092.3918636940784,19,$1000-$10K
3xodAq7xh6Re9yzzQQ4XnUxhcjxHBscd2nxCUbhZ17eY,2092.3915783823463,13,$1000-$10K
EeoPRGFFVUyZBFxRBq3cjpde85xjoV4nyv6v2V6sMxiN,2092.390482112092,1,$1000-$10K
4r73JeVcXSdK61oPTTw59iH7Bg65sog3QMA2phzjQL3t,2092.3893584645602,28,$1000-$10K
5jwisvdyMnHYh5i2eX6qBYYesxocrSNQ2vQt68gHtnP1,2092.388828226089,16,$1000-$10K
ChSuzyKpuhRm6ZFjvhVjV1ygyL77pqyyEQgVj22LWTg9,2092.385143909196,80,$1000-$10K
4Hjq7gRjatZfWAdnHjc837hudhMhtNfufx9oeNCJWQv2,2092.384014444135,4,$1000-$10K
2TaW16Azky8L7W2tPabm9uh4QvaDVSyuyefi2MjoSxk2,2092.380652838248,37,$1000-$10K
2UKwGeV4a4yY4MecJyx9eGq2mo8Sgg5oTEomfVgpJLuF,2092.3777202367023,34,$1000-$10K
G2D7B7Ep7Umi83ExKrMQdYDfuht4PR9VLBbFc2LBZGwF,2092.3731229058785,61,$1000-$10K
BbpKWuhu6sHbo8ZYawh8TyGHijpBhxbDXxrC8Ykb33Gc,2092.371169518491,3,$1000-$10K
HeBbyQFQquCQ9dTzxH2GUm9zAg9UGU5dfoLcNDtK7X1h,2092.3669349806405,16,$1000-$10K
96wDsivPaiN6XVB38eb2evzLoGa6WVJsXQYuc4uadM9B,2092.361545007421,14,$1000-$10K
BSTz1ZdXbDwYUmgZwqTwHowUSp1M29uvPVXBDwzB38m2,2092.360472382296,131,$1000-$10K
7pxbnv6YX7N9MJu17C5TgZnjtwvauACmZ6Tq3QtfyUi8,2092.357322407775,9,$1000-$10K
3VkmTgRaXMvwSFZ3rY6qtJ1uGwsoUnBubUcmxGYBqUT9,2092.349471705267,7,$1000-$10K
78ij4UFBayYe4sVhUmH8eMQcGpooeCgCQQyNVFUaP7qR,2092.349023908854,186,$1000-$10K
BXkBkcDybeaNo2r1r6NJ9mGCfWJuVg65zXqaseKYoC3D,2092.344314472765,3,$1000-$10K
3DH9Cqa43bujvDyvWYxypPvRUBD4cFRFG4HZi9EusiSE,2092.3418115390405,7,$1000-$10K
9qKrWpi8tgh2hEHWnoujWYCmpXEq4XCHKM3RGYJj3PMN,2092.339748489094,9,$1000-$10K
H6cecEXSeU2xZR3QmM9V9pEC6HP6cASUkj7sEst2JaLg,2092.3386850343313,17,$1000-$10K
CnavBtwq11VhMjEGugcTJbQ94VCCPsZTHeuzoDAapfvB,2092.33314809916,2,$1000-$10K
CyYGEDPCtxt9KpuKa7Q9pDpVyi2c5SocKsDKppHFr4VA,2092.3291672920113,155,$1000-$10K
8uosrmYw4y59K2z8spxmNbZAcJDPMyqt5W9j6JzSewJd,2092.3284447360343,17,$1000-$10K
H5BoA5LNAHbcqhqB7CzFFWJPp8VFUyNR9RetsKmeD4N9,2092.3266758150194,20,$1000-$10K
8fRdx7PM82fP7WP1KU2xBHkc4jLLBA4ZUYETT6Q6djJo,2092.3232620143467,28,$1000-$10K
C1zbtMvrUi3SFH8c1pviSFVbfocBuHDnE4uZ1UyJVaBe,2092.321031211478,15,$1000-$10K
gSSsZsZDCosSy12rFmJumtPncHnurs43DCYJNPbesPb,2092.3205087915017,10,$1000-$10K
5BjA9UhmJnNtdHmTfdirtUnh2z5pv2riLrFijikzv9ZJ,2092.3199999999997,10,$1000-$10K
DzKTjmMFxervyLyfLxSggM7qrZVoL29u39upNv8J2t1e,2092.3008506181563,10,$1000-$10K
DqeUMGiBeB9r69Do9a3pe4cjS76ydCybML3gDBh2fi1u,2092.300747069709,13,$1000-$10K
EqBuWhx348Xn8DpxApRcnxKfRVdq9R5dPGq6cTjYxdgm,2092.299406671379,9,$1000-$10K
LvNSNM6seQ3XeSXbeQxrJnpjzAdJYyHAtMycA5Ssi38,2092.297943231899,2819,$1000-$10K
