signer,volume,swaps,volume_category
9GsqT1MwpzrJ3MeMjne8aQAGoEoGcDZgHB4BxTT4Sd6H,84.86537514957598,16,Other
FwM2ZBcyX1sfYoEcf4GDXRsCf6yWZ1e6kqaDBCxEEuaA,84.865069979684,6,Other
9m4B7kamciTz5nWy7nESasuL58eNeKD39bQUAZoNZ595,84.86501428726999,4,Other
3NRVJTMxNMpNwJB5jJqAFBLH1k7qMARTntjF1jxM8QhW,84.86500000000001,3,Other
25YQgRmqKdMZb6oLByQj4bnMZrZYC8urcLNCh4XgbjwG,84.86492441350799,21,Other
BDzVs7SDhdf6eTMTyQJQHiuzgqxvvQqoJWpodPzb2KoE,84.86462975908,2,Other
BBWN4UzLSBZVUZxHy4Wz6tkgYFEUGYFtYJAP4jH7qBbs,84.86459892404001,2,Other
45hSjJBGAGvspaW8fDnw2tvMLBeJsrsGdJwofopi9ejv,84.864593316622,3,Other
J3Fd7PE7vckkrYNhcefwAQ3kaouim4chFx8bE3qcFqRL,84.8645837844,2,Other
9HFLHUvAViVRxSp46yheMHeb4x6CpdmAEeE8xRreTsuR,84.864536822053,2,Other
xoKWBnVed6Q1JKByyMUt98cLaTxZswbMZ989U4ySSPR,84.864501493106,2,Other
E7J3i4VLXYWNdsRePDZqF5dUXfuM26WqacjCZAP549TU,84.864498010375,2,Other
7y56rxFJ38R8wCbeYjUuTSkRckzG8MHeNeBxEX7eUCAx,84.86439345876002,28,Other
CAAjws1FX9U1mf5M5GAE5Dvcr2Tm5n1MLh5uM6P5s3TH,84.86416564742001,2,Other
5W5F5N1u9SSRCmcxo3JGhCgAk32bq9tivWzGeS93kGw2,84.86402646816441,8,Other
HnHYEs5r4mnDHk2H9JFWGd49XiDuK1ne2eY6bujoYN4d,84.86399999999999,1,Other
BBzcBqia8En2zti8HA1uDo9oTfKA8qq5EQ9rRTEg6DZb,84.86391310521402,5,Other
4sTPGHQ3ohshyUEbDazw69ZtgpLDSmszZRRfuBnicpjc,84.863800717032,1,Other
EzT3Ea7sPbfmHkjW8gZTtBxFgANhB82K1tKWTKb8PTT1,84.8637678808424,3,Other
6N4WPwAWGR5rW5GDwtS2FFRsZq8gnZSa5ZTQoFH3YsEd,84.86376409441999,3,Other
5Aoiwn4oTrhaqtYLyKdVGjuTFQ2Kug88mvASE3e9Xf8i,84.86373098117201,9,Other
CSqPFCaxb6WaRgEXoGrMUPodBnTiNhpdbYswUP1fPL6j,84.863665977248,3,Other
9HJN9xFd5Pdbd5YKGZ6T6hUR4Y4WUEj9X4EH9fhz2gz2,84.86365851425,2,Other
AaEZbLaMWCKXypya7tLdnUAzYBGG6RKbuhWabGvBoDhf,84.86362183522,2,Other
HzNd5iA3LvfNJLdA5teB4nnurD6fmXHCrHTpx2YQrviP,84.86354671833601,2,Other
