signer,volume,rank,volume_category
31bXs89cb2qUVfm7X8sphhfvpoEWrX2RWwTnAztLVuWc,2312.0376798733537,2120001,$1000-$10K
6ddmgrRGnvGjYdmSUzbT2fMU7xpx8FsZXmmJZhjvf1yG,2312.0374942795847,2120002,$1000-$10K
6XWuH4q1ZANodCfRUujWHHf1REHunbABTppHFSKWjKmc,2312.03714392359,2120003,$1000-$10K
CzWgtRMuDFM2LZHZvsiDjs9DxDvp6YFN7Fhexdn9LsVz,2312.0368732999405,2120004,$1000-$10K
5qVwok8DPXuZJiXu2rN6DG4mmTSkV7h1JGPnftqoMGjs,2312.036395164786,2120005,$1000-$10K
EmhUbDDhRZkwCFrMxp7MGGpnaESLKGyfb5HtmtcWT7Pu,2312.0360317412,2120006,$1000-$10K
A2oxoz1x7rvMHhh1MGgpkdqYySdrpxMMEypiZNrPqHVR,2312.0319447468,2120007,$1000-$10K
DZ1cFQ8ip2P8TLomnLrptU3BWzA5AohrfurWhHgipdHc,2312.0305710116763,2120008,$1000-$10K
HLmELZb6dprzHqDxYJaYxkT6eVoJYUwayz44468soY2R,2312.0297668767003,2120009,$1000-$10K
ByMG8iwmSPq1bpXMrde37ucY4YCYV9arSrKW1wmju87R,2312.028327362974,2120010,$1000-$10K
9iiitwsPuT6oQfn9eo7tEp5JNCEV4rVBnjNz6d3nd6xV,2312.0246778187693,2120011,$1000-$10K
C6irvewrnbTpGh7oNNM2mP86B9GSp2mKbA47iecBhnj8,2312.0210942762487,2120012,$1000-$10K
3m6u5vso8EJ5qbMpSb4soGPBYMgKZRhE6wtrUKGiErut,2312.0197538258,2120013,$1000-$10K
5KdcvzNQMRGurVdZHrc8K724sjz3GKz1541ycYf83qvQ,2312.01755624784,2120014,$1000-$10K
H5odkchShDB9yveh3eQroQUU9QtEXREcG1x4txPAZ7TT,2312.0169348534796,2120015,$1000-$10K
75s9r2zAMs2qDPBVm1RJnewWF3ehpoYXqeYZ2bRhXwPh,2312.01528118432,2120016,$1000-$10K
J5MZ3RTrjaG239WUkdF5AoXdgZc6pYwU1weRgZESe7ZD,2312.01435247946,2120017,$1000-$10K
5VqoLqBJC5gaxAQUeRXRZuJzrVABQmMmh1ZUY81fPeYt,2312.0135170221106,2120018,$1000-$10K
7tq369o5QJqSkQmJzGAES58U6EocVbCdCg7SGKDreX7A,2312.01300235944,2120019,$1000-$10K
2P4PmPRhRPAsCj9YGBWQmH1MXsiKGeJWESxnRYRAVFkp,2312.01146244092,2120020,$1000-$10K
4CETgN6zy5y3JkDWhyUkm1hGnUCHwAZLHsRTi56QAdNB,2312.01026800428,2120021,$1000-$10K
7sbi5bYc3nXNg4gyhMdQE33Z37Jr8DbwE1A6mw8upiAD,2312.0099677762,2120022,$1000-$10K
Dn1R1MBtsPAVUjwi8FBF42qjVU8z21KoYUqFxcgpRgeS,2312.00527556664,2120023,$1000-$10K
2EXeAnHFzHjNVKJQcPqdovth3bvj5FEP1uMpypWN1E6i,2312.0039059724904,2120024,$1000-$10K
A55fcwPGec6YaD6yr4aRc5U5BWbborHJJkvaid9N7NHA,2312.00164857955,2120025,$1000-$10K
E8S6XH71mYozzyJkXeCzZ1XrRtShBjUk7Q8R7yYa3HiW,2311.9995495886587,2120026,$1000-$10K
hWofxpMQd2JBvDUVfijVjVy6VEkC7hFhqE7RTD8P9Wd,2311.99911945713,2120027,$1000-$10K
C7fHBBBHAevNNowe7skKHb4DmvsPUtvzvUeJFDap1rp4,2311.99702428685,2120028,$1000-$10K
64V7PXrDaGDMRitSQJ91NvKKkkaHVe7RnRYLtEqRMgXn,2311.995829880279,2120029,$1000-$10K
EoWLDf2Dg5jUrueWupTEjfqRquWZeF2s9yZ5VjtVPip1,2311.9957029473862,2120030,$1000-$10K
EWDPesnouY8CxL3ivaHbLsMP9gLDxtuZww6QEBrpo5Le,2311.9955339388184,2120031,$1000-$10K
J21RexnpDH4hsRsfp1HA1cbDMFoYMHpdNrr42ZSbKoV5,2311.9954880829505,2120032,$1000-$10K
BWZbi77VZpKxjHujkANEzhHbXdQmevD3bYFS5g8ZNVPN,2311.995438896436,2120033,$1000-$10K
2JWJ9KZKkxfxyUDBUmYXNSfnJohiibcPgrbHWRoKr9ki,2311.99405880513,2120034,$1000-$10K
A2BhxdPRcrLZK9HUTwrsqP2nbLoqr8ezhRrHPbMFYJth,2311.993155331539,2120035,$1000-$10K
ByKJGHAnJhSSsHNB5G8FYPvj37zePp8CybArXTwh1yen,2311.9920924171624,2120036,$1000-$10K
FLmjFN1A5s8nMtPw4f7QmWiuP7LxZsWjjpHRwNq9vPQA,2311.9916261550184,2120037,$1000-$10K
4fpUTJgHn8N6x4hD5q92GSXDZb1KJ1Mq3V6kMsBHWhqS,2311.9890521831417,2120038,$1000-$10K
7JAMgAHJPxaPTF3XhMzP8fz7dgi6ihChw7T3NHoCQZwT,2311.98343700466,2120039,$1000-$10K
2awJuAPC2WmZ2jkTjCG711y2stFaKSc76aP3XdsuYAau,2311.9829784173116,2120040,$1000-$10K
4Nxpt5MRfR3ovLs8nCnqLo2CY2rDTp5ffX2SaAeqx4sq,2311.98207094772,2120041,$1000-$10K
743FZEaTXXStraYiDSLrToGHeWRsoPXLSVRYP2oGMsSZ,2311.9816086383644,2120042,$1000-$10K
ENraxwbLhHgScFaqkMoigEZrHB9AM1dp34q99T8NNwGH,2311.98102770578,2120043,$1000-$10K
9ck1TuEReq3vFMtUiDeCihcTkLKtn6A9bDrabxMR88Sw,2311.9787359430516,2120044,$1000-$10K
H7BZboBWEDxX8wfFdrHJkiNbKeZQnFUqCx15CcCzeufk,2311.978304666786,2120045,$1000-$10K
8oZfnQ1zwxNDowyag2iAJERkC7V9ZyY3AJMZT6jhPP87,2311.9780609275344,2120046,$1000-$10K
7m4GajfLJeSBLjEpS9a61pj3thHEhW5nxKQGxLHg6iMZ,2311.977618151268,2120047,$1000-$10K
8fKoGYqAUGeyEEHDR2wCXkfctQUUGjVNPHP6Wo8BiyxK,2311.9770087632123,2120048,$1000-$10K
3pHmBuiWPLa4V8QkUsrQFYHNbwHvhKk7mQcC8Sy2rw3J,2311.97575419444,2120049,$1000-$10K
GH6NnifGT1r2mAcfduGBJRKW7Jmf7YKTjhEnvQut9kUC,2311.9755404099797,2120050,$1000-$10K
5EZXLXUYWQfydVXgzTJdrzLLBpVb7sR7cwAcAMfqhtzV,2311.974326669252,2120051,$1000-$10K
8N95SZLVgTBhp71De3jptwypzS5hQGVkthJH4of5QTmw,2311.97411599708,2120052,$1000-$10K
Gk5iNs9ESQt4EfYax6DH8QZtH9ka7mR2xQFXocM7QziA,2311.9725123004037,2120053,$1000-$10K
3RPDa987UiA5o12b6BNUzXqtBZqJZK43fYtznH4FxxBr,2311.972362583725,2120054,$1000-$10K
9DZtK6C13a9Jn7SskAGxj3DxR7sGwxJhPLTX9oAERa68,2311.9720407904856,2120055,$1000-$10K
96ejb9suEnBdY1uiJKYeKXLoaSdwk5W5DUK1XA6CLZ4j,2311.971287115986,2120056,$1000-$10K
DG1mv1YajvCdLacaAeqqSQ6UwAZrCqFFqszSAbsQUXqX,2311.9701410216967,2120057,$1000-$10K
3zHmKVDZKu1Huiw6gAUqpvLf7FxzVGqSSSPPKkXUgqgV,2311.969478075047,2120058,$1000-$10K
H3JRg4VZG1Tvx6D8BPppQKYpsfbQbDZfwnx7gc1Fb1fy,2311.968755496222,2120059,$1000-$10K
GxrdjQ1iCHLSaUqjZKXXft9nnxguwgxxW9ogsET87pPR,2311.9679889535896,2120060,$1000-$10K
AVgmwvMNKjpu7ERAjAUPjNdn1Bu3KKMD34S1qN5fmRgS,2311.967657073955,2120061,$1000-$10K
Aps36XFbPg9fTK4TFbSdS72cKV7P2EHyeFSb1NVJeg17,2311.96663583977,2120062,$1000-$10K
4tGZDsqWSQjxhJfciAq2kJ52cM8GaQSWZfrRqu8ykNkQ,2311.96592428165,2120063,$1000-$10K
ifBfyY8Y5A3MupA5CTzY3ZwGVrht9roVw3YYL7y6rd7,2311.963593021826,2120064,$1000-$10K
C8v8JvKfGqaYmcmR1jiU66vgYXHYGVyW5DPcMc9woedD,2311.9595637162,2120065,$1000-$10K
7ejUjkJiGRm9Gy9jzVSL2sUZuByGc8TpJgpkstXw9PfH,2311.957773978854,2120066,$1000-$10K
4FuD7p8hqbYrQ2qeY1K3Vax5AXuFPbAixembuxysdPAb,2311.957549087365,2120067,$1000-$10K
4mFAZepzkugeftHbUeT2xnfvTFUCUeFSaUE2MSyBUwCm,2311.956898660198,2120068,$1000-$10K
FWeeoyhGcPbNwsTQy5kp9EhQAPYCFFEFaJTDQREN7fg8,2311.956651252487,2120069,$1000-$10K
