signer,volume,swaps,volume_category
9RXRyehxPmYT92cr7Pdja4wDCQRJU5Hb756Nv3gnmuDs,0.0026866000000000004,2,Other
AUdvfWKDFUArKw8b8Bt1FMnQaZ1cZWSrMeAaytw7ZgtJ,0.0026866000000000004,2,Other
BeggNcEyV2SENJXTLHC9q5694pcNYQGsFJDDwyUUWtJG,0.0026866000000000004,2,Other
CfhPFHduPYJX7zadjxhn5XHC4hKvstRfJub6hvXHcd4s,0.0026866000000000004,2,Other
ChgWu1BVoUEpZPfdQhH5Eq6vRKyPL8RndkKRFWpkC2vC,0.0026866000000000004,2,Other
DH6BBUM8v9DqNWjicipHLgFf7pja1bYkSW6QudgvB2dp,0.0026866000000000004,2,Other
E3GbRKhtsusfJu13GJ1mFQFX2PH6CBs7hvUhizSanFDi,0.0026866000000000004,2,Other
Ee4csB2UG4t697y49dVuzxw5hYmJtDyhFuS4ri5EESA8,0.0026866000000000004,2,Other
EgLsARZRfKJ2vvgjjTZPoDM6jTf4duBsGgAdZGyXvX9Q,0.0026866000000000004,2,Other
EhQfrGEh1Y7b5hmBzqC16G3FSbemCxmhfWF2m7wvt75f,0.0026866000000000004,2,Other
FFFrnoNmpGcYDXRqZS2d1dsMTrR8jrHaBPv1h3LSd9xt,0.0026866000000000004,2,Other
GoohoEntbMBhLzv5mYieWLzaXTRTLGKrVfphoXZU8UHV,0.0026866000000000004,2,Other
Gw66HqJjPAQ3X58pdyJGqgFDy4By18DbZDiX2M5EF4fV,0.0026866000000000004,2,Other
HCrWhsx3rS9yeNzZ4Jh6gNhkVc2cuW3RBZtn6w3Q5suY,0.0026866000000000004,2,Other
HEfH3tL2KLNGVy7CHavJmjUACXBDuY3WEDZYYLUeiUU9,0.0026866000000000004,2,Other
HcyK97yniFNK3bV3LPBaYmxfd7triy2wHncRRPHk8pPU,0.0026866000000000004,2,Other
F4FRzfAHaCPLDUiQDZwBjuGGvFgvv1tZY7eous5raCeL,0.0026866,9,Other
6WBjxU4x3FvE9MvXkNqUNY98681sRaNLAKdaoQbdoivL,0.0026864000000000002,5,Other
74q5VUCeEC73N2j797Az1NWi3PJtjvsgWySMuiPFrYAH,0.0026864000000000002,5,Other
9jsodwTBeX8FcPRad9tk2Z8s8q5kuU1Etw1L2hggju9B,0.0026864000000000002,5,Other
Bwt3qXTscn1FrWVyhbnAZcWjkypY9TPfg52uaMiRhZAk,0.0026864000000000002,5,Other
DoVae5HAZ8HVCMRe9CDCbVu7wZ9GjcEe9624QpGPkFdv,0.0026864000000000002,5,Other
EaBb2e48VYgasdSNqCFKEEsM1UP9mrUo8NDQ3crv1Me9,0.0026864000000000002,5,Other
Enq8BzSeG3EAwMGxHdJVMxB3bAERfuQ84wyMaVGiScDa,0.0026864000000000002,5,Other
GYdgN84LvVt2fP6sbdww7dgzcAVd3Z3VjFvBAcqeJ4A8,0.0026864000000000002,5,Other
GrNiErb6MZYhM2dsvpD9f48bvRNjA3ktsu1Fq9aEsZd1,0.0026864000000000002,5,Other
GyqTDpEdcbB6BGqc992nPxs52AfEPQH2RVRvNXb361kV,0.0026864000000000002,5,Other
Ha3osZyJEpqpQDVsgQyK7teb3i1wfX18iaDT6ZkqsfAJ,0.0026864000000000002,5,Other
J73DfxwEtFTYPH77oTKMfjBZ1q7ijMXLrnqFAPuso52d,0.0026864000000000002,5,Other
33Q1JvCg89PKJSnLnnjYUkm5WqsuF8wixcVXHguXvfWZ,0.0026864000000000002,4,Other
4CxSw39AiymaUS461oW1pVFQav4DAPzxXjQnX9fXry6r,0.0026864000000000002,4,Other
4HKCezz1Th73mxyEB6HaetheGNcZsAPBrVBypFFr1q9h,0.0026864000000000002,4,Other
