signer,volume,rank,volume_category
HgCgVpbpiqjcsK653wtUP3N9VRpS5A7t2vBR9yafxuxT,150.62729749482,5040001,Other
AmroAcHQyUgYiPgBXivousxrgb84uc4qhp9UPT694qBz,150.62718913077998,5040002,Other
FojiH16AUh8xLU8npPEwu2xmMLdiURmgWcdAEJ5Cbse2,150.62703113002001,5040003,Other
5trYo8rV4MYBzdP8cJpLshDNKwGJ7QQtXakGCC2CB2Zx,150.62670011614202,5040004,Other
6kPjZ8wAJCoQBpENGvmKdnCcsDvTAVCDWS9T7cCqssbi,150.62651270442,5040005,Other
DfhhjzMc9LJHXvza8E4RypYKgXiwF8Js1gYuXe3BHqRX,150.62633739165,5040006,Other
Cxj8kTTpZbym484cateob4pryPz9EZBnMJGEJWkV4933,150.626229003677,5040007,Other
6TeQJ4Rxcgm6QBfXB3ue3eEVM8pYApw6F3qPFSqAHMa8,150.62599999999998,5040008,Other
48WJ6p4rYw8fBrnXVWpi7JyTCJm1oJpoGnTVvSo3hg88,150.6254775057,5040009,Other
FW3tNXKvNo1EWvogCPfpwwp8uDF1DCXcxv8egrAXL1Vc,150.62545279760002,5040010,Other
41Yv8NSmcLwYwTq8XYi3U7ZWR53Ajdf4kQBDfFfwc86o,150.62544407493,5040011,Other
8TmL3xoxvGTLpcqMovBggc8WKUexpEoWfKziKVH7Ez7F,150.62538861852,5040012,Other
5e2hv4vUz4kyVCsygHW1VQFYw6M56AwbLY7haZ6ufLaB,150.62515675705006,5040013,Other
H6JLLMJFB53Nirso7SuRfSSgD6RWwuwtwAMsgaEmYBHT,150.62496670769997,5040014,Other
4B81616nRWqnfUHwu9qEzAjc3eo8G6QWvRJMa9oiJTYQ,150.624547701421,5040015,Other
7MDDMighJNvyLZYxVLJHfL2R2Zm5WP23Ag1N7xqtudfh,150.624289,5040016,Other
ENGNcLXGvMSuHSobGczqmkvP9dz3GUGhfRQhRkNRzFZo,150.624264140624,5040017,Other
S3NQ6YXfSmDv2wMkPHx5oQFTNEwkyoNXeN2KHZxmnkS,150.623853277156,5040018,Other
AGx1QRvvxQGKUhiWW83etC3oZc8bhnLu7VTfTvzyniWd,150.62378590731,5040019,Other
dHfS3JJGfVfD9QBEQq6gQMAs5p2uWRDzECbUcZwH4Pk,150.62360782776676,5040020,Other
EJ9F3G4NWtTLCAHMptPoLJz2NjydBUGGxY2gf6szqNbK,150.62352305105998,5040021,Other
8rc2zuTKUrnod4VXsKhNmKhiN1mKEQpJUtGN9knFNqkY,150.62334979748,5040022,Other
HNJMnHpeWexycDDYgNLwJkjv877AbNeTpUaYGz3DWvzs,150.62326758999998,5040023,Other
4ztVu8etMx3QdrApcHZomDdtNEbaXgH5BnDumTwNLjPX,150.62307422243,5040024,Other
CkcxfUGRxSGgWNK4h1XiDD78emsYCpjh6BZfs239Yidd,150.62303282687,5040025,Other
BhVF9QBdjtJTRv5U3dnv9JJfCgyr4fRes3cGhmVhR9Ti,150.62302436802003,5040026,Other
33Qyx45QCtPGPo4oqVJwW62jQrpRd9YCca1nXAnNLPHp,150.62284684495998,5040027,Other
Bk9HodSNGBXCjyNASpZu5Nwbhd8KmfdyZ5vuPeYhKvrp,150.62274221215998,5040028,Other
HYpCnFwfuyWTpwGehDbzuMZQch3cc3JVSSGh2XDsWjUT,150.622363378,5040029,Other
AxiyxhFiAk66ZaYRBnCQjWxTB2YY9tN8aj2cn7tFH6hW,150.62230515669,5040030,Other
65xjdpuqoQv5X2UDeMNwoCQVGYwxKNwHp6QeFHMijYsW,150.62230048432596,5040031,Other
4T1iCb8CoYvfZULhM4xonR8CJ6sxxo67717ki19M89Kx,150.62223804212,5040032,Other
BxLuMFx8k4CA9oNTz5ESgCR47aQe4Kio42beKvVxCPcQ,150.62203563984,5040033,Other
5ezK5nzQHBwWrxVgjh4pQJLiNZVAQzK4bNEr9rEm3Mdb,150.62186394477,5040034,Other
9TP3ziBchhM7ubD6VnRqQ6jsX1Adb6v2EDxeZ7Wm4roa,150.62182778517598,5040035,Other
9esTDTJdt57TMgnKaNgjR49kNxvRfnUNSQXSLDKfobhS,150.62146632672,5040036,Other
6oNhn42Gwss9NH1S8LMhrgtzQBs2z164DuvbLfBGQ2xU,150.621427161482,5040037,Other
6q2VxwTAMHcjmHeA4zXG2ffupxe5DTSQLze6m2ENFWX,150.6212578068,5040038,Other
3SdxZ2D1uqLy9TBqm3UtSb57RozP9VB3xoZsC29oVQ3u,150.62120660326,5040039,Other
HvGTa4TbEswDrARtaJjhSJQvrUa2VEZENpxcN1kvjGVP,150.62084122865002,5040040,Other
6C9nuCzUHueJig1mVwLX9Q3aiscYu1fnR7VhQ2PecFDC,150.62070407956,5040041,Other
3hhDRAM8RyTmyMdcobUDTJ8VcTSigUf8KQNEbh6G6RiK,150.62028423314,5040042,Other
GCKNEjEouVQWPCWBvjshSFbbXdTQWACZkMsaimmN7jP5,150.620256293034,5040043,Other
BRA4iRnTN6fPt6MQ7dGVCnweV2cs4M1nvcEpr1HKN4Vh,150.62023486432003,5040044,Other
4QvGkNue3Z9u72wQgS86RVbeEB6wRVz1HuaM6vqKfA63,150.62022032042407,5040045,Other
HsMShsjF54WmAoqEfGGYdxeZF2Gymheh8xUq2Vj3taKf,150.62019736317,5040046,Other
3wEoRb8Gj4gWLbi2UWMYUFkzi5FuxEiKYGNwBHyqZpAs,150.62019369372,5040047,Other
6XW51B65gqFrix4RLxUrwhGD9MeBKW6tRFGw1Tqn5QjX,150.6197565,5040048,Other
ApQszvg4Rii8tVEX1UFJmXatCZsCNR71bwg5sD4PGNCA,150.619555890677,5040049,Other
G7w8GfJUrcB7mqBeVNxMZ13N7dHyMuvftkJ14gFd5wD5,150.61954193559,5040050,Other
4sTdFsW8DqmyQpPnzgucuBcTTuFJAfsX4w5WpR53iYfD,150.61938870272002,5040051,Other
yg1siEY4QnBk15V2maYwrrA9Hr2ZLPRKg7mJ9TYzsiS,150.6190997757338,5040052,Other
6djRYjMKNDq2wurtWchhZBPr9Zysd6gqoLPdkWcgGVLY,150.61906800162998,5040053,Other
H2QrkejEhj9gRPUzV22W2RXFaaR4VbG6Rf8BmZyY9o8q,150.61903255850797,5040054,Other
D8j62fAxwwTToe2KniDYNR8bcwhpvnrbUb1ueAAreNoH,150.61887983143498,5040055,Other
Czgn1824tnaogK7DwRSJqMu4KkTomb6oLCDms2UQ6d8K,150.61860170218802,5040056,Other
7c1yxXpjnLpLpx3NgcnR8J23ygfJnAC2dpdfXYg3bdef,150.61851460513998,5040057,Other
HduPNbZ92U1V8XKLdhi8rYVrsXw6wGosxZJrpLF2Q36k,150.61845317486,5040058,Other
