signer,volume,rank,volume_category
7s71Rr63BjcSpvJ8ndHfcaUzqFVFGAdsZf58J6FUDrrq,438.2552033638543,3780001,Other
43PwQnJsmcjT6C1fVqXpTS1TJQhwwrrz8edzZu4gdau9,438.25498088776396,3780002,Other
6x3jVGW57ZZxsoVdVFmqedVQHvXwK7877PEDVt2gSaQ,438.254925457504,3780003,Other
7E4dyEkNWm8eAEUrMSHBaLz6Uq1ddBtfLu1vBvLZ5YDA,438.2546710040141,3780004,Other
EJcTUzgBf639sCA2zV2gNi8ycH56CC2scFbNvFzmYnFL,438.25390573642,3780005,Other
4AY95jCpUxRPyhzVueeQbWNjtTF4JVaFNpz4HTmY6HZV,438.253740277388,3780006,Other
3ja77UKp2nFbo5kVHqqizieazR8hfepTd6ZK8T46AjJ8,438.253702068811,3780007,Other
DdHKRggq9A8MMouQnM8PvTMSZ79VA2oCBzNcYpaUqjF2,438.2527034664,3780008,Other
3xGgVV88egUNRjgrg5Bm3YmbJLNx3iTKs2RX9Y73rgVx,438.25249415583994,3780009,Other
FwQK87EnFKD1PuSujTenbR9R3RLgLzhn2mNCphVXLEwi,438.25,3780010,Other
26ieQ7Hc5jiB6omFLY7YxhnHtixBgn1YicXrgvX52YR8,438.24992220828,3780011,Other
CzJ9ihPUdkAkrw7d5KrVa7howbcggMfAFcrXwFo55VG2,438.24963037531995,3780012,Other
FN6RaTSLVHyrcpXJQ93mBRpBoojFwoK7XAo3Eb1R9WBu,438.24946199795,3780013,Other
AMSmcb6WzXbJSppLWqc9kimPBnXf7RduZwxS9soBvp8S,438.24934971715993,3780014,Other
5i5oANdA5KaLwSkwFkpT88Zp5GJqBNJ28YSmhJuqxPtw,438.2485287010919,3780015,Other
mbKQGHf9WYPFdLZ7j5842huHUxVESGREHvatynEjmPX,438.247860895695,3780016,Other
4ucYAmQc9pe8Q6FhkZayMHjjPtz2csupJ4QoCz8AxQWY,438.24739002471,3780017,Other
9TaoRZmpd5NXmy7kEMrSar4DADniYrCrsn3cSRtUy4de,438.24667437654995,3780018,Other
CsjQeR7XBpqDSw9jq7RkuVYDXwMPKVghA6R9VbvoYRq1,438.24459170961995,3780019,Other
32GHxoQnVAvKCQYPopXGtqzyfvUUQJP2CuVCMcMRUJRG,438.24453878721295,3780020,Other
E7aBKjCyAGKvkjg26Wse59nSqfeHP5esMAZLqCUMjost,438.2445,3780021,Other
6hb7aJqxYNVNQsdCjx1KuGzXKrFZo8Kx38fL8Wj7S6D9,438.244445376165,3780022,Other
CSbYxgNjBnjHrgz39qNZjVs5fyNVuiRxeUftbxq5Gb8n,438.24386448637,3780023,Other
9zZLygrkiK7rUGwmS31iSiHntNPQcdKdtffeito3oamp,438.24351585010095,3780024,Other
FjiMd8XyHLb4tmjLZP7MLciNpyNJpsFcCsjfjWgE6Fwh,438.2434132156668,3780025,Other
9WJ9X7oia8iGrPL9YsXJiqEs4ZSp7UDLuUxCcTxCc7rX,438.24320411799494,3780026,Other
54zY9hQ2QZntQVzzusdi1Bw4ba96yD1bCWCMv79tQYZL,438.24288347417996,3780027,Other
8hiAuBsEEMdqPvrGohMMaMoS2ant8ExQhT1uA1u8VmRK,438.242742060755,3780028,Other
FTw3MVWHiiQSBz9xBWVPjT2GTEtWHKef2ijXz6G2d4CH,438.24263653092,3780029,Other
BgsoPikQrfDBic1aH25m7U5dHdLwBZ91KRzGGcrdmoXQ,438.24180692464006,3780030,Other
Dx1a3FPENy1Vb4CihqAq43BHShQ62taa9FsRof84AP5C,438.240148952401,3780031,Other
AwPrMMYcsyVj1RicJB22LfxmLNKWZ7h1DV1LAMabqaGe,438.24002268232005,3780032,Other
CV7FjyEoUzdrUGLx1E5psqxPYkBGGkhSMMeTLG7EwpZZ,438.23946736216,3780033,Other
HBAncFA6MJhFH5N6d75kfnjY78wYwryqfZGj6SGt6D6Q,438.23903885346,3780034,Other
FTAeHSoCJ5tjydysY1UMaiPAHWdygVKGq5atgNb3vN5j,438.23861604446,3780035,Other
6JT6AJKBq6VCkZx51Vvdw7rqTyUiRXP9w66ktF4QLBFt,438.23849837246996,3780036,Other
4jnVwhi7LCmJKSvhyRc3mPWyjAcEB76hfWpg8KnqX6dA,438.238028749179,3780037,Other
GaJguTmq4a78ytShC1KSFpqPqsurUaMAzH49vi69BCqU,438.2379676801371,3780038,Other
EPcCdTfgX5tpB8LyQvdD2MAmzx98HRgA9CGkq5tCtWNR,438.2378050036199,3780039,Other
36LJAtnU68UthGcKAV2y9d6rQPcZXMTBS5F6ek6DZgWZ,438.23728745452,3780040,Other
DgxBmeBFwwJzgJvzavPfA8R8EfkxexJJHjBKmVVE7kmN,438.23711731927,3780041,Other
sh5Q8qey9PkCRzmHZKfNmTzJm24Uh6VYkTHyCFnkX4p,438.235464183316,3780042,Other
9ij6EfKA5WXizFQzJQ85CowSjJW5jzWLaseQhXxevfNV,438.235411937755,3780043,Other
FSTMNTeXKVpdKLGeqZ5J4nRyyxSfUBqBiaN9WYm6wFwg,438.234819810416,3780044,Other
DvpqxotCkM1SfZ9RmtJC3iW8kxYwbMNqAvvqJ6kZBh3y,438.23479830602,3780045,Other
E7YBq95ePSBdT5vTCPUKYJ3kCXWj39hmvti7kgGgY7wS,438.23461574364995,3780046,Other
DeVMAr4fkvSJAAihmT7dqJgzoXPw2M3hYruRohtgEN1o,438.23453008608,3780047,Other
5uAyz7XJtht5i7zzCqG264yhnVrkwafwr8hUJeUUp2Ah,438.23434167047003,3780048,Other
AyTgMKUqfF5ZyUGA6kEk87Y8YeuSbe7ZoqAcoivsAZdC,438.23387890521997,3780049,Other
475yza1GVzFk9BHFdPSiJyFcVXddxbRpKNSiaNFd7gsG,438.23319661649,3780050,Other
GoZ9FMLvk1aNGWptkCqFJqjJrtvma6s4CYqU9aojHRtT,438.23240226114194,3780051,Other
6iMpjchRPFVaWMhktuN26ZLUxowDBn8nk7YAjnx5eXdq,438.2323557107591,3780052,Other
6V3mkYbk4zpBTaYUarBCxLtVxkB75dBXPNgkGux1ZbfZ,438.23230732846116,3780053,Other
8ooijZc94uyrkAXfbyPFBuwUQ31whiKYaH4nqVFUxFP1,438.2321339729921,3780054,Other
4k6fvCBiWismC7eNtCffgPMQhTdNvFfAyQ6oZ8Tybaaa,438.2313226853401,3780055,Other
5ZgxmQwpmf7yh4PPczycFe38ABJgjwynTNpqMXkmPbvK,438.23095793552,3780056,Other
8v43YiGe9AgGjssR9CAw7yDRwpcdEfsBkHoCnyTCX6PU,438.2309447931555,3780057,Other
5pPN86ynXK5zqszaiPAyf7U36PPTBJfV9ctEkHn7XshV,438.22954735791234,3780058,Other
i4A9VnmL1muvWoFPtfXBb7f7sNp2XJjxTV9mnRHWrSA,438.2291835362498,3780059,Other
479mshFijYpS6eEuDqLZgPfXBTz7gWQoyDvwoFtfgLKL,438.22881134481,3780060,Other
5sEvA57eQu65GBhZxxjLR5BHPmPGjXLKyJ6F6oVtJNpv,438.2287121025844,3780061,Other
4NL9ZeNsZmRVQqwZzyM9NWSWoVWH8725DXwVpvqxHTpf,438.22846817838996,3780062,Other
bYfZT43qHxPv6MHtq8q5g4JXxZFRGBV7omJKv63DbVq,438.2284,3780063,Other
9QLY1tWMDtUQwfN4NhDCnyENiR5XaW51n9gxuJ6KSEHu,438.2284,3780063,Other
CkPTmhJ2JbBkC8Ne2rg7Y4HMFbpbfsScRxnEf9T1CcYB,438.22773982962,3780065,Other
J1SSY4Lv2himf77FZZE7yhs1sxnZKcjKmvhAWGUMaRqF,438.22732497946606,3780066,Other
3Wmj3wYhowXn6Ga1XzvL7ENgiLNu3DbXCpSUuBghu4of,438.22674387484005,3780067,Other
65JUvtbueMwsmCMD7NSSmEtWjrZaGedpJy4vY5MvbfwZ,438.2265438679,3780068,Other
DqfDuo8D8r1hfn4JsmJP7ga9MaEjptohTTQu879M2EWZ,438.2263428,3780069,Other
3111ERs8R8awveVY45F2HsTcD2eqj3A6KmQViW6wPcuL,438.22620538365004,3780070,Other
7ewfJQzUxUs4g12ahnHn5duMLeSUGuMaPywN7o9cQWKf,438.22608400549,3780071,Other
7HMbYCz5tCmUKvHfDNuYQSadwowjmbX5CGz43afRsWtr,438.22426782363175,3780072,Other
2hwazgggmc87NLaxn8xUtn2ktmymnvUYJTZJRYiuNnhz,438.2241828099059,3780073,Other
DPCepoisrHwtkerhGr7uys35zevKuNd61Dye1JELKMxz,438.22391142443996,3780074,Other
5YrXp2BHzLU2NuDVw9VMFDYXGbFgfyZ41WJic6J11VnS,438.223243646934,3780075,Other
G5zwttsZguKri9q1pv8q4PhzktyrTHR4MJetsi8ambuF,438.2227450887,3780076,Other
AhSgbm6V4eAUAweY4GvZbfU6FFNMDhEagbzSFgY3JVcv,438.22215523471596,3780077,Other
BoksPnuDZr4TR1gDZH6Qw9Nr1m8LpSSFk1QHCmgE27yy,438.22122760569994,3780078,Other
3CY5iFPjW79QE2w3de9eoDwooNkswGZzbBRMRBjW3MVr,438.2203521174148,3780079,Other
2Wj7KyLUFcgEraCik1wyPAB7qhtReqSWBPNcTaQdHYds,438.2200604236008,3780080,Other
9ih7jN1D9x13XGkhfbvbQ4uNdV9sVvxWaWW4h4zPex1E,438.219798673664,3780081,Other
4aWM4dT4PcvmKX33g4ZTXqSnnSSqNhgZh2GxgfwQoF2A,438.21958258817995,3780082,Other
21EvB4NXBannToyq1gLtCj3FMyCrCrYm5ibL1cP6VzzD,438.21953161010003,3780083,Other
99j9PQMh5S3W2bXrZAcc2m9epbjVbvccJVKQY23DLRx6,438.218939660694,3780084,Other
5H6YruAuws8TKU8g6e2dKCrJxS2Z7Xikr6T5gdnhfFBd,438.2182466112873,3780085,Other
5pAeawnaocedLWyZoJ19JLEEuJEkQZFZBDyza2yGbLK8,438.2182402433,3780086,Other
9EY5Mmt9wWyFP5nS5SZRJHtMzLJ4RKb6JqzfcCXmRaLh,438.21822567144,3780087,Other
CncGRQQiR3sQgAWJGpWzWWdjzuhuYmn6rtkS8HQffpt,438.21716006349556,3780088,Other
