signer,volume,swaps,volume_category
8FsX9dqdbwH5zmdTzoxQZtmxUmdTbYsKg3L3ssgpudC1,0.0014709000000000002,1,Other
8GfVzNMbPyKgqzMSgrxXu8fP5hvfTrYPcJX7ZyGvYoUa,0.0014709000000000002,1,Other
8KnQ3ibjGwdS96CisjbiZohTjVdMoAfTU4M6foiNLEBg,0.0014709000000000002,1,Other
8LJHUUAEUq39gw3eCrSzeiYsYPQCX4McMZ5X7d1GZA9s,0.0014709000000000002,1,Other
8LNdCgREBUd6aLjTzAzptrrgTb9sCj4veD5d8GxAHL4H,0.0014709000000000002,1,Other
8LZjTZqBbhwVJjr2jDZYsiWUdNdbxf1AqLfDWoy2g1aU,0.0014709000000000002,1,Other
8MFgURJekRfHDt8rDEiVhx9B92rS3HumUvjnEkHB5hVa,0.0014709000000000002,1,Other
8MYEJXAD5YKFuuZxwwuSZ8AXLK4n93j2d7hmGYt3xUAK,0.0014709000000000002,1,Other
8MtDewJHLRAZzHR8ykN4VbmAfoP6gXGbsvWouVRqxEjN,0.0014709000000000002,1,Other
8N188GtzYwXPFTvTzQLhEFThtjRTSbmfF8dbcQi4osMY,0.0014709000000000002,1,Other
8QcoJfVRKm76k7Eb9bYbz4eHjGYs7bTCqPigmVNp6cg3,0.0014709000000000002,1,Other
8RGAGJ3p7Ks5hWyz4HoNNaGXWyj4QxN9N4Mad6CJGXJS,0.0014709000000000002,1,Other
8RopTCKgxDcxr6yPPn5HxteFTX7DYAokvRxP3WkuzCz1,0.0014709000000000002,1,Other
8SoTX3ZX8t3DvX5TBAznPV42AagjBz6Tnfi8V35nYoau,0.0014709000000000002,1,Other
8TdzgdqdBJHuAQHwhM7igNEN1UehZh2CZ1AViMnDqgF9,0.0014709000000000002,1,Other
8UQfuE4PZeETMvr84BYmw75jsjweNddRu1xPwjjLJWwg,0.0014709000000000002,1,Other
8Uc8mbsf2oma5q94UBewcoRNeiRwAa6J44CE6Ctna1BB,0.0014709000000000002,1,Other
8V9Y3sRup4H57bGfHobGCPUun94jj6LtqepSxDNfmCKD,0.0014709000000000002,1,Other
8VDQ9VNyPo6Kjum55FkNMXz6FUyE9zBA9apvqbmnwUZB,0.0014709000000000002,1,Other
8Y9SchSRSbUngSUd3X93CBoLTGLvjRY1YDwjZWxE5ZZf,0.0014709000000000002,1,Other
8a5iNomRMGpyaLhHcCorqHBJx4bMEdyzisLiWb1U7MoC,0.0014709000000000002,1,Other
8aXNrEYuk7xT8oFM5SLkdLf6183Aq9bQ4s5of5nBQaZV,0.0014709000000000002,1,Other
8bCE5QJXg1apzFniT5iZWUmR2vESvoZFPN31Ye3TAQh4,0.0014709000000000002,1,Other
8bHeXifuXUU2PoeqWqekbTVUDHb5kHMXr2mAiqVyuj3Y,0.0014709000000000002,1,Other
8cVaBFHeqsEtfUVqnQSoohSBUTAGwsVeTVQFPDacz9Qk,0.0014709000000000002,1,Other
8dMErFbN2ZwuTVfaRSKNiZ6gUxTYmyoLek8YTBJcBFXJ,0.0014709000000000002,1,Other
8dyG3ncx3nLoVvD1djxDokvbYcNRzi6mpHnwHPYzFeDG,0.0014709000000000002,1,Other
8evTiABW3arrsMKZvN36R8eEmkc17PVTpVKvrSPf5APg,0.0014709000000000002,1,Other
8f3WbMguNnAAsa4ohQT4zacs2uESXgdVTc1xP1kQLgEj,0.0014709000000000002,1,Other
8fPvms7bc9oGpmvVSYEQ1t835VJnungK2cnRHgxnW4h7,0.0014709000000000002,1,Other
8fvzmXf9ufXUcUoU3gBJKdMwus7wVG8bRdzz2rkttAA9,0.0014709000000000002,1,Other
8g8FzgMXyKxifwYz8GKceoe5cvbRGozGrnGpVdchuQB4,0.0014709000000000002,1,Other
8h2cVAgxq4yhevnY5S3h42xZkBRf7KUzo6gCQExbB3JJ,0.0014709000000000002,1,Other
8hXAoL8hsd1YHNCQZbd6Z6j4SFQQmrAD1SM9CmMtXYDs,0.0014709000000000002,1,Other
8iHeskpd6P3EZ2jLXG3wGeZwXJyBMWLovGEQhG2Mtuzb,0.0014709000000000002,1,Other
8m3ShvMS65X1YnBxZUQZbXcdrTbRVa57LJCDbsmmMUPY,0.0014709000000000002,1,Other
8m7e2L1HnpgsQpejhmVqDnfhhAT5STsQ2WG9Zj88MxZt,0.0014709000000000002,1,Other
8nUgoTBGa4ncCLnJ2sy9DudGbdTc2ftkW3sEw6rfLPow,0.0014709000000000002,1,Other
8nW1CkdGXcjMzuBNtjRTs7gaKhUrLf7cYsFwmjwTFZun,0.0014709000000000002,1,Other
8svtF3QkbfDLNKfUN7vKr3TPWTgRMjnYQyTEcM2cUvCu,0.0014709000000000002,1,Other
8tBwAs6F8CKgenjKXmJ1925L4auBdq15saD42rJeCFXf,0.0014709000000000002,1,Other
8tZXYbLr8brxQa8iyYjmkertTmMCm38zcALFYS6e3ceW,0.0014709000000000002,1,Other
8uhBGTw6PfLApzU76NiD7XBF1rLNEsDQRzbhAdXyNecV,0.0014709000000000002,1,Other
8utB7YGmQaqPmpEcY9HxzMLWD8ZFJSMpJkCwXerQREfy,0.0014709000000000002,1,Other
8uzXd8TvTDzEHeGjqgL8QzAkxNGnMypKRGc2LgRChDhf,0.0014709000000000002,1,Other
8vfkARfkzzphDrJKYxpYbPyUYsZUN7nsTaJ1d3XuXjVt,0.0014709000000000002,1,Other
8vpVMEcA2yZZRNRiU3kYhHo4KWBrNQ4GNtjuMTqCVW2Q,0.0014709000000000002,1,Other
8vqJVZxmR7Vh2JhS8SruaKhpDD1q1UaSPk8zJX5i7GQB,0.0014709000000000002,1,Other
8w9SqUhFpwHZ8dWzoDZDvEnytXKCgXdEp7gL4ZhnDjeP,0.0014709000000000002,1,Other
8wPNUCZSNqYydJD1vQ49mP7PRK84qPBRTXvUDpgcdQVj,0.0014709000000000002,1,Other
