signer,volume,rank,volume_category
7zdpuAmAG6x6nwjwpL3UfiVJwuajGYmeizfk9KGyZgT9,18726.367971382875,800001,$10K-$100K
sNZQJaG9bNYYeTLMAWf19gueuFioMgVwS7HbBP1N2tn,18726.35994303316,800002,$10K-$100K
2KxvtgpxaT5pDeJb2EFXL8TqXRwvpFk5NDpig7SvsXmu,18726.329201001445,800003,$10K-$100K
912RwSeW9cb83A3nDkX2XtxYzEQjuWsRaQsFKAhDaadY,18726.274711723625,800004,$10K-$100K
CZJ8Byg7dTZuAYeoBhSCQBu9Y1PyzLhg7DbVtydg8hYe,18726.216638560854,800005,$10K-$100K
A4svsDsu4BUFzZqYpUhFEHce48VqWynzUXE43TpTYpBq,18726.197945066033,800006,$10K-$100K
4EbH6MEcircobqoNKCmVy44Sk3yjCqfnwcMJTYsLSmUp,18726.100541294883,800007,$10K-$100K
8VqPYUxxDcDVUSeR36P3Scs5w5xx9cdqiWzCgc6pGsQx,18726.08725096738,800008,$10K-$100K
Ak5MyM3QztTQnvbr7RL53L2oNjSrFPMi1p1s1zX7kmVu,18726.065156390378,800009,$10K-$100K
7VTYg2Ki9LsD5sMdGULeZ1nRg9pGjBds1fWjpprCQdFu,18726.05791593608,800010,$10K-$100K
2Nkebcbw4Vxafj63T4qTv8wgjRETmroDUCp1Fzc6zymL,18726.014482279763,800011,$10K-$100K
CReNYx9LXBEfTBCjdrzkiatNLwg2QDkgBoitR2ousGdL,18726.00973376582,800012,$10K-$100K
AcNg1PJYpBhqCECj7tC9towj58FiQqv4pdVHzRSQsysc,18725.881019395147,800013,$10K-$100K
CujCz6vWAmJpChsFQRZbUpe97AjdWexzqRQ6AUPppnAJ,18725.760003285617,800014,$10K-$100K
2wZU4ufzEhkRXJK1mzGRdjQZzDFen2GzPeuSmkmqAk6v,18725.593443065827,800015,$10K-$100K
4NQSdFhyvkkPF82MvNXHD5zrm8b7hKJCqFGuk7a7fLxM,18725.58370252016,800016,$10K-$100K
Eq5rx4RvHYGDYJD7269RszWbxknDFDvFkFKeBdvVkKq6,18725.57845011758,800017,$10K-$100K
EH4wQ7ZJ3HRrjrJGsGaP8NdnGoDvZtDwxpuKA81wYDht,18725.5627287693,800018,$10K-$100K
9PeeTPXWehB3CZBkHz7pXRME5C5CBHqcp32xfQgMRcL3,18725.418629165684,800019,$10K-$100K
5J9R5YQNSgPRhsU9vuahAKnJTW6za6h4QUogWFs3ibxm,18725.352939199594,800020,$10K-$100K
CWrLU1Xt3pnZ2WHoz6Y5r1eSERSvan8ykZ7uQN5H2diY,18725.34610916363,800021,$10K-$100K
HccDUVCzrV34MoHg3aWtsoL2cZp94gaygtGmUCCsnuc7,18725.319318099748,800022,$10K-$100K
J1vxPYUdkAXZmf36Kf2spyLyq91WaGRkHD2oPRFX9Xfz,18725.26726624994,800023,$10K-$100K
8KchUZfsvtxRoSTjRdtGVVFxmbCC1UURuL9VqF4yofwY,18725.265107987612,800024,$10K-$100K
9j5oJCsPgEjro9t6w2hRtPDzcMaioFbywvkLGGw4PXWP,18725.24762800678,800025,$10K-$100K
2i3HyrETatWNUxcwyUBX3tMVotVAiLYVdsH5MKgQLdLc,18725.23413248434,800026,$10K-$100K
3BXQuCr8PKxM9R8Gy6kDXyTTGd9C8oPVgR5Nq8yaBo91,18725.220826454733,800027,$10K-$100K
CHmYS2RrXo1jqvVFERZAsD1xpx1kmaFMVxu88yjpiFc5,18725.16925834097,800028,$10K-$100K
5rwwASr1HXox2j5xTjGTAzLcHmyCXHB1dW3bn78eynnY,18725.126328217062,800029,$10K-$100K
GLqfy84QmRD7Z7nHbzpG7sSbQCgAXfz3VtLsHfH8jQFF,18725.104055439533,800030,$10K-$100K
A68xcjR9Wrcwasnz3fKBv6Dr6Jnz5AAyMHCQLmu8skAc,18724.941382310404,800031,$10K-$100K
7ZWAmY3sqpUrggbVuFHdGJDbikfNjHjMScrDTf4nocYQ,18724.92915014888,800032,$10K-$100K
F43wEGZQDPHCbPJpWthCRq5NVQjcntKTzk3WXaQieeL5,18724.914793377073,800033,$10K-$100K
AGApBTv9Zj7gEW2fqKTXG2e23rywEqjfwgZHnMqQcsAP,18724.913451649838,800034,$10K-$100K
4TE6YDmdrvrrk7rsp8gCEW64nnmpPsfuNfi1CbAgGiwB,18724.736713758975,800035,$10K-$100K
DKuXksaaUSjXEZjcCA4QbJRs3scJMmbjtK2wZBzabSfK,18724.705645788465,800036,$10K-$100K
6GmFwUxWWkUXbjvQgefSrxabxqzddmA2RvYDHpBUogwj,18724.665282312828,800037,$10K-$100K
9bM1bAEUSn7UHNNE7kgVXjjhu1c4kJjEcLkt5hqCtr3r,18724.651672508717,800038,$10K-$100K
cWiW8FxHm5sWztUL6kjF4n1eiWXBShfpNWGvd8TMW8s,18724.639498479402,800039,$10K-$100K
9Rds8RDf9D4nbsuZtVmF6UkuyR4G88PLGQrZLJgzvpjy,18724.62224808177,800040,$10K-$100K
9FFVnMHaFo639mpdoCp6DrRXAd4UDD9cb8sqAeP5QfZg,18724.58407134178,800041,$10K-$100K
7FAZeMMrTfcUMnuVRfHPEWXm1jqN6D8Qb6UctdSHJ4BD,18724.573970937312,800042,$10K-$100K
FGsA4MGytBTjS1CdguN6jzyzB2NH9DLL4ATAXFcmy3Lk,18724.358976245796,800043,$10K-$100K
51gkPMfjdpBbva76ruSPXT58Cbse4uTvGesGLZW7PsNi,18724.211236291445,800044,$10K-$100K
BUHEkVbL2aSQXaJGe6HcTD14rQR6QBWg1NVst2GCRGAp,18724.20544744487,800045,$10K-$100K
J6jaT84daXmAuoPowxHExvv9bz89Tdvc5VRCgVUfmFMB,18724.19166165468,800046,$10K-$100K
