signer,volume,rank,volume_category
D5mGaQwKU1jqZFQdNsnZGCBgKRZw1dbqRU4d7Hfq8ps6,1496.40746484505,2500001,$1000-$10K
UfZWEETDw2rkTrJiEsoX7sr2Q2cFF26uWeZrnmxjtJy,1496.4068415202646,2500002,$1000-$10K
BRvHZwhruWDaVXuQ5H1SruUsGEDYWYCcEKoseiSt9YaP,1496.4058915876428,2500003,$1000-$10K
Fz8Dti8nMh55H1HFDavSzRxwQRdHjHE98NjZcE2F82q5,1496.401968689548,2500004,$1000-$10K
Ge4d6nvvTVuTrNWexAefLFrPTe8cQ6ZKbKe9sgGksMRL,1496.401522355313,2500005,$1000-$10K
ERUDwPTTufJmANnHM6kTJcpMfV5pPqCJZ75htEsk8Cxs,1496.4009351461,2500006,$1000-$10K
2GXdgnvnFCEHzVtZJvGoibWTKpGpNmhpVgi3g1aBHuDb,1496.3993030229278,2500007,$1000-$10K
CfaFM6M7PzB7usGiqfMigRPuU8s4cqmMhkHXHUJXMvpX,1496.3980638140329,2500008,$1000-$10K
H7U6MQa1B8S1ZYQNxqS3JynECCaKNUmA4HcSyegrPnj7,1496.396460018048,2500009,$1000-$10K
wi2Cyv4uhukxpssDohjPb5ji2Sg6G1EvoiRxP4VRTZC,1496.3951020396003,2500010,$1000-$10K
CdtY7WsgsXzghNW5atPG7pYJTHuvxGAa9zS39cCxqjp,1496.3938282075,2500011,$1000-$10K
HuywcAkduCLoYUp32dg4n7TzLz8UXFGRm79qmsW6RASS,1496.3937082128084,2500012,$1000-$10K
8xDHDA1pffkaNqYQs6p5KxdPNg9MpP72Fb6XJxjPrBE5,1496.3932591275689,2500013,$1000-$10K
GnW4GjRe6MQLAf3mL2xdF4GJZ51dJCNvn3ma4H1zpGyk,1496.3908356675302,2500014,$1000-$10K
7nZWCN7F9KxT2w4Xk9b8bHmMy2tWoSPUu2EXEKGxGAA7,1496.38939314463,2500015,$1000-$10K
HmxbjgrHBahykxpfu6eXFGTcZxR4GA2e8ZtnVpT3um5i,1496.38871844188,2500016,$1000-$10K
BqJm5Dr1dNeLknnh6WvuwihDH6wNwViaGthJT4DUem6u,1496.3882024893528,2500017,$1000-$10K
pkLp7FUPXekJRnPqUJ6uhrFGNDzXpNUNRACLWUKyA8P,1496.3868721024169,2500018,$1000-$10K
9U16JJANnmEEJTdA8zyvKHyCuAVSwDptLJ3Gnmwh8qAD,1496.384608,2500019,$1000-$10K
HTrcSqxyJ7D9YD7f9XBeyAdgdMipNXhzc1bYhRG4xXpL,1496.3836279728362,2500020,$1000-$10K
GufRsTLt8rfDhAVfZKg1dy1YJ4hJjptTVqEymZXrfViL,1496.3818890412997,2500021,$1000-$10K
HLXKJbWWnzYuouMm24CQUsECSC3sGajHeroM1gr4RqWC,1496.38146249104,2500022,$1000-$10K
8BCCAUcUeaXccA3DFJZFHQznvrjRau1qQTm4EBWonwvN,1496.3813103586901,2500023,$1000-$10K
C3SVpkWu2o461JKwpaPsiK9veKDZ1wS5SZ7hfzFtrfEF,1496.380380531844,2500024,$1000-$10K
BWPsknS8uEAyF9xBt9vVL4puUALxfCsHv6rMVekTfCHu,1496.3800913467305,2500025,$1000-$10K
G2qJ2PbtknhQpndBPg77MVsR2kwPJn7qMu7SHjBtYoZu,1496.3792289163728,2500026,$1000-$10K
7zyCb18oxi7eHa65L8UK2tmf8XDxskntpD4yyAn2DtdQ,1496.377303028464,2500027,$1000-$10K
8PHSzr726Z5JrbGnZu4xxUGfgRwQ6qojcCma3BamFKqn,1496.36918581326,2500028,$1000-$10K
E3695kgDnGKY83VHN6Gd9wyatYUH7Dn2bo7Ccg38kwib,1496.368712614497,2500029,$1000-$10K
9tBoCf61bV5xN9RRzKoNAyyYdnHuaijYiyuBc5T8nyAF,1496.3680111726,2500030,$1000-$10K
H72YqYbRwQLibkmz8z6FuRoPAF9H5EY4rSQs2dXfP325,1496.368006785174,2500031,$1000-$10K
Ctv2FYEV8dB8fMKMLdu9jSKgpmxqyr6J8v3NrpQnyms9,1496.3645861128373,2500032,$1000-$10K
2W5CR82DRtq5rGg4fxgL1PtBhHdBujfpnFUdYPjKDMiP,1496.36365865573,2500033,$1000-$10K
8gxpz2CYkon1V4jVSEAM2zMkC3nE3eoDHjFw5G9v68Pd,1496.3588313998182,2500034,$1000-$10K
6weCZnDkWhMQSamC11fYmVpSqrSLu2FNFaTSd67nZJva,1496.3552651756768,2500035,$1000-$10K
G1GYWwta3nz1WJCSstXUmEec26XQHrQYpppxtyhHFQ3e,1496.354616614734,2500036,$1000-$10K
3UUGDSVpLSEUdZ7J8nEPwkVeTX7cpt2oWqaavQS74EJH,1496.352207076967,2500037,$1000-$10K
7jRVTaugtZSuD2NAdDTF9PBeyJn79xm1WMA4pA3Xg2zq,1496.351995838473,2500038,$1000-$10K
GY6zJDHogkLycr7vCkRP8JFkRgdgHgASv1yPWfqrAVFz,1496.3513181818398,2500039,$1000-$10K
56c8w19UmAbT6BqGR96ipXPGsSGG8hqSpcvuVYQdC3sS,1496.34979700972,2500040,$1000-$10K
H5DN2vFJx5bd7djcPnyEqSsVnkxXRLZaoWE88HBSdDL8,1496.348138677078,2500041,$1000-$10K
7JRg61QmwfaqQhSGwaosSnkX47eHBveJ7je6GHwL3b1B,1496.34783209673,2500042,$1000-$10K
BHEmJeKnkJrhMwibsgEFnKqS3tx8PtEgeq4f93WxPk7P,1496.3465298234387,2500043,$1000-$10K
4prSaBTW9ns9AFRjSQRvBzFSVztsgghXkeRyXwy1dMwk,1496.345674350004,2500044,$1000-$10K
6ZGNgFJ2kAVvsqWVosTM8HixPCHT7vybce5tZwyXRQQe,1496.3456107201157,2500045,$1000-$10K
GE7dvbFXHfApg3Z8xzmXdUhnqArSPLeBm58fzRxuqC9u,1496.3413466878242,2500046,$1000-$10K
64y9H8HdxUjyhcKs2WW6gVZTm6ZaGNnecFQr89xvLb3P,1496.3384969153478,2500047,$1000-$10K
BLDss3LsXK5xSriL1o6RUrWEnhbXUaRbAK2QgYyAQHuT,1496.3359356577998,2500048,$1000-$10K
J7Cbcv3PcQpXxVPXzUAJ89LzGE4MAeM6si9Qm9PsUA6Y,1496.33504139392,2500049,$1000-$10K
GmDR4zzUkHs6m5iMEJvidbavsYvkmcUcT8kaA3UETSAT,1496.331959504121,2500050,$1000-$10K
GiYZZukvdm7UxsP2srCFFt1d4amer4odgD4YrPmwepZk,1496.3308284501,2500051,$1000-$10K
