signer,volume,swaps,volume_category
DeRKaPwjJ6AXrYYkzitACwzMai2TC4TbJH7wpgG1vcA9,0.0015888,1,Other
DfDWNqZCq6Ujs3cHjQWPrzQWkFLFWM3d5j67HhMCmrso,0.0015888,1,Other
DfFwt5BNTmX4XpZwccHbdHUXER8AjEo7UHqDYYaXvtWf,0.0015888,1,Other
Dguuerk8TGzNpJjeqzTbdCQEMPHP827q2i61TbXV4Sum,0.0015888,1,Other
DgwyKkT8HgKKKgTPryBZt5ChnE7ZpjCeZ5LcuhpJLn7b,0.0015888,1,Other
Dh9mMQKJTpcEC2TQzXQSphvVRnCkJu4NidbBCN2SEWZy,0.0015888,1,Other
DhqJmrjrEfv3SLFg8HYh9GfLEjcgpkU9PMqcnVXhSLyS,0.0015888,1,Other
DjpUTU3zUa76S7R7j6t1cTjgyG318QWnuYDYJLztwFYi,0.0015888,1,Other
Djz4217xpYYL7L9ZbmuxsWVnDbpa5y4b9dPdjZDhUv2t,0.0015888,1,Other
Dkh38SSoPpwsNYHgjehEmz92cBuGpuiZF2XJHTVJEnNc,0.0015888,1,Other
Dm2LsaGmr6dA4rFJ7nUwUaXHCTPR3DeodpxwLah8Niqo,0.0015888,1,Other
Dm7yszVPFREBcaUQcTiQZVvtSRpW7hhveCJi2MNskh81,0.0015888,1,Other
DmEquZgdqZdrxmRXahgYDNtTphAhFA9pAXqQdEoLnF9f,0.0015888,1,Other
DmsQxRJKivJdUfVMYyNgKdYHtYbEjvZeP6fpKiPHVsPF,0.0015888,1,Other
Do7GN465gXHRSKbvYULLx27uXxyFuh7kXScPK4CuJGzb,0.0015888,1,Other
DoHmzUjff91HUZPkXBwJo6E3ktbMcJr3pC34WhYfLg1V,0.0015888,1,Other
DonmLT3Nnvnfv9mVSf6xfc8Zn3miVqw3NpDHNpKv42cC,0.0015888,1,Other
Dp7zwJ8hAhi3HMAk6s3ZvCLFsnmvaCZsWFRq6DNS9qjE,0.0015888,1,Other
DqCV9UN6fr8479fa784SKgEKfsQHygPKeXe8rT8zcdPC,0.0015888,1,Other
DrAT76BRSVV8cnRpU6XDme94rUHQ21Wc2nRHJW4HAXTk,0.0015888,1,Other
DrUScEhkXHEQzA9LWTxfR7zorCH1z9bHviufVZDUyAPo,0.0015888,1,Other
Drbpe2LBiesbaDADkWUDZKEnXZ2GBniEtzwYrqHd7Bjr,0.0015888,1,Other
Ds9bpoGNdKqqR4gBTRVXcEuYzNiuBinbwx3XmaqxfsrM,0.0015888,1,Other
DsCd1Dn8JAppWxXz5iZj4V9z16xLN26L1vy4Uhw6knFw,0.0015888,1,Other
DsN9dSMhiekBCPCKWZBfAF27weq53cB9oZAWouLfXhmF,0.0015888,1,Other
DtDy1TBNrVE5xfew1EvRiC3sacCgRS2Wqi3vjMrynsY9,0.0015888,1,Other
DtYZzzS6BJoCu9Reo98aTawYN77TKtSm99EoC43cRM5s,0.0015888,1,Other
DubKNyiyXSL13mTbc92h2mA52zJSsAe25W4o2CtpxsoU,0.0015888,1,Other
DudDEUY8vyeNZmW3FZBU4LaqFSxivdG3WaV7aEz99whT,0.0015888,1,Other
Dv2socnxPPk93nYDoFDsYRDbqcJiDYpARFkAsB8P9NWU,0.0015888,1,Other
DvAxdpXskCdvTkCDb17pqLp9wDzEdDMxuRBmkJjH3doy,0.0015888,1,Other
DvEPDgScWkBdpKQBxfJiMLNyCCBmY2VJDWmYFwY4Hb1M,0.0015888,1,Other
DvwCtFk5KS1yURhZwyQn16swez5FAy78YfTG5HpeCQSW,0.0015888,1,Other
DwF2GLS8dygSa292uXfzJFpSyvpx3SGSDcvP92g2KK1S,0.0015888,1,Other
Dx3owY5NMFhCh5VrmK1pQDw3JTAGf9GgGFUuchbVSusJ,0.0015888,1,Other
DxAEbFbosjemCg3Uz48D8ghPfbvVC4bdFu5gbXYshkmY,0.0015888,1,Other
DxN8yMiizVEK4WPhpS5duq7M9Fb9gnAibYwg3JfYUZRc,0.0015888,1,Other
DxsKweUFDLeiKQ94eupLK2JRKuak6UJ5qDaWva9rTtbD,0.0015888,1,Other
Dy2fGhyiE9PXkeyXeRT7bSwgLucgXMbYwYfqfTooPUcz,0.0015888,1,Other
DysfibtAYavSeunR2UYmX7c6vnDDhtefd6RiV4YsPaGU,0.0015888,1,Other
DyxoQXbuEZGBWKB7y2KgYRaJ7YU57Hq6Mk2pAzEXrWN2,0.0015888,1,Other
Dz6nU2ZYgVj9p1RKzv8MTb3VNd2ngfnKYBg4s9SvozF8,0.0015888,1,Other
DzBrD8HVfaFLnhviHgjfmMh2XLfpEtpwzvZef6uuWwC5,0.0015888,1,Other
E17YxVuvrgrgNXqBDyd7kvQnunYCNiv9zkKqNiLF1jgg,0.0015888,1,Other
E1UrwRjYTbawUiT25R6ysf8dLgSnGVb8Eyr74smmiwNx,0.0015888,1,Other
E2bQMAd2ALZzWPvNnW2YQBgsmiBCytuq14uSvnwmqtr8,0.0015888,1,Other
E3t59GN7j3NGS3nb2HdwCmE6CYrhpDk3qQzCHD5BbrKY,0.0015888,1,Other
E3w7CNRLg2CtP9EUUc2eXME58ruSoj4LCKeL67njnuVZ,0.0015888,1,Other
E55YZqFZAgCegH33C6PZaA3LEE4M6Ktt7ufBB9LZBCnE,0.0015888,1,Other
E5ApaLYfag7ZkSYhJyFkpDSgHfeiuT3WmRY3e5JerCdT,0.0015888,1,Other
E5Mii9nq9KqVKrigSfAt6qaDt9qNue5kN8SCNBqkjdma,0.0015888,1,Other
E5UBSdd8twaqTzP3yGiV1fFKtUV3dp6g6KuvzM8jJGFd,0.0015888,1,Other
E5VLRtpUB9qALUdx826u9iFzxT2Q5PosjHAW85hYaDXJ,0.0015888,1,Other
E5wd54E59xJi1gMtogxQ7XPPQ3FwLAgN9Tb1rPuk3eHZ,0.0015888,1,Other
E5zhihu4XHvPkKioHtpKV4FBUg8c7zCm1S9NdqMY7Voh,0.0015888,1,Other
E62r7GR2hvXakinptN9ZNhH2G7R4d2HQVjiChSc7AHJ6,0.0015888,1,Other
E6XSF6ogkbZ9r8XpavLnriSeHnkzbgM7ZQ68dAKfCkXJ,0.0015888,1,Other
E6XwWnpMDH9XhaVZ9KcKEjWpGrDJuoghGbKjqWhXJNXf,0.0015888,1,Other
E6YTazDDRoe2HvGQFuybMwbVEuHPiH3YMrego3Z8SJJw,0.0015888,1,Other
E6dbLB5QkyqpkRJNdLoUfoaF2JoLh3avofY3w8e6rEP9,0.0015888,1,Other
E6wbE1MagQ1kTm8pjuty1fdhbp7PWYFnSVwDGzYE9F6n,0.0015888,1,Other
E7AcWvPArbRGMyFVy7wmcd1H4M8eZis9opLBAhShVeJj,0.0015888,1,Other
E7Q1phkhic7Dsbc37BKnRAhhXv4hBPZ9iSHwvkPHdtZr,0.0015888,1,Other
E7cnX9XzBsMYGbnz75YWLqhGDcrT44vEB78PHSewPmV2,0.0015888,1,Other
E7mbGbHmgqieAeX7af1UpAW9aGiuohL1ewsX1JGiJM9t,0.0015888,1,Other
E7vVFzhtz75mMVZFE6AS4CBNTAwAXSEsgL2X599uZcYf,0.0015888,1,Other
E8TDWREbq2SeKv8d28qepbHgybiBq55AfGgf1sBPzFQ7,0.0015888,1,Other
E8VypZarzezTT1JqkHWPKMaR32cLZczwvDHtVNB4NuDP,0.0015888,1,Other
E8aCLnodjyQoFYJTNtGyA3FmSbrCsmBY3gHwwHmdpKx3,0.0015888,1,Other
E9w7ToPEiJRixbmBU2UuQoxNXjjmiNvTsVHY97ZCxuL8,0.0015888,1,Other
E9xuFUtA9CSW4XSFpXcggMUCPDGGimAbKHpLfs2dDNEx,0.0015888,1,Other
EABV9NaXovBn71QicUQj5QuMdUjYCTEY7XkV9ogpxwu8,0.0015888,1,Other
EAQnuhNBe4GdJGiAmwajcuGu89ojLB4FuXNa1fJKdjP5,0.0015888,1,Other
EAdAjA599zjzGraPiKmG4pDxBkmsPGhAhRfH4AmsXAJW,0.0015888,1,Other
EAeFZGmw2uGqCBSAPL6NXJcDVr5mKdF6Zx7vMECihkjJ,0.0015888,1,Other
EB7e5FP3rcan3PmN7LE7J9ChfKJzUnx5kXLKTuqkfVgW,0.0015888,1,Other
ECQEEf6x44ruzqjBYov78pBXH2YkaXetD2SwpUu7o8gB,0.0015888,1,Other
ECqBFtaoTovwuKLEzH6uQ4SpRT9SoUqUhtmYYdXS9x9R,0.0015888,1,Other
ECqeBafdi5pLdwJHzZT2fQhH9Y4PKueYQ4HdGKyM2fio,0.0015888,1,Other
ECvZ53BzdGMD8eKmKmpBeHwwApXgfrUxrtmJxKQoQTpi,0.0015888,1,Other
EDcQTDMWMFesJSbQYkGAR59pvghhrMX6JHCqA7eCt9Se,0.0015888,1,Other
EEVvDAYWZdVYB7gXJ1Uy1fivH5zDGbkE6vmyiqEff3hS,0.0015888,1,Other
EEpjw488Tk6vXPDYtWRJ1GzVtWm1X6ZLDi3WBKpzcAss,0.0015888,1,Other
EG6CZ3obCNwq3gaBNJ6bGd7CT9KbfWVWqWKDkQLAqHGp,0.0015888,1,Other
EGEPfJvsEzbZ9vwZcAXufP25o7cqq16mqYEjsXrAJifL,0.0015888,1,Other
EGS4G1Kasgwg7Aqj18Yqap24L4c4fostnAVSgM1CnZSH,0.0015888,1,Other
EHYFeWURm1ZUyutbo35fMuxQjCSQFGshxoGAvpVvQYeu,0.0015888,1,Other
EHmVreQiaupNk9cATpqqEz8NhCqhYVuZuFQCDWfoDgFU,0.0015888,1,Other
EJRGSUWkmRJyyzkmXiZmvVqJLEdUVnDetjqukfG9oJjq,0.0015888,1,Other
EJRR1f2vWPU5x6DdW2ForAJAQdndJActvK78J83aX8oA,0.0015888,1,Other
EJSsdv8LBEMW9McU4X7NN8i4B9UEKft9kdpJoHZvXS3C,0.0015888,1,Other
EK1eTTzuLAkEgJSKvYjDYJL2GQrqpKY4rTUUuZUpYUu1,0.0015888,1,Other
EKMUm88ARyZ3jYs3WsyEg4NKZSwpDDv15YaVDXo5hXMB,0.0015888,1,Other
EL98M3UgDFNvGnFaXywcEBVFX1MShVWkNf5dNaNx2CEa,0.0015888,1,Other
ELa1copBxtC53ZGbS1KnzeWdrfarhB3ARRL9ERcN1ZyP,0.0015888,1,Other
EMAnjNk5cmNN17at5GTXGiYVUxaMW7Es2iYm5NYNkJP6,0.0015888,1,Other
EMZDQxciAepifPdSA6qZjsC675Zz9Jeax6KhpN6PdJXb,0.0015888,1,Other
EMpEH2Lk6BvbBrzvhvY7dL4guhpkjpSajwNG4YGrXyms,0.0015888,1,Other
EN77GV2WM42Lzks466nS8KBocNJQPwSNcHTzmYycC8rA,0.0015888,1,Other
EPJ538nJujLUfYenYYcqswdG47W7mhpXzooi2BA3JPM,0.0015888,1,Other
EPQppgG56P7vaSds8DWKvmRApTfyaCZF9QpMa2QktE1R,0.0015888,1,Other
EPjA2nz8eCgAUafP1wdfMPv2cp7wrNXiFMBhcMLA3ahF,0.0015888,1,Other
ERJ3KFVza2RmQtS2uFRei9HjR6SVSKnG1pExwHc1b8Cs,0.0015888,1,Other
ESjbcSPtp9ErfLHbhVBNEB29hdpX34RDSoawDUXPdmbZ,0.0015888,1,Other
EUKCGfZf6dLFydiUES6SRN8yZMLRbhABk9C7D31zy8Ym,0.0015888,1,Other
EUVvreGRbH3CyUgnUGknsbEpBvWV8NQcCLp9QTG6u27E,0.0015888,1,Other
EVHAueBcCdTEYYivEe264rnn88Rodbp8o6qHGKa8giBR,0.0015888,1,Other
EVovLc4RduExZgksTDqamQC7bu8ie7ioYneFBQVqbij2,0.0015888,1,Other
EW8XgXo7zEMdr9wZ2oxxStB5A7PDaArzhV2TiuQ4BBwV,0.0015888,1,Other
EWD2esTiQtXMq98mcx9GhKwUyGQezVwZat3d6emNg11V,0.0015888,1,Other
EWUBocnKkas4zVTadPZ3caPNCDScZmeCoUmGHu6aBu2j,0.0015888,1,Other
EWffCkEYBLJfFtuYmjqaihUpLi2BKvPFDgPoqZsgKgDv,0.0015888,1,Other
EXeNjw4AK3Rdj5QFMYc2RrBceAV3Mxj98iasXpWHfQ76,0.0015888,1,Other
EXhmhGVU4PeAJR36wZqn4uukzPEsHDBUmn5LPmB696pr,0.0015888,1,Other
EXvtN8B9BmzXiPoJrXcqbMQPQJr4v79TeVTf9YZRRCRa,0.0015888,1,Other
EY2isrgSSmcTC2FVghzZNzSgQ39Sn4QsL46xTGrGB7io,0.0015888,1,Other
EYBn9ZqWdCyPX5fYdcQvPDv7ySHygF6AEtx3byyp3sZc,0.0015888,1,Other
EYTLF17TPzoYVtQFE4WWNBm5sNMZ213avLREpTsEnjjj,0.0015888,1,Other
EYbnwte9nxbf8sdgHqs1CzGz6aGinYfuu3M3bXMiTXZX,0.0015888,1,Other
EZL7DJ9f9yWE5NHk8HKjj51BEm8eiCGGdNMA8M9G2Eew,0.0015888,1,Other
EZMLpp2ovWEre2GYECyTcczW31HduajXUZ3RQUgm41xs,0.0015888,1,Other
EZe1VZTLBUm5ZWhfgXBmgEpR7AwQkYUVCAQv6qHrHqv1,0.0015888,1,Other
EZy4dE3CCEdRQFsj8HkPJ8t4xLgxTDzMHTimkrZKysK8,0.0015888,1,Other
EZyBSkEjawpfR8gZmAzj3QSyF3boauwX1M7pkhVmnBcs,0.0015888,1,Other
