signer,volume,rank,volume_category
X6FxGVrnKU8UugMaFNrXzNRUG2mk3hutATP6Nc1BT5V,9.38740909416,7420001,Other
AArxzdDrGa5gcEDYTziC73s1NaJbgYqCjxU4wNAkjpV9,9.38739741506,7420002,Other
4sKTYJE1SuCtASFpcgLZhbJ9Mh5JKYXQQFvn1u9vdMtC,9.387310895919999,7420003,Other
9jGLvZKvrZRRw41VUEnZS57UH3XcVra3tc6vkvXVuBFW,9.387292153428,7420004,Other
B34u57b7NjyxrSPy3PznKQ4aCWvLzCwsi2MCago9hdLG,9.387288121099001,7420005,Other
Dmp5SYQB1Vqj1cT2fu6gcKrdwcVTQQEtKhzVdXHj6QSp,9.38727818619,7420006,Other
9aZb7bh7Z2F7yLoEwwFedW8QZwGwMaqNTrN5SYBjoGXQ,9.387276444,7420007,Other
5WLgVbXHF3U2RtEs67XqYxWhAiBwhYn2sqQcoYJpXsAi,9.387239898456,7420008,Other
FHaKM3HE7hBiE8nYjhJTyui78MnnEL7tJsGayTmVK4tr,9.38722432564,7420009,Other
Ho9u65S6THfRLGG7npWRYhXC4Ro9sRQpNjHT16AcnPTn,9.387209713692,7420010,Other
653wkJf22Zqdh7TgtF9GDXoksLNe3Z8grV1NE1rwrQkG,9.387169091506,7420011,Other
2CEem3pRkpPpUawaFn7a3qw962Xeejq2gSLzkEYWqze8,9.387165997552,7420012,Other
J7vZCaQCQhLxL7rZetzYDGLRTPTVsYUMoZoqtFaMoWtZ,9.387160144049998,7420013,Other
A7tUENefdDNGXQZkRpmxx7SfvB15dmx6ubxwqvqaNtQG,9.38715526,7420014,Other
Ci2Y9nVL5yXCRG5M5GSTYaJsmfh2we23a1D2zNXQGxqp,9.387082676946,7420015,Other
8yzFPmDPHs3zBELHf9ZtMgnEjz7uNpE5CRZ51D12aH2u,9.387065318950002,7420016,Other
4SCZi1DaFsC4EHR1ZVNMiD4zgH3ECDPRt1w542d2xyQM,9.38706441232,7420017,Other
J6uY4m4N1Tycjxc2FQtMGPVvesvjU2KwH16ZVVEz7cdG,9.38702979396,7420018,Other
FWn6x2hsWA62BuGQUYNHGiv2RKx2eN9hHghF7pFTQ5zy,9.387,7420019,Other
JDZbAwzsRpEDYHSxiHP98D2zVKmWJMmGq8Ubb9a7NVD7,9.386999369522,7420020,Other
6aLu56e9pdZohbj1hmmDCYPTQ2sRihKhXh49dprZQHZH,9.386983161558,7420021,Other
Art7Q1coTEvLx3TiUT9dH8LGo68VGZEVrDFn88zRaQjX,9.386981547159998,7420022,Other
98KE9Ab3qJ42BtyEw68m6XmeNBtS8TKENpmwvsGCCpvy,9.386980470375999,7420023,Other
GMX7nQW6QXSvxxUwaHQBVeFEqYFKxh6vu2M2YfdYiTr7,9.386963867610001,7420024,Other
7Lj3ktW5stoQtTtqtxfw16wqyyH1EWSSPY4Y9oxnEhge,9.386931627460001,7420025,Other
zUKbYUCscxViWRfeYf84StFAjYQMMZQXmBC687m9Fn8,9.386931414575999,7420026,Other
3oNzsciLJUqEFdkTAYxjv9e2opJnp5dT7sNeNyzaND4i,9.386910526949999,7420027,Other
GquVzzRdKSUqyqZzSKBZNuYbC7vxp5Bujp7kr2ExW6Ar,9.3868900944726,7420028,Other
4Wh5nptyd19FR25JaVjrH2m4rTmE1Gzf9KYvfj7c8Fh9,9.3868137,7420029,Other
HzKuirFUPwwWWZdRTj8fLXiL3AE7sLCTkwWYk99Bm7Gn,9.38679072282,7420030,Other
FUpye69yoB81djKR6swRaehY9mnUTKxKqhVY74B7G3x7,9.386744745889999,7420031,Other
J4rPRo593tQBuXtDnr4FNUJ93LQJHFT9Lwatc9Rj8F6e,9.3867444062,7420032,Other
QvocQdjzLKc3L3KjkQbT6zjaSTnH2AAy52ZzhT4aFmn,9.38671658802,7420033,Other
449rxgRRNUKrCKVXR1VoEwmwJ9dExSjfmorBJjN12DLZ,9.386695288088,7420034,Other
AVQYTse9LPThTKjCjoB1TVPFH2jJGLe7nknF2276Ctks,9.3866794711,7420035,Other
7wgXLpYZRkNwsLVfRZyqQVM4T2jBKGpnYC1vY9vuuVg6,9.38664127296,7420036,Other
H8sdF5SEpzKkUZHGrVrPfJ1z5wYRwzgiyznTebqVrBi,9.38656158969,7420037,Other
4Qr8mAjr7yqusUDRL3sNo8nuzqSAujcgZuBKa7KXy8Ba,9.38655037312,7420038,Other
4esr6YaWudxrsLcgY5PYQ9xzHNqS3w13UUTYP61d9VUW,9.3865130964,7420039,Other
2mCrBHpwk9EGocTnYnGGckhHCPo7ucaq7nvXssFP1iNx,9.3864961634,7420040,Other
DCPjwy4UG2FVCwDiJsD48fHAg3puswsY6ZtuQEzZ6TS1,9.38648034052,7420041,Other
8N2PzXLNAKx2KV3fiEeFvzVY4Fcg9ZJxLkEb6uojgAEi,9.386480070918715,7420042,Other
