signer,rank,volume,volume_category
6yTGNagkRaQ6iCFoDimJ77b8yzXoKH2yGTd8ryUA5s19,4160001,245.29590870984,Other
EfmtbnY7C43yLdaNYhBzNpbUVdkdQ9FfRGWqopmXhZRo,4160002,245.29569613823998,Other
5Fs16dkjEaY9RNZSsvnqQv1KwPsSh5Jm3hArUX8nsS3M,4160003,245.29561558084873,Other
9zp7BgPkTQkVtJyVDfJJ3EsSoAzjP1c3eJ5fNnBC5Z1X,4160004,245.29543024223202,Other
BoUTDfqgwJdQFX4e8HGx5sWQAsvPJi1s31EzZwpwzpCH,4160005,245.29514806524003,Other
EV3uJYoR1xPYirMySEkMwD5FtkjKLi2nYb2LrxCVsSa3,4160006,245.295053154894,Other
GZPCjGiLC2g2YUkpyNoC64uB25QcZ5HxtoJMCdKGNyvv,4160007,245.29505203150302,Other
CFT2zXhcGWrg3jze9fMESy5QxmxkzHYovDu49ZbZP89L,4160008,245.29493533439,Other
7MMn4S73fhXi4E59imhX35G5neAY2VPBVAVYudEcjL5Q,4160009,245.29476170953595,Other
2x1jHViYC39hUBS52NUanKBWjZwT7tm2xyATdG7Qktax,4160010,245.2946467263043,Other
5qhEZDYZq2FUQxQ7bGY2L82W2XfoeH6gcx1ogzkBu2r2,4160011,245.29393938801857,Other
3hLijCg811XSe1uV1q3XiewiBAhLLQbHABrzV36n5KJ4,4160012,245.29391649676998,Other
CGivxknx8Hie2nxhJMc62aX1uCKBQnG5XA1eDnuwh1nR,4160013,245.29387470235997,Other
5MX3HQd5MtabEwYbEARJRZawJ8WPzKnbvs3Hb3mCBtn,4160014,245.29381200224,Other
4KSZAdYvNKAtAM4iP37YzvhYb7z7D4uLQztrhjc77stC,4160015,245.29365787768,Other
EQbnSRNFJpAyzC5cMqqpuoZ34xwvRUsTakH6nAaHR22s,4160016,245.293191915027,Other
FKL5UFm1F43J6i1ymhDd2JYL8CEEgUgU9HVKgXSiizG8,4160017,245.29304823605997,Other
4xA6muZrTvqbe2gRKjpLMZ8e1c5pLxDW82z6SHC6YuTM,4160018,245.29269695168,Other
56iD1gThDCkioXNYTc4fd2UzWhUA15gtumqMkZDnT7TW,4160019,245.292659227184,Other
47noKCwDLgQa43GseYGp1XuGzE36GFBDiKpiSq1TK5wC,4160020,245.292477928936,Other
CjnTDd9dNmsv14xUqsyqFc3N9hZcrdgEwFJGXJjWcSSa,4160021,245.29246463987,Other
ALGbK9pT2ex369r26rKmiJvBQYCJDMghMZGKAtcKuTn7,4160022,245.29207178699997,Other
33G64487zpcufiA43ooJRrhUtzA7c1wWSWofvR8bMfEC,4160023,245.29188564415998,Other
3EJ5wW7UjUiAoj9HvqVt8Hj3LVuwpNwkVmcYTzmBVMg4,4160024,245.2915252625,Other
9TFqbFysJX1fRnpAGzToveiheZ8ysKtsGRwyXSiaHPkh,4160025,245.2914327617606,Other
8qMNoFkRn16xah7eJ1JWFRNSZX3xQoo4bP7qepChVrKT,4160026,245.29110194350005,Other
BKKFBETDLGhk5UPWzVZrWMSph5QFucwSxVcntFXhPWwC,4160027,245.29056999999997,Other
D4ZBqEwSKCmxF5cUQ9hnsdje3HRfjuEQgkSxcjCV9ZiT,4160028,245.29052523203657,Other
F4ep4SNrTCbZHR5jwJL7HoLbtkNTiiaurP2L9RN24THh,4160029,245.29048848129997,Other
5fxodkm6g7TLX8YBPyAJJuHjJnnwmzjBnJYKPuUjhqhH,4160030,245.29046409789999,Other
4gZr4CWdyzKM81Q5po43YUyxAo41nM6icBFenk4XL8nZ,4160031,245.29044746793,Other
297F8o6Xt6mWSz58bRaASjHc2MqW7tdgoPWbnBvsAnqE,4160032,245.28985068727,Other
7UsoKHvTW4LgRoAYHT7oyhumLATwaqiFWqHAYMgf2qKe,4160033,245.2897408093,Other
F3dHvdVvf35xJwAAHPsDrnoJ4FUANuoQqm9jQuJ1S8Nu,4160034,245.28968011649,Other
9Ja2Rbt31TdtSKbKBNukgZi41KydXfWn4vpnEAoBYKwW,4160035,245.28895983289,Other
3sw9rWAyQF6HXUx8vTv5JPBB7C1puCXDT5ribcg7LtHZ,4160036,245.28869884488802,Other
5Q5BKCSZTmoBMUv8QBqiiKpYVEXguZLSjo5BNYDSV2Ca,4160037,245.28868927497,Other
F1DFPiALbgr54N6qzgQmJvfQ3tQ2XnSAoszPfhnxGrLa,4160038,245.288674714752,Other
HVk2agKkfzorKSvJ8hzM4eNjcmK38UvecKX4gbP8C1Eb,4160039,245.28854129928496,Other
B4KVNxznhAgfeKxj73ivW5rKUBKZYEMirVrFWkwTYuUX,4160040,245.2884432,Other
3b4tyaauRRuxM9oiwXTCZsaKGGbZbqTSQQXcWqLfZWkf,4160041,245.28825803300003,Other
GXbcU5H26CKsDQSfCCr5ceoSNWSyWD12FbMYit61DAHp,4160042,245.28808713351,Other
37UnM1MxKFmB75rZcXLkJQce15erLLxrRZGuqTM7U7SM,4160043,245.288027764204,Other
2Wk3T2UYDpJhGFP4KiJEnq4iKDcfeGHc9zhmyuXiZHFf,4160044,245.28784718834999,Other
8Gixxr8KLmkYXKiWyVLJzozFmyLr6jSRfMYDBPd5PvVp,4160045,245.28780663092,Other
ExbK5kQWEfF5FPbm77Fv4jgUFh9WuWJESedwYqLf1Zwn,4160046,245.28765009684,Other
E2hNRsxf5rkFnVmkDVcTRbfoPra7iEjmhMJdovDP3J1o,4160047,245.28749328592,Other
7ug6VkNi2UYaAb65s5ZnbPQNL1dPeVq3F92BMjsGb1gw,4160048,245.28728235479997,Other
FxhBRWWmNS9CgjnvvU7gnWqp1RamqvTXY8dz21dA62F5,4160049,245.2870933026,Other
4MPGD9Xu64HJzEF2zUAeTDjGv3W17f199jfqjsTqg2uP,4160050,245.28704617164,Other
2sV5QmHfsRR2Urj34viDouDg3CHnkA1VXfwV9tNYKE3E,4160051,245.287014931156,Other
6qmnFS7GugtnqkB9PyAvdwnPgPsVKmJoZz1BgviXGKow,4160052,245.28653042499,Other
7euduednShiDwbh9df968kvgfjVzc6S5gZAgJjZDvMhf,4160053,245.2864660225,Other
EkGRvLhPP3fnDKp4QL2HietnJLsfN7c1jP1XcjPmZsrk,4160054,245.2862406466321,Other
5dURbW7Uz3dRcSuR8xr1R5Ezt3xNmiALHnoATRSDqCzM,4160055,245.28600766623003,Other
8htPdycpumKANGbLKJxTH7za3fhDVA6R8abkLbj9nrUn,4160056,245.286,Other
EvMyxupYNwuVPpwza7gnHRdbeFJn6LLXPPcUV4Qc3efq,4160057,245.28596042365,Other
6Zo7YJT4P5wuU7KMZyzKDVTYkWsYq7on4znZ8QcYHw6B,4160058,245.2859181085463,Other
Ccamtn4tnBynZ1FHPVRowmzp7xDGZMihhDecRTbJ8W9x,4160059,245.28590727313997,Other
2GSjFpjPzCRcHPquhLP5PFqBGRxfE9AqUsuV1UGJVAQJ,4160060,245.28577786421002,Other
y8GxTjVWXBKPcRhRscDhMftKyCmXxGfLrPzFLPkrLod,4160061,245.28561184966,Other
4Gg84zW3KshrFVhevQu9FV2NxUTfCdUNcz5sXnkfqLtH,4160062,245.28552620454997,Other
9Z2G9cjnRXCXprbcNHXv4n2wjdaSzhz9Jh5zTrU9mak1,4160063,245.28529157968,Other
G6DZy5EgeiEjs1asCYYAbwCZXAyJiKwBQkA2WLB3vzM9,4160064,245.285204710143,Other
8EMGeiF7NVZUQ9ptD7ydERRgdiyTP3Pr3ghu6PKoH8ZH,4160065,245.28501268836,Other
HMB7o7C2rCKESeRvS1EFpaunhMyPT89x3J9Wy5xdtQgx,4160066,245.28476457716,Other
CFQiYpGqnmkSD9wR7tnPdhX8bqWom1Reays6AR1b4qSt,4160067,245.28471998730004,Other
Fm2erWsoFKvAzhDD796S3PAwr2BUkc43V33TxXDi7EuS,4160068,245.28467087019416,Other
Hg2FoLZXN1fS7JeA3FCBaUzQD43StPjoafzM9RJ2xJnB,4160069,245.28461240270798,Other
8nBfr9HhEzw9iVqcrU8kqz6CAKkgwg6u2jXNo4XsbxKq,4160070,245.284465052115,Other
DW25sXoDKCdh3VVRXmiqWesr4J5miRJRgi2342ejh3a1,4160071,245.28417621929398,Other
Fg6WqCYfAeNueAj53bRKEdGjoJUkP2tFfwbfc1aSnSkm,4160072,245.28407722388002,Other
9DBY56cSnoH2mfVnftMExrM2xChYqACHQsvmVhq1ubEi,4160073,245.28401787019098,Other
2Lm9pbRWR4McpYWL7na8qYmzbj1iPh7GaMrW3FcnMiv3,4160074,245.28400000000005,Other
iHiRrP3CMdATY2GFJjaLtLm4hbmjEF4AMrrCbCZjrPM,4160075,245.28388814006402,Other
Avrxr28RC6MZPXgpfywKERhjRmEg5yTL3pVXycncr41h,4160076,245.28386839999996,Other
CEcDyPr7LemyrFLqrvg446pAdDZKC8BQHjtEp5B7ivUd,4160077,245.28386055176,Other
BtV8gCRBLRvBqi7dWpTk8VMLbVtpCta91hwfKZSqJLcg,4160078,245.28381376499,Other
k7GT545PfASLKX8ZNUCMu8Y2F3T73gtkPUHNmkF7zSL,4160079,245.28378809750396,Other
7k3s3rAC6frKBjMF61VpFkDAh7ShJdLtMZyt5Drt3EWJ,4160080,245.28370690062002,Other
A2gsXMSxUckQRQox88EhdR5zntvNUTSjSVDCz8K2LJzV,4160081,245.28350440125,Other
2m36YMDmXBx1FFu4dnn7LZhNxa978nQL8fMrWByAJBaj,4160082,245.28348830726,Other
HBEc8bd61EJwR89mKtzHz6TaXkH3BQD2o4J7oTsXAqVN,4160083,245.2833114505942,Other
AZToaq3krJfti261L5rEfMgvqSePHBYiH9Mpe9GCadzu,4160084,245.28326114406997,Other
DdQisuFCJgRxBr5Zgwwf4Tjkyv5Q43vBodG8AsUuiLUC,4160085,245.28296414033,Other
HBCmhWL68ynKBZAk33DB5czHefEGy6T3pX2JzFgm14AL,4160086,245.2827785322246,Other
AJzHn6mM5NZhKe1saTNwwUJxPQaey9RLYYHSfhGVeSXH,4160087,245.28267298584,Other
Ag6hNyKHFGq2m18ZPFphJnM34attDG7LJAJbiTP2WtRm,4160088,245.28262465971042,Other
HpqwBD1Kw2Ye3vP6fys3s47hamkJqQjHg8WoXXoykPs8,4160089,245.28253967880005,Other
EspDHYr2CHLyXW5j1NRwf8pXtMDSX2VZTpZyRFmxgMdQ,4160090,245.28228240395998,Other
FpHd8britkKnHS65uQx2vyc3SNFbmGFUCb1GHZMtq43Y,4160091,245.28224720638002,Other
H3JbpREGE8fB7apKQekbgSQLTJ3ym1hkJVwbTsF2bm9S,4160092,245.28215257307,Other
778gkUcG1ruDqasHQpM6YAnBJEL9yXHeCNzY597aS7zu,4160093,245.28197924991002,Other
8G2xYuVXXF62qMSCzQMJ4xfP6yigFNkDAfVQmMFBPXtZ,4160094,245.281447248492,Other
