signer,rank,volume,volume_category
78YpnSYRLViKKpLgJmqHgsFk81Z3my43n86THdVVgGP9,9560001,0.013482574780000001,Other
Hb2Qp85c4qmSjRtFyQeHnBar6qkvYBJuNQaLrrj9J7h,9560002,0.013482572390000001,Other
8eVdMo3AvGD7jkb8NfJ5DEayR1VpkLLWaeyFUTy7r1bF,9560003,0.013482572390000001,Other
5hRvGGsRCNF6A3t6Gdrrr4Py6cg93wgP14C4REi88Bvi,9560004,0.013482572390000001,Other
27hPrmc3AtqRvTLYSU9gJnrZ2hFhbS1G1Uto9BaBimfZ,9560005,0.013482489459999998,Other
BQKoJHKM2D2VZ9yEX3E5ZcV7uAJ6PkkJiZcdWLL1sy5g,9560006,0.01348247139,Other
AHFrKuypj4szmmT9LYFuLx8oaeR2fubQ9az6LNZC47qo,9560007,0.01348238726,Other
AL2oAEaFNd7coGqU99uW9svBLHrZA3xvD2MHDSt7hSdL,9560008,0.013482368040000001,Other
35kJQE5bRWxzSKvieRkvza4UuFyE1wygAkHc2a3JEq3s,9560009,0.01348232196,Other
4pncKQZMfdiT1R5LgQ1xztHM4Qk3bVsYALXP5KKpbKqP,9560010,0.013482269850000003,Other
2RRYDGu24h5676tK84dw29Q34F2KUpJmi6M7AUgeo7cb,9560011,0.013482268799999999,Other
ECZTiUEK3RnxTf8vrt6dFE9grz9FTSGHKvrmHvahBMK4,9560012,0.01348223206,Other
7bgWsi7fkMTCyKQmgqFFS1JExQB2pB6GkaPs97twrR4H,9560013,0.013482232059999998,Other
Ev5Tdk9JRGFEtJ1CtuiFHoM6RKhzwpP678oUuz7ucrsC,9560014,0.013482229440000004,Other
3T9WQGVmZC55Tgr9si3ceFQGRYEm6qqLHgV5a3mUraAj,9560015,0.013482229440000002,Other
B8vZCVN2jHPRznfMfyCqxSPzhmRiUrH64crwE5R1CJR5,9560016,0.013482229440000002,Other
FjsVwrsnxeRpWxhg2U6RsviwEFt1XWsuGBiS8BBAcAZn,9560017,0.013482229440000002,Other
