signer,volume,volume_category
66grBnefczkwGzKXV3J8XscwNotPYSGJ393Rek2sHqHv,2852,$1000-$10K
7pctaa9rLGmBLwS7oLW4Wzz5F5jsk6isq64upwdjosgW,2849,$1000-$10K
Ci3WNNGq1wWobknWrszinTY5zyi6TAg3Y5hehksdGKXb,2849,$1000-$10K
DWFp7Dro1Jm862yofZsDmsT8GgsSYLkVgji9KjVaPYEy,2849,$1000-$10K
6HKpm1R17T8pnyQxij6wLGsaCEFaW1LMEq7pBuwPNN61,2848,$1000-$10K
DjzswBrSU5MrVXJ4dHq3LqmaNQL7RdFVD23QPgD8guHK,2845,$1000-$10K
482nDbPRugrn9XAbBzAgNnRTWAn6hi78dSwBaPNL1NrG,2843,$1000-$10K
JACYkvWSmLBfrrhmXtxyPKSqHUfujpaRMM4cHAn5heS7,2840,$1000-$10K
GfaA4Qo6WUBk6YJgZWEDgqfe5VNsvPYmkY6fchWbZSaL,2838,$1000-$10K
6d6TsUBS6329GbVidDzfq3UYV19d3RLfsXvg5XHFzpeU,2835,$1000-$10K
8bZDnyr4SDUiVZmkk8VMwbnUbMcanCh1o1BiFegMSovv,2834,$1000-$10K
AYtjhZxyQeXc35tKGUwAeyPNjSKAnnvG5cPqRR3JBUP1,2829,$1000-$10K
7X7z9rgRqQTULVCx48U7sA97LGmYYRuYuvk8TuJtotXf,2828,$1000-$10K
ZQzZWPNwvHeeBrFucoJk1XNqaRFDQGx9aNjntixmHh2,2828,$1000-$10K
3QKJiysYc9jZFgjF1km3xkSTMPsqwahcgmaDuqkbzWdo,2827,$1000-$10K
FW1aXftDWJ2TLw6aPtHQLKu7TNF88XZvVrPbFtNZyEGa,2826,$1000-$10K
7EnY9mE6ZqcmKWvmXkb8Ds2BMbJHikkqg6vfqSgJGRxZ,2822,$1000-$10K
9iykRPTT8CWgFy68w4CuvuAfp1drucDKLzoeZbtiBHuZ,2822,$1000-$10K
6ujTgsN7ByFCzwt5aJdNnhUdPRLrJK6yeJkfhfEmjhAL,2820,$1000-$10K
BDnU3VYiZRGzVW3Ec2iQdGvb1fzWXkDW382V7fFo8Zik,2820,$1000-$10K
EeA3owD9FweP6Z9RjupUcdPta2dAe257DBcDfGYDRJxB,2820,$1000-$10K
FGaxs6XjUQLT1qiXvRKKZr26HQA4cvdLQ2pXGYprA2vK,2820,$1000-$10K
99GeDrqonJ2UXDp24i7mNRd7wT3MYdKMNgphbT49Zatk,2819,$1000-$10K
CNBTXsB37fB2pya5Xor8z9PZzq58P3ocH86BPEUrrDJg,2819,$1000-$10K
5genNSKN4mwuWWQutt9yW8iwv1YrCaW7zk3iBM6nMivC,2818,$1000-$10K
DsbnLARLidL9VtXXmcqTqNmGaPtoDtwXLfBnP1quVnSp,2818,$1000-$10K
F84N8mbJxLaGjPdPxhBkVeDtARKXpNAtHwdpvyVpA3oz,2818,$1000-$10K
iuTsP8dEGUBuKViCCVyngj5w21b2RfAaPLhNdL2934G,2818,$1000-$10K
GHpyNUcsGcRb267W45RweMMpQMuF1DzVzp3SzM3hJNyN,2817,$1000-$10K
Gfpt2RL52MyjBaq5KWc4gaGHihwASo5KDLnjrQXGoNmS,2817,$1000-$10K
ChGiubHNPsUCv71vXCKRRfZpgnxHaYyWJ3mVwPd2nCcb,2816,$1000-$10K
Cmr3yPGK4iB8wCboRQhcrkws14qhBaEQPb4gzXdAXYEv,2816,$1000-$10K
EBcHiqM4fDwYMrFwwj7mwNTb6BdmUPP7L6iHFnBXZJJ9,2816,$1000-$10K
1cN7vxC3jgQRbo2iHuGao6i31995i6BWhTtu3gFSiU3,2815,$1000-$10K
GC2ZB5XrBH8pH7kAsAN1X4EFfNNd2nrPP2CWAPrZ9xXm,2815,$1000-$10K
EdwTjBBwibikNGQfJCNvZ6PWeNnbpTh7KkdWbTXBrWGz,2813,$1000-$10K
2nYhhpjJFLZeybK1HATKzDJVba7XMTZnD54qDgmaAXBn,2812,$1000-$10K
71eBW7fTfrRJS32z1hK9RWtGrD3QcCRNzTzk9BpjvTs7,2812,$1000-$10K
8RPUPgmMFw41zDYegMziUsuYwA2VGDScnSnUMnLydox4,2812,$1000-$10K
7u9TjwSPSRadPY3vZTELZbiNMiBBxaQeb85Y7oq3KApy,2811,$1000-$10K
GEyfpAKt2xNjKa6ckrZ9FH1A82DtPXgcU85nqgEmYAVm,2811,$1000-$10K
Fj8WHptQjQjqR6aTTNYy5ZdjnQQPpVPdMmmxuaW99EAn,2809,$1000-$10K
v3VaoGUSMMKofAcEUtMQoa3VS3ag914NkNYDrvhC2Yc,2808,$1000-$10K
6GnEzNH12caXgdYtfuDf6LChXHj3gZz1zNXqeRWzfEnZ,2807,$1000-$10K
APzakqHbEZ3yYEV5GPHkNArq6JuGKsstgCFq1Z8s2VAq,2807,$1000-$10K
Gmjzp9AUQZ6Tm94gPMdX19mRaa5rbqdRZ7Qrk3a1XJVq,2807,$1000-$10K
93ih3NKTiwRogG99JpoG7m556eHRZZTbTh8DUYKvvPS,2806,$1000-$10K
D2DsxA7LNaYPbR53185iZEqXgXqw3tVY3esrBWj9U1q5,2806,$1000-$10K
3CLodfjmHeo2pNpnMdAE81m3c1aNidTcz4UJF174q3dX,2805,$1000-$10K
9krKHZHnjquHR6SsHy9CWkxP3ToK7WgkVY99m8iJDknr,2805,$1000-$10K
HJHH3QYo3gKhNeH318jNjZfm6xtdaJk3oV98bGAxqMky,2805,$1000-$10K
4myGBRSTnnqoPcG3wUXfrcQQck4pJjDxJhJMQqEbbby8,2804,$1000-$10K
EfY9ceBmRqByB8bQP47PX831toHKtZmq5E9FrUMZS4tx,2803,$1000-$10K
ApaRpgdMe8kYwDG7ZwKEYHjUC99918FgLTvWkU4eo69n,2802,$1000-$10K
3LRmXRUtGDvsK6xEBuWSGvLQfiUjRvEA9bwd38fCzoYE,2801,$1000-$10K
8wWfjxmpWJnVsqeLQNaFEWmu6QGiwXagY7WGC9LKP8U4,2801,$1000-$10K
9KHT5CwcqmsfquDc7aatNPzbfG9n5MKsTQV2yRTwAYyJ,2801,$1000-$10K
3EFzNftTLauakuHJ83uiUAkkPbXeJz4XFEFjHprUqfLd,2800,$1000-$10K
Dy7oobgY4SEL4aDa5w8pGS5bT8bUXm3F6e4gkJGnew6p,2800,$1000-$10K
FjBJpCkJvpbuf31mJSCeG522Ek39GHhJEnNzBKYCrQDV,2799,$1000-$10K
4RL6UFzQZDKWiaP3QiHopzgkQ6fQyvYpJvZy3tdkMWw1,2798,$1000-$10K
C16zE5RPGTvXpgS7ZW7RjooRUBX5e8tqt7r8HsXpALxb,2798,$1000-$10K
5EWeRBd5Z9eMiU9JiFkn2zPGgZgCTvUzKjoZh4Eh64gN,2797,$1000-$10K
5dLS1xv9ZAXG7uhWP2bBAfdM8w73DwcfwcwcurojFE5Z,2797,$1000-$10K
9QS7nwHh7BNdJF2EA9i7jJqYtLKicsdujkpA6GeQo9m4,2797,$1000-$10K
BgPRQwjAU9eJVfPCmLyU1vga8EUiw4Leky2TNgp813jX,2797,$1000-$10K
DWmhvTzcyQ33iNkg3ynaLcz3vq6onECX9aVzHsifiT23,2797,$1000-$10K
m8UvkctzT2ZQKwizZVvbAWVindGY8GjbCxviWnQmNqt,2797,$1000-$10K
sVdjsh7TuXRMEdY1bTWQPEohJGU6E29jsjiEaZ1buWw,2797,$1000-$10K
Eod8w6WLTtXt9WPJYzNuNi3NJJxVzqYVS6HQNUdcAunz,2796,$1000-$10K
4t9bWuZsXXKGMgmd96nFD4KWxyPNTsPm4q9jEMH4jD2i,2795,$1000-$10K
C35PV5AY4uhxYZafgWNp9q5Pp7vFASszyPy6CvdHuzAU,2795,$1000-$10K
71uvyjTfkeReC1GY2YUXEantGuL9upgx2egdUxFTadYs,2794,$1000-$10K
EL1o3MSyHMqhLaLVBtvwuVgdiS9UMskzW9SYrPJbsKQz,2794,$1000-$10K
D7ZmZZfRNmd1mpStKSmcmMNxFZuKVFsCmCLX1XAmp1N,2793,$1000-$10K
3p2XD1wmaSrrb9zmniLronUzp7fRpnmmozmhY2W5Ywr6,2792,$1000-$10K
5bFpRyoxPjT6PJX9HC38n1VZAHJcfBN93kSjoV2dFVtq,2790,$1000-$10K
5qCGqT7bVtupCoBGn93iPzyu3iiL3Tc7A2HXitEzXqMd,2789,$1000-$10K
GjBxWGDNHXsXRJf28iyDvdfEiWsVHWdc3hwnyn8hyJJz,2789,$1000-$10K
2AzcRzYJa5mM7udLgxn8wrPS8zA9psPJ4N9frtgZbBfi,2788,$1000-$10K
5MstJe6Ht9jTnEqumxM1Sr5qxDaLEBZZ1vbuiJ54YoBf,2788,$1000-$10K
7v95QnbWSTFVckCcg6u48FeJfcfo5ZbRjDerwdGGa5rr,2788,$1000-$10K
7RdHz2D8XMin8hxaNdTkR6ohaMMGQ3ZjXuCKwsGm41TU,2787,$1000-$10K
AyTnPKTtZzhQKeYJ7UDDBDd3GsSea2DzcHGhwti9ubde,2787,$1000-$10K
LRDqJ1HVWLaoDLYvQHHCRP8C2hjfgLF8M7AW1NwHG72,2787,$1000-$10K
EobfVCC7uJYwGYPgZRGVcJsptE2jmnVSGe2GN9Wa9s1g,2785,$1000-$10K
56B9Yq7brsv6nimSgT7iKSW2n9Cysfrg9zZh2wTVRnUW,2784,$1000-$10K
FX8RYsDiEFKp5hbRogGNsKA9mj5Hh4ccPsdigM5opeg9,2784,$1000-$10K
BRuafZZ4bmTVJh1KP9hFTnvX3vZfGdyRMXTZUbgGWxVU,2783,$1000-$10K
14UGbF8KWYujnB6jhmFjtCLAMtAvaFyMZXJqezvWH7Uo,2779,$1000-$10K
89zf5CjcUQ6yzgJ6puEzSNocNgukY3ZiPaGsibH3fPaG,2778,$1000-$10K
FmVrU2Cp3PGPevdaxq4EkWKVbuQYYw3YbrA5a9fsPr8X,2776,$1000-$10K
BcnXgBGzgiJ65MpWRTPEHF9PvBRQPD1Cb1Ei8v8ViUEr,2775,$1000-$10K
CcJw94DUBpNbd3f5WKYCoQcru1qUMRBnU7soxaFBJHPb,2775,$1000-$10K
9oDmWUd8dWznkU1wYBxhdCyc3swVco9SWUJvHfMZh3iP,2774,$1000-$10K
AoasMAE1ynBZ9X9NJ7PRuZ61gmhnLhrNhbcVrj2Aa3yK,2771,$1000-$10K
7K93DguM3NbP2rUvwcePf9eKXFYCbkQ2E5ySYic442mi,2770,$1000-$10K
GE1WLDdyWffqk2mbkLrqZpN4WDkXQ1M75k5rT8RB3qPT,2768,$1000-$10K
BKkMvDuiWTYfHCemmefawQbqXJdPVQ3HVU6ieuXarqmo,2767,$1000-$10K
2iRMxWjvqdNtqg1qvACyoW66HYU6KaCq7Q2T8pbH2rpd,2764,$1000-$10K
3PRrYE6i1Eui6DDXv3eCAo44AMntqfUMzZBx9MqRdaCS,2763,$1000-$10K
3gBhrGVNL2wYHjeMvrSq7d9JficvWSQrNF5AGPNngWxk,2763,$1000-$10K
DuS7e63TGaV4b53GWABGWcpYQjRxq6R7ALacQdmL28cN,2763,$1000-$10K
3mwbM3DVx57bSEXtmJiDCMaYajtvrdVC4BTicqjp7YKH,2762,$1000-$10K
HyLxYkagyBrsVV7hpNy53cd2WXQTCWiTL6JrP2FAqCm3,2762,$1000-$10K
H47H9XE4SFT2zzeUDPtCYggn7FX87FiBkQ4E54HRsCfU,2761,$1000-$10K
CPVqphanY7QxMdLBB3kARKJyhoW3sDY2bL3yCf4YUQh1,2759,$1000-$10K
FckGVbv8K24TSq3DE2Lu3mMy2oNYT69Xknwg84WvG4VZ,2759,$1000-$10K
8KQq6jaLZosusyJXxxqmnrC1d9eANJ9FVxzkfhizoA3Z,2758,$1000-$10K
6ZYc9L6gnd6vUcW8iKuFhtDLXsBimgKkYqEvoegFEyr2,2757,$1000-$10K
91XMvJBWpSmAeTSp2EoNJtkEmKkBd3WmK3HtFaUB9kCN,2757,$1000-$10K
HrSTjrbtF9rd3mYPgxAzsECt4BMTjpW6dGM7qzWCditE,2757,$1000-$10K
WNkJjS2q6haEaomBa5i6V8w7LQeAensa5qN4MZCovxM,2757,$1000-$10K
AVSW3aB93EtgUGzooK6wLPRMDQefYJe2wcbDHd8Yo1kP,2756,$1000-$10K
AhtbANsJxmuknwHC2a1hfs97s3WSZ5bhhspL9q2UfQKt,2756,$1000-$10K
AsgTQTsFUrYqkv4siFsJixY9XZch7evdZ4S28wBxgCpD,2756,$1000-$10K
79GG4P146qmqYQSkcV9zEHCrxCHU7CoigZz58gECYsAp,2754,$1000-$10K
EvB1FypevaR9c2WwCrnxFJPH1Q9kyc72uv67n4QgS7VL,2754,$1000-$10K
FgjRciXQKa1yRejue1W3FfosSbKMjGJmQuur8wuBLDat,2754,$1000-$10K
4749UsVbN9Eve2CA6VjpmNMB7zBrqh5P6GxiCsDHCwV2,2753,$1000-$10K
4L33VLnSSq5NTN88X7TjuTCdv2b6GZg3dVRVTnSThioU,2752,$1000-$10K
4WxQdP4FzuZTM4GjrbNbQv9jgnSy1PbZEpqfHN89GXGo,2752,$1000-$10K
3EhRaKzMoQiJmanUo88VhrKNZFcJ3ipreWCRTQt78omz,2751,$1000-$10K
7WAUL8FRnhWsuyrQ8LDppBusyiVoeCBZbEqZ6KTxvzYx,2749,$1000-$10K
GsNCS8cg5Q7JLLyntMZ97b8ScTUgt5TVCNLmUUfPCHyA,2749,$1000-$10K
Cp8zknbxWFD9TS53bC3WiDsmjS55UH9Y44TixvrYSeL9,2748,$1000-$10K
6m85ZaLfKKCEyvfAguAt55u3LVh1HXVzsppWVGxH1crv,2747,$1000-$10K
6RwS46YZ17mEgQEG6RXMufnisGcFhqeLbpEUzdgqBLFr,2745,$1000-$10K
7MyLZTBhyogAME3LMvFy3uXEuE3uKEZzTgxqhBAN6RvA,2743,$1000-$10K
e5i928rM2SXR11zZK7xmwLVZqh7QwjgZBGLbqDCriku,2743,$1000-$10K
TVeKgyTMp3DjwVFRYC9mYcRStRnbRsFExrZDFCKrXnT,2742,$1000-$10K
78Zkvypt4wN472CiL3XmvC7Bv6V6yhM5PVHXJSY7VeM,2741,$1000-$10K
9Te5A4azjFpzU6cNwFeyW8ivD8av2SpsreqZn9FPDUdG,2738,$1000-$10K
vuxQpRnfUVtrkKhzpn7Fzxzt85mWJs1uzUCgLcCLdJ4,2738,$1000-$10K
Bf5CcFjgLpMptwq7iMZSxcwrcjZwhpZLw6Q6MD3kE5tx,2737,$1000-$10K
xksZBkmG6YE4hbEBhk1K2HZANBkg2EyRkiSfAvjmxb5,2737,$1000-$10K
43Qq2NbLHgH8ogjPn4XqNgxkSoLaR8v6t1trUKLVUAr3,2736,$1000-$10K
4VJDKuni2XAiE63J1KzuE35yJURv6C2BdGa6aH9wKPFr,2736,$1000-$10K
9wEWZKJJujxRpVJu6CPimFLxPNapLpKMNZRAyn5u6N97,2736,$1000-$10K
FCMyShozb7cYNDYPqgNUyjfSUAMgiogf9zuwgLdwSNsA,2735,$1000-$10K
GjfeHsLM9Gjxt4z3PDbSdSwY69qJ3a8wthQ61PLDoHfB,2734,$1000-$10K
5Pb8rQcsK7PNnjaoDTApjkUzWfGYBZKysJuMizcwEyXc,2733,$1000-$10K
F7HZiN5BGs4TeYYbVr7TGfn8yCLgPA4WjtboMkSqvNPn,2733,$1000-$10K
fhKJseWXZTVAyBLN2YUFybdmYJeSurjSBHpKtRRDELp,2728,$1000-$10K
7dQ8kB9uHCwwfoGW1cQyMMKZgpKXwb2pYAUNEYfhsKTv,2726,$1000-$10K
5GYxoHSkXatZhzDeAJEj9yA1KUkWwj3H3uTb1UrZpbfR,2725,$1000-$10K
6jQhabQe6fF4FXwq79oDxHPLAAXJGM89f8LxnAPd6EZr,2725,$1000-$10K
8aLtLneyY527shGzkms3DmaAau2sqs5WW72ecWpGpgj2,2725,$1000-$10K
AZ3TATcFgdfwVDbgoDehb1bepCdCS3PXSCvZu26j4Bhj,2725,$1000-$10K
8aEKcMgbFgeyyZMWgEgMZbaFLwYQYovMkjrY7KK7Eh2r,2724,$1000-$10K
3GEzKZpPTm8aLAsiF4hzLwieg9VHtEmJVd7TvPHLFRAe,2723,$1000-$10K
AU1pK1XQ1K8YErVYt4As25DsyptBSKCw6C2sKLEDAUBX,2723,$1000-$10K
aHRV83C5UZVbvit7xqqEyF3AK7tPriKHZYav1FJQuAE,2723,$1000-$10K
9q9sXaEfsmS2DYjkZmqvCHpRitu3Y94b9bBnB8ddHfsG,2722,$1000-$10K
EVkmmdn2fBRaHu9am2erK8tmn9AEcEXaM7ktsJ6YcGqK,2721,$1000-$10K
vwFTkbogXPvnRh12hJf2cbQBwEoBkx6gPhR5sKhSjvw,2719,$1000-$10K
2RFFy8UCG7ARfGWov7jRJQd2Ncwixaa4eq2AD2j6ssez,2718,$1000-$10K
2rmuju2Nz5qEf2DKtzkvnaokizecFcuAaicWf6ccxpYK,2718,$1000-$10K
