signer,volume,volume_category
EZTKgS5qfAUk7uC1Hu6u44uSwRPEnMkcnmddoTiB7TEb,1042730,$1M-$10M
Hg7UDzfV5ifdgSzbDZTaENrJNpVFhu1KudWXKHXXSNs8,1042384,$1M-$10M
GUPzdVzPjAiG6oBJyQQZ9t5XZUvMniPxb2nASEzSnN5M,1041569,$1M-$10M
EKAufDYsGefydEwx2gt5HtAeFtpjKMsbxjM4naQXHNES,1041302,$1M-$10M
EkmNirVdKTNpLMq6M8hJYppWH16uteXAmiLwUw8ydy6H,1041241,$1M-$10M
7G7j7z1bEa9FGM31qVHseCYXLR7C6ttTbhgRkBdAh9Nz,1041062,$1M-$10M
HTgioweAdq2ZbCDj8vk3cXTyPogY1A8DhNMuYf9PjQE6,1040637,$1M-$10M
FPRuvU5ks5EH5nNdSEuGEJ7MDQrPcWTNo1GxUKEpJK6G,1040549,$1M-$10M
Ad9ga1WAqxpzEenWFJQNHxXHbsYzJJxwmL4mwgtkkqoc,1040548,$1M-$10M
3AFFGRvyHyzrJT5C1Kk5G4oSbMxriwpidkYrp8uAcVch,1039766,$1M-$10M
FRU8DAkJHb5FEhs6RaAdt3xqz2Jyhi3EXgGrMYhiensy,1039437,$1M-$10M
64JJM52vvsQ6hce2QdsacevWjJNw7GApycpSfYyG5Trp,1039402,$1M-$10M
B4HvoBQzc43ayry3s73vRayqfWqC4zFwfnWUVgUGFZY,1039064,$1M-$10M
EZ7LGiPhmPH2ehiK6eNk1i11wxBXFYuHj2mRaXydFjqG,1038993,$1M-$10M
D4fmdsmRoJSNWDPnhaQa3KwsvE8uzPWZxin6PDV7ujjX,1038852,$1M-$10M
ESrRf8M6G5gV5xAEHmEeUPBffzXXxU4fb9Hq5iY4ZNC9,1038426,$1M-$10M
D3yda1b68jKejFhAgyVeYXpP51qAjxqsxK2yt6BD66aq,1038277,$1M-$10M
2GDvAZrTsuFNkzmCmPJazEi41uTv5VmEBi4BfJuyF6Sb,1038221,$1M-$10M
DDyxkyBpH2EB9CC5CbbVtJjwb57HCzeXu8DHp2sVphsn,1036828,$1M-$10M
FpnZBrWAZ9ErMYLu5ovFheuu6ANjCYzcg9M1xZwTAm9v,1036691,$1M-$10M
F6XfRtPKrBXuZKm5KY3JnDR9A1EvMsoLDGtTXbmc3Zfj,1035943,$1M-$10M
BA5RoATwnKcEy3VQNV377r8KV3TLayba2P2d3GEQUyvV,1035855,$1M-$10M
H8LTLXQXacna4d3YaZtdPJgWkK35JPbHPNJWErs1Yk7N,1035252,$1M-$10M
4hvaFXNEYAy2kMuJK48NkMACoyLQcRW9a69YuspFdmSM,1035206,$1M-$10M
EELg1rxpMGhygQdBFQF8UofyPArvTFf5VJLGJ4NsEWB,1034952,$1M-$10M
3TG5MFjpcqwbemnvGYQ8WntZwJcPxZ5oBmVWGBoMmXTv,1034810,$1M-$10M
3F51NjE1owftge5uhRr4YPAjGh57yEXsT8GafzeM5rz5,1034169,$1M-$10M
3r9vtwsjGeW1DTRJC9ZMMhr4EL2JgE7kC1jv9qgeLpw7,1034007,$1M-$10M
CAxVo7RrBdFzLVy8KyfEBJ2KTvPKCn8b9iviHinFxh9e,1033881,$1M-$10M
Afm3eYhrA9Ha9gbPLKYGb7iShtTRKxWGbXaWJrJeAMMz,1033392,$1M-$10M
6ZDKnwZpGHF5fr9EZ1JYfKpuvUKbJja1vgxKdHryiVQa,1032869,$1M-$10M
3MaouCYddjxDstvTg4r8muUVocUXpUse7HfkGAFHiUnK,1032767,$1M-$10M
6FQfyz1H4wNRQCtcokuwi97D4B7xrMwCHZLQ85TgQauP,1032694,$1M-$10M
85G4NTm17YLqxuUttebUNdRkVUifbX3ZstEwGK8Zsrrg,1032430,$1M-$10M
GR1ozTGMVf9wWjAhdQEq2pHmNNfMNoPKWUDDx2hntVDH,1032181,$1M-$10M
